nace_r2,wstatus,isced11,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
TOTAL,EMP,ED3_4,THS,EA17	66604.6 	66200.8 	65320.3 	64980.9 b	63738.7 	63728.6 	64087.6 	63923.8 	64287.8 	65541.4 
TOTAL,EMP,ED3_4,THS,EA18	67096.7 	66693.0 	65829.6 	65493.0 b	64245.0 	64227.3 	64587.1 	64431.0 	64833.0 	66183.0 
TOTAL,EMP,ED3_4,THS,EA19	67800.5 	67403.4 	66524.3 	66196.5 b	64955.5 	64938.0 	65282.9 	65125.6 	65593.5 	67024.2 
TOTAL,EMP,ED3_4,THS,EE	324.2 	323.3 	322.6 	312.7 b	326.9 	322.7 	320.9 	302.4 	311.0 	359.9 
TOTAL,EMP,ED3_4,THS,EL	1568.1 	1524.5 	1475.8 	1405.5 b	1368.5 	1457.5 	1589.5 	1726.0 	1788.8 b	1818.2 
TOTAL,EMP,ED3_4,THS,ES	4508.0 	4385.6 	4253.9 	4060.8 b	3974.3 	4184.0 	4371.4 	4458.9 	4554.2 	4869.8 
TOTAL,EMP,ED3_4,THS,EU15	80121.2 	79607.1 	78757.4 	78401.6 b	76918.7 	76940.9 	77285.5 	77313.8 	77658.2 	79309.7 
TOTAL,EMP,ED3_4,THS,EU27	107558.9 	106623.8 	105458.6 	104870.1 b	103480.3 	103773.2 	104222.7 	104542.8 	106103.7 	108641.9 
TOTAL,EMP,ED3_4,THS,EU28	108581.2 	107606.7 	106435.1 	105851.6 b	104434.4 	104766.2 	105241.6 	105578.5 	107208.5 	109774.5 
TOTAL,EMP,ED3_4,THS,FI	1128.3 	1130.5 	1119.8 	1127.5 b	1149.8 	1165.5 	1144.9 	1138.3 	1144.0 	1185.3 b
TOTAL,EMP,ED3_4,THS,FR	11833.1 	11849.2 	11806.2 	11796.0 b	11456.7 b	11248.8 	11369.1 	11432.5 	11410.8 	11695.6 
TOTAL,EMP,ED3_4,THS,HR	1022.3 	982.9 	976.5 	981.5 b	954.1 	993.0 	1018.9 	1035.8 b	1104.9 	1132.6 
TOTAL,EMP,ED3_4,THS,HU	2748.4 	2689.6 	2585.1 	2549.4 b	2443.9 	2400.4 	2371.3 	2399.8 	2410.2 	2476.9 
TOTAL,EMP,ED3_4,THS,IE	801.2 b	797.6 	755.9 	752.9 b	686.3 	677.6 	681.2 	695.1 	747.7 	834.4 
TOTAL,EMP,ED3_4,THS,IS	70.5 	72.6 	67.7 	66.0 b	63.2 	60.8 	60.9 	55.2 	54.3 	56.7 
TOTAL,EMP,ED3_4,THS,IT	10734.0 	10728.1 	10602.0 	10588.7 b	10430.7 	10589.2 	10614.9 	10512.7 	10448.3 	10449.3 
TOTAL,EMP,ED3_4,THS,LT	703.8 	710.5 	694.6 	703.5 b	710.5 	710.7 	695.8 	694.6 	760.5 	841.2 
TOTAL,EMP,ED3_4,THS,LU	81.9 	81.9 	84.6 b	84.9 b	90.4 	89.1 	86.5 	88.5 	88.0 b	82.3 
TOTAL,EMP,ED3_4,THS,LV	492.1 	492.2 	509.3 	512.1 b	506.3 	498.6 	499.5 	507.2 	545.2 	641.6 
TOTAL,EMP,ED3_4,THS,ME	138.0 	133.0 	136.2 	133.4 b	126.6 	127.8 	126.6 	: 	: 	: 
TOTAL,EMP,ED3_4,THS,MK	410.9 	394.3 	379.1 	376.0 b	374.8 	348.9 	338.6 	342.4 	338.6 	331.3 
TOTAL,EMP,ED3_4,THS,MT	74.8 	69.1 	62.7 	59.2 b	55.7 	51.1 	47.6 b	46.3 	44.1 	39.4 
TOTAL,EMP,ED3_4,THS,NL	3584.5 	3515.3 	3478.0 	3485.5 b	3486.6 b	3487.5 	3467.6 b	3524.6 b	3608.1 	3634.2 
TOTAL,EMP,ED3_4,THS,NO	1053.8 	1052.9 	1072.8 	1084.7 b	1125.6 	1114.4 	1101.1 	1095.0 	1109.0 	1114.9 
TOTAL,EMP,ED3_4,THS,PL	9917.6 	9885.1 	9830.9 	9771.8 b	9744.5 	9906.9 	10049.4 	10085.5 b	10513.3 	10681.9 
TOTAL,EMP,ED3_4,THS,PT	1260.3 	1182.1 	1133.2 	1080.8 b	1010.0 	949.9 	935.2 b	875.7 	827.4 	774.9 
TOTAL,EMP,ED3_4,THS,RO	5186.4 	4984.1 	4896.1 	4848.4 b	5017.5 	5072.6 	5027.5 	5111.6 b	5516.0 	5686.5 
TOTAL,EMP,ED3_4,THS,SE	2295.8 	2272.7 	2276.0 	2277.2 b	2301.0 	2300.4 	2304.2 	2259.4 	2257.8 	2324.2 
TOTAL,EMP,ED3_4,THS,SI	532.8 	517.0 	516.0 	521.2 b	524.0 	545.1 	559.4 	581.5 	597.1 	610.4 
TOTAL,EMP,ED3_4,THS,SK	1783.0 	1795.2 	1759.0 	1725.2 b	1721.3 	1742.0 	1731.4 b	1760.1 	1846.1 	1917.0 
TOTAL,EMP,ED3_4,THS,TR	5751.1 	5494.2 	5351.2 	5166.4 b	5133.4 	4932.0 	4728.7 	4471.2 	4391.3 	4564.2 
TOTAL,EMP,ED3_4,THS,UK	12906.1 	12771.8 	12753.1 	12718.4 b	12515.2 	12583.3 	12555.7 b	12842.3 b	12910.1 	13332.9 b
TOTAL,EMP,ED5-8,THS,AT	1482.8 	1434.2 	1366.9 	1320.2 b	870.6 	834.9 	796.0 	785.0 	773.5 	727.6 
TOTAL,EMP,ED5-8,THS,BE	2154.2 b	2010.9 	1964.8 	1962.8 b	1870.4 	1869.4 	1815.1 b	1819.0 	1730.9 	1682.4 b
TOTAL,EMP,ED5-8,THS,BG	989.6 	979.3 	977.8 	946.3 b	887.4 	837.6 	829.5 b	843.7 b	858.9 	856.9 b
TOTAL,EMP,ED5-8,THS,CH	1873.5 	1800.6 	1711.3 	1636.2 b	1570.1 	1469.0 	1387.8 	1359.6 b	1422.3 	1362.2 
TOTAL,EMP,ED5-8,THS,CY	172.8 	165.9 	160.8 	162.5 b	157.8 	162.2 	158.5 	149.4 	139.8 b	142.2 
TOTAL,EMP,ED5-8,THS,CZ	1290.0 	1238.1 	1183.5 	1143.0 b	1102.2 	1023.9 	963.9 b	899.8 	845.2 	789.4 
TOTAL,EMP,ED5-8,THS,DE	12145.1 	11930.4 	11415.5 	11076.7 b	11615.8 	11413.4 	11091.4 b	10535.7 b	10543.4 	10089.5 
TOTAL,EMP,ED5-8,THS,DK	1004.5 b	976.7 b	966.7 	925.8 b	891.7 	876.4 	852.9 	841.8 	837.0 	830.8 
TOTAL,EMP,ED5-8,THS,EA17	49095.2 	47469.1 	45919.7 	44588.9 b	43425.3 	42438.4 	41317.7 	40170.0 	39687.8 	38851.4 
TOTAL,EMP,ED5-8,THS,EA18	49428.1 	47800.5 	46234.6 	44889.9 b	43739.9 	42738.1 	41598.0 	40434.2 	39956.0 	39133.7 
TOTAL,EMP,ED5-8,THS,EA19	50029.0 	48402.4 	46818.5 	45448.0 b	44269.9 	43251.1 	42104.4 	40931.8 	40438.8 	39628.2 
TOTAL,EMP,ED5-8,THS,EE	267.0 	258.4 	256.6 	247.2 b	242.4 	242.0 	230.1 	219.6 	231.4 	228.8 
TOTAL,EMP,ED5-8,THS,EL	1339.6 	1286.9 	1220.5 	1184.4 b	1173.1 	1161.9 	1199.5 	1213.3 	1205.6 b	1210.8 
TOTAL,EMP,ED5-8,THS,ES	7992.4 	7721.3 	7480.6 	7286.8 b	7065.7 	7026.3 	7057.3 	6950.1 	6827.1 	6932.9 
TOTAL,EMP,ED5-8,THS,EU15	64525.0 	62680.5 	60575.6 	58705.5 b	56975.7 	55447.7 	53714.3 	52172.6 	51101.7 	49900.3 
TOTAL,EMP,ED5-8,THS,EU27	77808.9 	75542.8 	73159.5 	70767.3 b	68496.9 	66495.8 	64299.2 	62290.4 	61011.7 	59339.4 
TOTAL,EMP,ED5-8,THS,EU28	78271.5 	75985.5 	73597.1 	71181.5 b	68867.8 	66844.6 	64644.1 	62657.3 	61359.8 	59669.3 
TOTAL,EMP,ED5-8,THS,FI	1084.5 	1054.0 	1044.9 	1029.4 b	1004.1 	988.1 	982.1 	951.5 	930.7 	922.4 b
TOTAL,EMP,ED5-8,THS,FR	10762.5 	10518.3 	10223.0 	9962.9 b	9439.7 b	9039.3 	8670.0 	8450.4 	8268.3 	7988.5 
TOTAL,EMP,ED5-8,THS,HR	462.6 	442.7 	437.6 	414.2 b	371.0 	348.8 	344.9 	366.9 b	348.1 	329.9 
TOTAL,EMP,ED5-8,THS,HU	1147.7 	1141.0 	1136.0 	1090.7 b	1037.7 	1013.5 	967.2 	905.9 	901.6 	892.2 
TOTAL,EMP,ED5-8,THS,IE	1028.0 b	964.8 	940.6 	879.9 b	882.6 	840.1 	810.1 	798.3 	786.3 	786.6 
TOTAL,EMP,ED5-8,THS,IS	72.7 	67.7 	62.2 	57.9 b	56.0 	53.8 	50.3 	48.5 	48.9 	48.2 
TOTAL,EMP,ED5-8,THS,IT	5159.6 	4848.9 	4726.6 	4537.0 b	4396.3 	4265.2 	4055.2 	3969.6 	3922.8 	3938.2 
TOTAL,EMP,ED5-8,THS,LT	600.9 	601.9 	583.9 	558.1 b	530.0 	512.9 	506.4 	497.7 	482.8 	494.5 
TOTAL,EMP,ED5-8,THS,LU	97.5 	108.3 	109.1 b	119.8 b	104.7 	99.1 	91.1 	82.7 	82.8 b	63.4 
TOTAL,EMP,ED5-8,THS,LV	332.9 	331.4 	314.8 	301.0 b	314.6 	299.7 	280.4 	264.2 	268.1 	282.3 
TOTAL,EMP,ED5-8,THS,ME	69.4 	70.9 	67.6 	67.4 b	62.4 	57.0 	51.6 	: 	: 	: 
TOTAL,EMP,ED5-8,THS,MK	193.3 	189.9 	170.9 	153.6 b	149.4 	156.9 	150.0 	137.0 	127.1 	111.3 
TOTAL,EMP,ED5-8,THS,MT	63.2 	56.2 	53.5 	50.5 b	46.1 	41.8 	37.7 b	34.2 	31.0 	29.6 
TOTAL,EMP,ED5-8,THS,NL	3146.4 	3010.1 	2953.3 	2868.8 b	2808.4 b	2753.9 	2673.2 b	2672.3 b	2754.1 	2702.3 
TOTAL,EMP,ED5-8,THS,NO	1150.3 	1145.7 	1138.7 	1106.8 b	1011.9 	979.6 	940.2 	911.6 	878.4 	868.1 
TOTAL,EMP,ED5-8,THS,PL	5674.7 	5449.4 	5322.8 	5150.1 b	4840.0 	4612.1 	4376.9 	4210.2 b	4048.4 	3692.1 
TOTAL,EMP,ED5-8,THS,PT	1232.5 	1195.8 	1133.3 	1076.3 b	945.1 	926.0 	891.8 b	819.7 	785.3 	761.3 
TOTAL,EMP,ED5-8,THS,RO	1778.1 	1735.9 	1724.3 	1588.6 b	1560.3 	1527.4 	1475.8 	1373.9 b	1428.1 	1386.1 
TOTAL,EMP,ED5-8,THS,SE	2058.6 	1995.6 	1897.7 	1825.8 b	1728.5 	1643.5 	1584.8 	1525.0 	1481.8 	1447.8 
TOTAL,EMP,ED5-8,THS,SI	340.4 	316.2 	308.1 	291.1 b	286.1 	275.8 	265.2 	253.3 	247.1 	238.0 
TOTAL,EMP,ED5-8,THS,SK	626.7 	588.6 	561.6 	532.8 b	516.5 	499.2 	493.3 b	465.8 	427.5 	406.8 
TOTAL,EMP,ED5-8,THS,TR	6421.3 	6066.9 	5616.0 	5089.4 b	4831.0 	4494.3 	4008.5 	3610.5 	3318.4 	3136.3 
TOTAL,EMP,ED5-8,THS,UK	13836.8 	13624.4 	13132.0 	12649.1 b	12179.1 	11710.4 	11143.8 b	10758.1 b	10171.9 	9815.7 b
TOTAL,EMP,NRP,THS,BE	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
TOTAL,EMP,NRP,THS,CH	12.2 	13.7 	9.8 	10.9 b	9.8 	10.9 	16.3 	14.8 b	3.6 u	4.7 u
TOTAL,EMP,NRP,THS,CZ	1.0 u	: c	0.5 u	0.5 bu	0.6 u	0.6 u	0.7 bu	1.1 u	: u	: u
TOTAL,EMP,NRP,THS,DE	74.5 	76.9 	58.9 	45.0 b	116.1 	118.9 	120.8 b	51.9 b	83.2 	99.9 
TOTAL,EMP,NRP,THS,DK	96.9 b	85.5 b	32.9 	49.6 b	86.5 	77.1 	62.2 	61.3 	58.1 	52.9 
TOTAL,EMP,NRP,THS,EA17	398.6 	350.3 	291.2 	267.6 b	328.8 	240.5 	245.8 	175.7 	223.7 	247.2 
TOTAL,EMP,NRP,THS,EA18	399.8 	352.1 	292.4 	268.6 b	329.3 	240.6 	246.1 	176.0 	223.9 	247.3 
TOTAL,EMP,NRP,THS,EA19	399.8 	352.1 	292.4 	268.6 b	329.3 	240.6 	246.1 	176.0 	223.9 	247.3 
TOTAL,EMP,NRP,THS,EE	: 	: 	: 	: bc	: u	: c	: u	: u	: u	: 
TOTAL,EMP,NRP,THS,EU15	562.7 	505.5 	789.7 	731.1 b	809.3 	667.0 	675.6 	523.7 	550.9 	517.5 
TOTAL,EMP,NRP,THS,EU27	564.9 	507.4 	791.4 	732.8 b	810.6 	668.0 	677.0 	525.3 	551.7 	518.1 
TOTAL,EMP,NRP,THS,EU28	564.9 	507.4 	791.4 	732.8 b	817.5 	674.1 	678.5 	525.9 	551.7 	518.1 
TOTAL,EMP,NRP,THS,FI	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,EMP,NRP,THS,FR	77.7 	80.4 	82.9 	72.9 b	20.0 b	: u	: u	: u	: u	: u
TOTAL,EMP,NRP,THS,HR	: 	: 	: 	: 	6.9 u	6.2 u	1.6 u	: bu	: 	: 
TOTAL,EMP,NRP,THS,IE	89.5 b	66.3 	65.5 	65.5 b	48.0 	38.2 	49.4 	60.8 	64.6 	76.5 
TOTAL,EMP,NRP,THS,IS	: 	: 	: u	: bu	: u	0.6 	: u	: u	: u	0.9 
TOTAL,EMP,NRP,THS,LU	49.0 	28.3 	11.1 b	3.0 b	3.3 	3.0 	3.1 	8.5 	4.5 b	: 
TOTAL,EMP,NRP,THS,LV	: u	1.7 u	: u	: bu	: u	: c	: c	: c	: c	: c
TOTAL,EMP,NRP,THS,NL	107.9 	98.3 	72.9 	81.0 b	141.3 b	78.4 	71.5 b	52.8 b	69.8 	70.1 
TOTAL,EMP,NRP,THS,NO	: 	: 	: u	2.5 b	21.3 	19.1 	12.6 	14.8 	14.2 	8.9 
TOTAL,EMP,NRP,THS,SE	12.4 	7.8 	13.7 	5.5 b	3.8 	6.2 	6.8 	7.3 	12.4 	15.6 
TOTAL,EMP,NRP,THS,UK	54.8 	61.9 	451.9 	408.5 b	390.4 	343.5 	361.2 b	279.7 b	257.0 	201.9 b
TOTAL,EMP,TOTAL,THS,AT	4260.4 	4220.2 	4148.3 	4112.7 	4104.7 	4084.5 	4052.4 	4016.7 	3982.2 	3994.1 
TOTAL,EMP,TOTAL,THS,BE	4637.8 b	4586.7 	4551.6 	4543.5 	4530.3 	4523.9 	4509.3 b	4488.7 	4420.7 	4445.9 
TOTAL,EMP,TOTAL,THS,BG	3150.3 	3016.8 	3031.9 	2981.4 	2934.9 	2934.0 	2965.2 b	3075.3 b	3253.6 	3360.7 b
TOTAL,EMP,TOTAL,THS,CH	4636.7 	4604.4 	4538.4 	4469.0 	4393.0 	4351.4 	4298.1 	4207.6 b	4268.0 	4228.8 
TOTAL,EMP,TOTAL,THS,CY	379.6 	363.1 	358.2 	362.7 	365.1 	385.2 	398.2 	395.2 	382.9 b	382.9 
TOTAL,EMP,TOTAL,THS,CZ	5221.6 	5138.6 	5041.9 	4974.3 	4937.1 	4890.0 	4872.7 b	4885.2 	4934.3 	5002.5 
TOTAL,EMP,TOTAL,THS,DE	41663.6 	41267.3 	40210.9 	39871.3 	39531.4 	39126.5 	38787.2 b	37993.4 b	38471.1 	38541.5 
TOTAL,EMP,TOTAL,THS,DK	2816.1 b	2839.7 b	2752.0 	2714.1 	2687.6 	2688.6 	2702.7 	2706.1 	2770.5 	2852.8 
TOTAL,EMP,TOTAL,THS,EA17	146091.2 	143928.0 	141433.9 	139938.6 	138545.3 	139350.7 	140220.0 	140142.5 	141647.5 	144347.2 
TOTAL,EMP,TOTAL,THS,EA18	146986.1 	144821.2 	142330.0 	140823.2 	139439.1 	140226.3 	141081.5 	140993.2 	142556.0 	145402.1 
TOTAL,EMP,TOTAL,THS,EA19	148340.8 	146182.6 	143664.9 	142142.2 	140731.9 	141502.1 	142335.1 	142240.9 	143873.5 	146829.2 
TOTAL,EMP,TOTAL,THS,EE	658.6 	644.6 	640.9 	624.8 	621.3 	614.9 	603.2 	568.0 	593.9 	656.0 
TOTAL,EMP,TOTAL,THS,EL	3752.7 	3673.6 	3610.7 	3536.2 	3513.2 	3695.0 	4054.3 	4389.8 	4556.0 b	4610.5 
TOTAL,EMP,TOTAL,THS,ES	18824.8 	18341.5 	17866.0 	17344.2 	17139.0 	17632.7 	18421.4 	18724.5 	19106.9 	20469.7 
TOTAL,EMP,TOTAL,THS,EU15	181143.9 	178682.3 	175677.2 	173638.0 	171488.3 	171866.2 	172411.2 	172088.0 	173492.8 	176685.8 
TOTAL,EMP,TOTAL,THS,EU27	226028.6 	222712.6 	219350.5 	216831.5 	213960.1 	214290.6 	214633.0 	214474.5 	217249.0 	221175.5 
TOTAL,EMP,TOTAL,THS,EU28	227653.6 	224302.5 	220935.7 	218397.2 	215484.1 	215856.8 	216257.9 	216164.7 	219006.0 	222946.1 
TOTAL,EMP,TOTAL,THS,FI	2473.2 	2448.1 	2436.8 	2447.2 	2456.7 	2483.2 	2473.7 	2447.5 	2457.3 	2530.9 b
TOTAL,EMP,TOTAL,THS,FR	26879.6 	26583.8 	26423.7 	26376.5 b	25785.3 	25804.5 	25759.3 	25730.9 	25674.4 	25926.4 
TOTAL,EMP,TOTAL,THS,HR	1625.1 	1589.9 	1585.3 	1565.7 	1524.0 	1566.1 	1624.9 	1690.2 	1757.0 	1770.5 
TOTAL,EMP,TOTAL,THS,HU	4421.4 	4351.6 	4210.5 	4100.8 	3892.8 	3827.2 	3759.0 	3732.4 	3747.7 	3848.3 
TOTAL,EMP,TOTAL,THS,IE	2194.4 b	2133.1 	2057.5 	1988.7 	1937.6 	1880.3 	1888.4 	1925.6 	2015.2 	2199.0 
TOTAL,EMP,TOTAL,THS,IS	193.9 	190.5 	183.6 	177.6 	173.2 	167.9 	166.0 	165.8 	166.2 	177.1 
TOTAL,EMP,TOTAL,THS,IT	23023.0 	22757.8 	22464.8 	22278.9 	22190.5 	22566.0 	22598.2 	22526.9 	22698.7 	23090.3 
TOTAL,EMP,TOTAL,THS,LT	1354.8 	1361.4 	1334.9 	1319.0 	1292.8 	1275.7 	1253.6 	1247.7 	1317.4 	1427.1 
TOTAL,EMP,TOTAL,THS,LU	271.8 	260.5 	257.5 b	245.6 	238.7 	236.1 	224.8 	220.8 	217.2 b	202.4 
TOTAL,EMP,TOTAL,THS,LV	894.8 	893.3 	896.1 	884.6 	893.9 	875.6 	861.6 	850.7 	908.5 	1054.9 
TOTAL,EMP,TOTAL,THS,ME	229.3 	224.2 	221.7 	216.3 	202.0 	200.5 	195.4 	: 	: 	: 
TOTAL,EMP,TOTAL,THS,MK	740.6 	723.5 	706.0 	690.2 	678.8 	650.5 	645.1 	637.8 	629.9 	609.0 
TOTAL,EMP,TOTAL,THS,MT	220.5 	208.1 	198.3 	190.7 	181.6 	173.2 	166.6 	162.6 	159.5 	158.6 
TOTAL,EMP,TOTAL,THS,NL	8604.8 	8427.1 	8318.7 	8236.1 	8285.2 	8345.1 	8291.4 b	8370.2 b	8596.1 	8592.7 
TOTAL,EMP,TOTAL,THS,NO	2643.9 	2638.2 	2641.0 	2626.6 	2601.6 	2585.4 	2535.5 	2500.8 	2499.5 	2513.7 
TOTAL,EMP,TOTAL,THS,PL	16422.7 	16196.9 	16083.9 	15861.5 	15568.0 	15590.7 	15562.1 	15473.1 b	15868.0 	15799.8 
TOTAL,EMP,TOTAL,THS,PT	4756.6 	4605.2 	4548.7 	4499.5 	4429.4 	4546.9 	4740.1 b	4898.4 	4968.6 	5116.6 
TOTAL,EMP,TOTAL,THS,RO	8670.6 	8448.8 	8535.4 	8613.7 	8549.1 	8605.1 	8528.2 	8712.8 b	9243.5 	9369.1 
TOTAL,EMP,TOTAL,THS,SE	5021.6 	4909.9 	4836.8 	4772.1 	4704.5 	4657.1 	4625.9 	4523.7 	4499.3 	4593.0 
TOTAL,EMP,TOTAL,THS,SI	959.1 	915.0 	917.4 	916.7 	905.9 	923.8 	936.1 	966.0 	980.7 	996.1 
TOTAL,EMP,TOTAL,THS,SK	2530.7 	2492.1 	2424.0 	2363.1 	2329.2 	2329.0 	2315.3 b	2317.5 	2366.3 	2433.7 
TOTAL,EMP,TOTAL,THS,TR	28196.6 	27215.6 	26618.5 	25930.7 b	25519.8 	24819.3 	24099.3 	22592.7 	21270.7 	21193.0 
TOTAL,EMP,TOTAL,THS,UK	31963.4 	31627.7 	31193.2 	30671.3 	29954.1 	29595.9 	29282.1 	29125.0 	29058.7 	29520.2 b
TOTAL,NRP,ED0-2,THS,EA17	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: u
TOTAL,NRP,ED0-2,THS,EA18	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: u
TOTAL,NRP,ED0-2,THS,EA19	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: u
TOTAL,NRP,ED0-2,THS,ES	: u	1.3 u	1.3 u	2.9 bu	1.2 u	2.0 u	1.1 u	3.3 u	5.8 b	6.4 
TOTAL,NRP,ED0-2,THS,EU15	25.0 	25.2 	34.4 	40.1 b	64.7 	58.8 	33.2 	47.4 	42.5 	40.6 
TOTAL,NRP,ED0-2,THS,EU27	25.0 	27.1 	38.0 	49.2 b	64.7 	58.8 	33.2 	47.4 	42.6 	40.8 
TOTAL,NRP,ED0-2,THS,EU28	25.0 	27.1 	38.0 	49.2 b	64.7 	58.8 	33.2 	47.4 	42.6 	40.8 
TOTAL,NRP,ED0-2,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
TOTAL,NRP,ED0-2,THS,FR	0.5 u	: u	: u	0.5 bu	: bu	: 	: 	: 	: 	: 
TOTAL,NRP,ED0-2,THS,HU	: 	: u	3.6 u	9.1 b	: 	: 	: 	: 	: 	: 
TOTAL,NRP,ED0-2,THS,IS	: 	: 	: 	: 	: u	1.0 	0.6 	0.5 	: u	: u
TOTAL,NRP,ED0-2,THS,LU	: u	: u	: bu	: bc	: u	: u	: c	: c	: 	: 
TOTAL,NRP,ED0-2,THS,LV	: 	: 	: c	: bc	: 	: 	: 	: 	: 	: 
TOTAL,NRP,ED0-2,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
TOTAL,NRP,ED0-2,THS,NL	: 	: 	: 	: 	: 	: 	: bc	: bc	: u	: u
TOTAL,NRP,ED0-2,THS,NO	: c	: c	: c	: bc	: c	: c	: c	: 	: 	: c
TOTAL,NRP,ED0-2,THS,SE	: 	: c	: c	: bc	: 	: c	: c	: c	: 	: 
TOTAL,NRP,ED0-2,THS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
TOTAL,NRP,ED0-2,THS,UK	23.5 	23.2 	32.3 	36.5 b	63.0 	56.6 	31.8 b	43.8 b	36.6 	34.1 b
TOTAL,NRP,ED3_4,THS,CZ	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 
TOTAL,NRP,ED3_4,THS,EA17	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: u
TOTAL,NRP,ED3_4,THS,EA18	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: u
TOTAL,NRP,ED3_4,THS,EA19	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: u
TOTAL,NRP,ED3_4,THS,ES	: c	: c	: u	1.2 bu	1.1 u	1.4 u	1.9 u	1.9 u	1.2 bu	2.7 u
TOTAL,NRP,ED3_4,THS,EU15	25.3 	29.5 	44.8 	57.0 b	68.0 	61.5 	26.7 	34.8 	26.4 	25.4 
TOTAL,NRP,ED3_4,THS,EU27	25.3 	31.0 	48.0 	63.4 b	68.2 	61.5 	26.7 	35.2 	26.7 	29.5 
TOTAL,NRP,ED3_4,THS,EU28	25.3 	31.0 	48.0 	63.4 b	68.2 	61.5 	26.7 	35.2 	26.7 	29.5 
TOTAL,NRP,ED3_4,THS,FI	: 	: 	: 	: b	: 	: 	: 	: 	: 	: bc
TOTAL,NRP,ED3_4,THS,FR	: u	: u	: u	0.7 bu	0.7 bu	: 	: 	: 	: 	: 
TOTAL,NRP,ED3_4,THS,HU	: 	: u	3.2 u	6.3 b	: 	: 	: 	: 	: 	: 
TOTAL,NRP,ED3_4,THS,IS	: 	: 	: 	: 	: u	0.9 	: u	: u	: u	: u
TOTAL,NRP,ED3_4,THS,LU	: u	: u	: bu	: bc	: u	: u	: c	: u	: 	: 
TOTAL,NRP,ED3_4,THS,LV	: 	: c	: 	: bc	: u	: 	: 	: 	: 	: 
TOTAL,NRP,ED3_4,THS,NL	: 	: 	: 	: 	: 	: 	: 	: bu	: u	: u
TOTAL,NRP,ED3_4,THS,NO	: u	: c	: u	: bu	0.6 u	: u	: u	: 	: c	: c
TOTAL,NRP,ED3_4,THS,SE	: c	: c	: c	: bc	: c	: c	: 	: c	: c	: 
TOTAL,NRP,ED3_4,THS,SK	: 	: 	: 	: 	: 	: 	: 	: u	: u	4.1 
TOTAL,NRP,ED3_4,THS,UK	24.3 	28.9 	43.2 	55.0 b	65.9 	60.0 	24.8 b	32.3 b	24.9 	22.3 b
TOTAL,NRP,ED5-8,THS,CZ	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NRP,ED5-8,THS,EA17	6.1 u	5.4 u	: u	: bu	7.5 u	: u	: u	: u	: u	: u
TOTAL,NRP,ED5-8,THS,EA18	6.1 u	5.4 u	: u	: bu	7.5 u	: u	: u	: u	: u	: u
TOTAL,NRP,ED5-8,THS,EA19	6.1 u	5.4 u	: u	: bu	7.5 u	: u	: u	: u	: u	: u
TOTAL,NRP,ED5-8,THS,ES	5.7 	4.8 u	3.0 u	3.3 bu	6.9 	4.9 u	4.8 u	4.0 u	3.7 bu	3.1 u
TOTAL,NRP,ED5-8,THS,EU15	16.2 	13.6 	10.4 	15.4 b	20.7 	21.2 	12.8 	12.7 	7.8 u	7.8 u
TOTAL,NRP,ED5-8,THS,EU27	16.3 	13.8 u	10.5 u	15.6 b	20.7 	21.2 	12.8 u	12.7 u	7.8 u	7.9 u
TOTAL,NRP,ED5-8,THS,EU28	16.3 	13.8 u	10.5 u	15.6 b	20.7 	21.2 	12.8 u	12.7 u	7.8 u	7.9 u
TOTAL,NRP,ED5-8,THS,FR	: u	: c	: c	0.7 bu	: bc	: 	: 	: 	: 	: 
TOTAL,NRP,ED5-8,THS,HU	: 	: c	: c	: bu	: 	: 	: 	: 	: 	: 
TOTAL,NRP,ED5-8,THS,IS	: 	: 	: 	: 	: u	0.9 	: u	: u	: u	: u
TOTAL,NRP,ED5-8,THS,LU	: u	: u	: bu	: bc	: u	: c	: c	: u	: 	: 
TOTAL,NRP,ED5-8,THS,NL	: 	: 	: 	: 	: 	: 	: bu	: bu	: u	: u
TOTAL,NRP,ED5-8,THS,NO	: c	: c	: u	: bu	: c	: c	: c	: 	: c	: u
TOTAL,NRP,ED5-8,THS,SE	: c	: 	: c	: bc	: c	: c	: 	: c	: c	: c
TOTAL,NRP,ED5-8,THS,SK	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c
TOTAL,NRP,ED5-8,THS,UK	10.0 	8.1 u	6.9 u	11.2 b	13.2 	16.3 	7.8 bu	8.2 bu	: u	4.3 bu
TOTAL,NRP,NRP,THS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c
TOTAL,NRP,NRP,THS,DK	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 
