worktime,wstatus,sex,nace_r2,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
TOTAL,EMP,T,N79,THS,EA17	452.4 	431.9 	430.4 	422.0 	418.3 	411.7 	384.7 	396.3 	404.0 	420.2 b
TOTAL,EMP,T,N79,THS,EA18	455.2 	433.4 	432.9 	424.9 	421.0 	414.4 	386.1 	398.3 	406.4 	422.8 b
TOTAL,EMP,T,N79,THS,EA19	457.5 	436.2 	436.5 	427.5 	423.0 	416.1 	388.6 	401.8 	409.7 	424.9 b
TOTAL,EMP,T,N79,THS,EE	1.4 u	1.4 u	1.8 u	1.4 u	2.4 u	2.1 u	: u	: u	: u	2.9 bu
TOTAL,EMP,T,N79,THS,EL	20.1 	20.9 	19.0 	21.3 	13.3 	11.9 	12.2 	14.0 	15.5 b	18.3 b
TOTAL,EMP,T,N79,THS,ES	65.5 	65.1 	74.7 	62.1 	55.7 	54.4 	53.7 	55.7 	57.1 	64.8 b
TOTAL,EMP,T,N79,THS,EU15	583.4 	549.9 	547.0 	528.4 	537.0 	529.6 	488.8 	520.6 	531.4 	538.2 b
TOTAL,EMP,T,N79,THS,EU27	667.5 	631.0 	625.7 	616.7 	615.7 	599.4 	563.1 	597.4 	604.5 	608.3 b
TOTAL,EMP,T,N79,THS,EU28	673.7 	640.1 	630.7 	621.9 	617.1 	600.9 	565.4 	601.6 	608.4 	613.1 b
TOTAL,EMP,T,N79,THS,FI	5.8 	5.7 	5.7 	4.6 	5.0 	4.0 	4.3 	4.8 	5.5 	5.7 b
TOTAL,EMP,T,N79,THS,FR	54.1 	50.4 	45.2 	50.4 b	51.1 	61.6 	44.3 	44.8 	49.9 	44.7 b
TOTAL,EMP,T,N79,THS,HR	6.2 u	9.2 u	5.0 u	5.2 u	1.4 u	1.5 u	2.3 u	4.3 u	3.9 u	4.8 bu
TOTAL,EMP,T,N79,THS,HU	8.6 	7.0 	7.7 	10.4 	7.4 	6.2 	7.8 	7.6 	5.8 	6.3 b
TOTAL,EMP,T,N79,THS,IE	8.0 b	5.9 	7.3 	8.0 	7.1 	7.7 	7.3 	7.5 	7.6 	7.3 b
TOTAL,EMP,T,N79,THS,IS	3.5 	2.6 	1.8 	1.9 	1.2 	1.3 	1.0 	0.8 	0.8 	0.8 b
TOTAL,EMP,T,N79,THS,IT	66.1 	59.4 	60.7 	56.2 	59.3 	63.0 	66.5 	63.9 	58.4 	65.3 b
TOTAL,EMP,T,N79,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
TOTAL,EMP,T,N79,THS,LU	: u	: u	0.6 bu	0.6 u	0.8 u	0.5 u	0.7 u	0.6 u	: bu	0.6 bu
TOTAL,EMP,T,N79,THS,LV	2.8 	1.5 u	2.4 	2.8 	2.6 u	2.7 	: u	: u	2.4 u	2.6 b
TOTAL,EMP,T,N79,THS,ME	1.2 u	2.0 	2.1 	2.4 	: u	: u	: u	: 	: 	: 
TOTAL,EMP,T,N79,THS,MK	1.5 	1.1 u	1.7 	2.1 	1.4 	0.9 u	0.8 u	: 	: 	: 
TOTAL,EMP,T,N79,THS,MT	1.1 	1.1 	1.4 	1.3 	0.9 	0.8 u	1.1 	1.1 	0.9 	0.9 b
TOTAL,EMP,T,N79,THS,NL	20.0 	19.2 	21.1 	18.8 	19.2 b	22.5 	20.1 b	20.8 b	22.4 	23.9 b
TOTAL,EMP,T,N79,THS,NO	7.1 	6.7 	6.3 	5.6 	6.2 	6.9 	5.0 	7.0 	9.9 	9.0 b
TOTAL,EMP,T,N79,THS,PL	21.9 	24.3 	20.6 	24.5 	20.8 	23.1 	24.8 	22.3 b	17.9 	16.0 b
TOTAL,EMP,T,N79,THS,PT	11.8 	11.5 	14.7 	13.7 	10.0 	8.6 	8.8 b	13.5 	10.7 	8.5 b
TOTAL,EMP,T,N79,THS,RO	16.3 	14.5 	13.8 	14.7 	10.4 u	: u	9.5 u	10.6 bu	9.9 u	7.2 bu
TOTAL,EMP,T,N79,THS,SE	11.5 	10.2 	10.1 	11.9 	13.9 	13.8 	11.8 	11.8 	13.8 	14.5 b
TOTAL,EMP,T,N79,THS,SI	3.0 u	2.8 u	1.8 u	3.7 u	4.1 	2.7 u	2.2 u	2.2 u	2.5 u	2.2 bu
TOTAL,EMP,T,N79,THS,SK	4.1 	3.3 	4.1 	2.9 u	3.6 	4.4 	4.4 b	5.6 	5.9 b	5.7 b
TOTAL,EMP,T,N79,THS,TR	44.1 	51.4 	50.3 	46.9 b	36.3 	33.3 	32.7 	28.3 	33.0 	: 
TOTAL,EMP,T,N79,THS,UK	124.3 	110.3 	108.6 	98.2 	110.7 	109.5 	95.6 	116.8 	119.6 	110.8 b
TOTAL,EMP,T,TOTAL,THS,AT	4260.4 	4220.2 	4148.3 	4112.7 	4104.7 	4084.5 	4052.4 	4016.7 	3982.2 	3994.1 
TOTAL,EMP,T,TOTAL,THS,BE	4637.8 b	4586.7 	4551.6 	4543.5 	4530.3 	4523.9 	4509.3 b	4488.7 	4420.7 	4445.9 
TOTAL,EMP,T,TOTAL,THS,BG	3150.3 	3016.8 	3031.9 	2981.4 	2934.9 	2934.0 	2965.2 b	3075.3 b	3253.6 	3360.7 b
TOTAL,EMP,T,TOTAL,THS,CH	4636.7 	4604.4 	4538.4 	4469.0 	4393.0 	4351.4 	4298.1 	4207.6 b	4268.0 	4228.8 
TOTAL,EMP,T,TOTAL,THS,CY	379.6 	363.1 	358.2 	362.7 	365.1 	385.2 	398.2 	395.2 	382.9 b	382.9 
TOTAL,EMP,T,TOTAL,THS,CZ	5221.6 	5138.6 	5041.9 	4974.3 	4937.1 	4890.0 	4872.7 b	4885.2 	4934.3 	5002.5 
TOTAL,EMP,T,TOTAL,THS,DE	41663.6 	41267.3 	40210.9 	39871.3 	39531.4 	39126.5 	38787.2 b	37993.4 b	38471.1 	38541.5 
TOTAL,EMP,T,TOTAL,THS,DK	2816.1 b	2839.7 b	2752.0 	2714.1 	2687.6 	2688.6 	2702.7 	2706.1 	2770.5 	2852.8 
TOTAL,EMP,T,TOTAL,THS,EA17	146091.2 	143928.0 	141433.9 	139938.6 	138545.3 	139350.7 	140220.0 	140142.5 	141647.5 	144347.2 
TOTAL,EMP,T,TOTAL,THS,EA18	146986.1 	144821.2 	142330.0 	140823.2 	139439.1 	140226.3 	141081.5 	140993.2 	142556.0 	145402.1 
TOTAL,EMP,T,TOTAL,THS,EA19	148340.8 	146182.6 	143664.9 	142142.2 	140731.9 	141502.1 	142335.1 	142240.9 	143873.5 	146829.2 
TOTAL,EMP,T,TOTAL,THS,EE	658.6 	644.6 	640.9 	624.8 	621.3 	614.9 	603.2 	568.0 	593.9 	656.0 
TOTAL,EMP,T,TOTAL,THS,EL	3752.7 	3673.6 	3610.7 	3536.2 	3513.2 	3695.0 	4054.3 	4389.8 	4556.0 b	4610.5 
TOTAL,EMP,T,TOTAL,THS,ES	18824.8 	18341.5 	17866.0 	17344.2 	17139.0 	17632.7 	18421.4 	18724.5 	19106.9 	20469.7 
TOTAL,EMP,T,TOTAL,THS,EU15	181143.9 	178682.3 	175677.2 	173638.0 	171488.3 	171866.2 	172411.2 	172088.0 	173492.8 	176685.8 
TOTAL,EMP,T,TOTAL,THS,EU27	226028.6 	222712.6 	219350.5 	216831.5 	213960.1 	214290.6 	214633.0 	214474.5 	217249.0 	221175.5 
TOTAL,EMP,T,TOTAL,THS,EU28	227653.6 	224302.5 	220935.7 	218397.2 	215484.1 	215856.8 	216257.9 	216164.7 	219006.0 	222946.1 
TOTAL,EMP,T,TOTAL,THS,FI	2473.2 	2448.1 	2436.8 	2447.2 	2456.7 	2483.2 	2473.7 	2447.5 	2457.3 	2530.9 b
TOTAL,EMP,T,TOTAL,THS,FR	26879.6 	26583.8 	26423.7 	26376.5 b	25785.3 	25804.5 	25759.3 	25730.9 	25674.4 	25926.4 
TOTAL,EMP,T,TOTAL,THS,HR	1625.1 	1589.9 	1585.3 	1565.7 	1524.0 	1566.1 	1624.9 	1690.2 	1757.0 	1770.5 
TOTAL,EMP,T,TOTAL,THS,HU	4421.4 	4351.6 	4210.5 	4100.8 	3892.8 	3827.2 	3759.0 	3732.4 	3747.7 	3848.3 
TOTAL,EMP,T,TOTAL,THS,IE	2194.4 b	2133.1 	2057.5 	1988.7 	1937.6 	1880.3 	1888.4 	1925.6 	2015.2 	2199.0 
TOTAL,EMP,T,TOTAL,THS,IS	193.9 	190.5 	183.6 	177.6 	173.2 	167.9 	166.0 	165.8 	166.2 	177.1 
TOTAL,EMP,T,TOTAL,THS,IT	23023.0 	22757.8 	22464.8 	22278.9 	22190.5 	22566.0 	22598.2 	22526.9 	22698.7 	23090.3 
TOTAL,EMP,T,TOTAL,THS,LT	1354.8 	1361.4 	1334.9 	1319.0 	1292.8 	1275.7 	1253.6 	1247.7 	1317.4 	1427.1 
TOTAL,EMP,T,TOTAL,THS,LU	271.8 	260.5 	257.5 b	245.6 	238.7 	236.1 	224.8 	220.8 	217.2 b	202.4 
TOTAL,EMP,T,TOTAL,THS,LV	894.8 	893.3 	896.1 	884.6 	893.9 	875.6 	861.6 	850.7 	908.5 	1054.9 
TOTAL,EMP,T,TOTAL,THS,ME	229.3 	224.2 	221.7 	216.3 	202.0 	200.5 	195.4 	: 	: 	: 
TOTAL,EMP,T,TOTAL,THS,MK	740.6 	723.5 	706.0 	690.2 	678.8 	650.5 	645.1 	637.8 	629.9 	609.0 
TOTAL,EMP,T,TOTAL,THS,MT	220.5 	208.1 	198.3 	190.7 	181.6 	173.2 	166.6 	162.6 	159.5 	158.6 
TOTAL,EMP,T,TOTAL,THS,NL	8604.8 	8427.1 	8318.7 	8236.1 	8285.2 	8345.1 	8291.4 b	8370.2 b	8596.1 	8592.7 
TOTAL,EMP,T,TOTAL,THS,NO	2643.9 	2638.2 	2641.0 	2626.6 	2601.6 	2585.4 	2535.5 	2500.8 	2499.5 	2513.7 
TOTAL,EMP,T,TOTAL,THS,PL	16422.7 	16196.9 	16083.9 	15861.5 	15568.0 	15590.7 	15562.1 	15473.1 b	15868.0 	15799.8 
TOTAL,EMP,T,TOTAL,THS,PT	4756.6 	4605.2 	4548.7 	4499.5 	4429.4 	4546.9 	4740.1 b	4898.4 	4968.6 	5116.6 
TOTAL,EMP,T,TOTAL,THS,RO	8670.6 	8448.8 	8535.4 	8613.7 	8549.1 	8605.1 	8528.2 	8712.8 b	9243.5 	9369.1 
TOTAL,EMP,T,TOTAL,THS,SE	5021.6 	4909.9 	4836.8 	4772.1 	4704.5 	4657.1 	4625.9 	4523.7 	4499.3 	4593.0 
TOTAL,EMP,T,TOTAL,THS,SI	959.1 	915.0 	917.4 	916.7 	905.9 	923.8 	936.1 	966.0 	980.7 	996.1 
TOTAL,EMP,T,TOTAL,THS,SK	2530.7 	2492.1 	2424.0 	2363.1 	2329.2 	2329.0 	2315.3 b	2317.5 	2366.3 	2433.7 
TOTAL,EMP,T,TOTAL,THS,TR	28196.6 	27215.6 	26618.5 	25930.7 b	25519.8 	24819.3 	24099.3 	22592.7 	21270.7 	21193.0 
TOTAL,EMP,T,TOTAL,THS,UK	31963.4 	31627.7 	31193.2 	30671.3 	29954.1 	29595.9 	29282.1 	29125.0 	29058.7 	29520.2 b
TOTAL,SAL,F,H51,THS,AT	5.2 u	5.4 u	4.0 u	: u	3.5 u	4.8 u	5.3 u	4.3 u	5.8 u	3.1 bu
TOTAL,SAL,F,H51,THS,BE	3.5 bu	3.2 u	2.9 u	2.9 u	3.3 u	4.0 u	3.2 bu	3.5 u	3.3 u	4.0 bu
TOTAL,SAL,F,H51,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
TOTAL,SAL,F,H51,THS,CH	4.2 u	5.6 	3.2 u	3.5 u	3.4 u	4.3 u	4.2 u	5.5 b	4.2 u	2.6 bu
TOTAL,SAL,F,H51,THS,CY	: u	: u	: u	0.7 u	0.6 u	: u	0.7 u	0.6 u	0.8 bu	1.1 bu
TOTAL,SAL,F,H51,THS,CZ	2.4 u	2.3 u	1.6 u	1.8 u	2.4 u	2.1 u	3.3 b	3.2 	2.3 u	3.3 b
TOTAL,SAL,F,H51,THS,DE	38.2 	36.3 	35.3 	36.5 	40.3 	43.9 	41.9 b	42.6 b	40.9 	36.3 b
TOTAL,SAL,F,H51,THS,DK	: bu	: bu	: u	2.8 u	: u	2.4 u	2.4 u	: u	: u	2.2 bu
TOTAL,SAL,F,H51,THS,EA17	125.2 	119.7 	132.9 	134.3 	124.2 	133.6 	144.9 	147.9 	140.8 	146.5 b
TOTAL,SAL,F,H51,THS,EA18	126.1 	120.8 	133.7 	134.8 	124.5 	134.5 	146.2 	148.9 	141.5 	147.1 b
TOTAL,SAL,F,H51,THS,EA19	126.6 	121.1 	133.9 	135.0 	124.7 	134.6 	146.3 	149.0 	141.8 	147.4 b
TOTAL,SAL,F,H51,THS,EE	: u	: u	: u	: u	: u	: c	: c	: u	: u	: bu
TOTAL,SAL,F,H51,THS,EL	3.9 	3.7 	3.6 	2.9 u	2.4 u	3.2 u	3.2 u	2.4 u	2.5 bu	2.9 bu
TOTAL,SAL,F,H51,THS,ES	16.4 	15.5 	17.6 	18.4 	15.8 	16.4 	20.4 	24.0 	23.6 b	21.8 b
TOTAL,SAL,F,H51,THS,EU15	155.7 	151.7 	162.6 	164.8 	147.9 	161.8 	173.5 	175.2 	168.7 	172.5 b
TOTAL,SAL,F,H51,THS,EU27	171.8 	166.6 	177.9 	180.6 	161.2 	176.4 	186.8 	190.5 	183.7 	189.1 b
TOTAL,SAL,F,H51,THS,EU28	172.6 	166.6 	177.9 	181.2 	161.7 	176.4 	186.8 	190.5 	183.7 	189.6 b
TOTAL,SAL,F,H51,THS,FI	2.7 u	2.4 u	3.1 u	2.6 u	2.4 u	3.0 u	3.0 u	2.4 u	3.1 u	4.0 b
TOTAL,SAL,F,H51,THS,FR	26.4 	23.5 	36.1 	34.4 b	24.7 	29.3 	38.7 	36.3 	23.7 	36.1 b
TOTAL,SAL,F,H51,THS,HR	: c	: 	: 	: bu	: c	: 	: 	: 	: 	: bu
TOTAL,SAL,F,H51,THS,HU	: u	: u	2.9 u	: u	: u	: u	: u	2.7 u	: u	: bu
TOTAL,SAL,F,H51,THS,IE	2.7 bu	3.1 	4.0 	3.7 	3.6 	4.0 	3.8 	4.2 	3.5 	3.4 b
TOTAL,SAL,F,H51,THS,IS	1.6 	1.4 	1.0 	0.6 	0.7 	0.8 	1.0 	0.9 	0.7 	0.7 b
TOTAL,SAL,F,H51,THS,IT	9.4 	8.1 	8.8 	13.2 	12.1 	10.6 	9.3 	9.4 	11.3 	12.8 b
TOTAL,SAL,F,H51,THS,LT	: u	: u	: u	: c	: c	: c	: c	: c	: u	: bu
TOTAL,SAL,F,H51,THS,LU	0.5 u	0.5 u	: bu	: u	0.8 u	0.6 u	0.8 u	0.5 u	: bu	1.0 bu
TOTAL,SAL,F,H51,THS,LV	: u	: u	: u	: u	: c	: u	: u	: u	: u	: bu
TOTAL,SAL,F,H51,THS,ME	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
TOTAL,SAL,F,H51,THS,MK	: 	: c	: c	: c	: c	: 	: c	: 	: 	: 
TOTAL,SAL,F,H51,THS,MT	0.6 u	0.5 u	0.5 u	0.6 u	0.4 u	: u	: u	0.4 u	: u	: bu
TOTAL,SAL,F,H51,THS,NL	8.6 	8.8 	9.9 	10.9 	10.1 b	10.3 	11.6 b	13.0 b	13.8 	13.3 b
TOTAL,SAL,F,H51,THS,NO	1.8 	2.4 	2.5 	1.9 	3.2 	3.5 	3.1 	3.3 	3.5 	3.7 b
TOTAL,SAL,F,H51,THS,PL	5.5 u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
TOTAL,SAL,F,H51,THS,PT	5.9 	6.8 	4.5 	: u	: u	: u	: bu	: u	6.0 	: bu
TOTAL,SAL,F,H51,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
TOTAL,SAL,F,H51,THS,SE	3.4 	3.1 	2.6 	2.7 	2.9 	2.6 	2.5 	3.5 	3.4 u	3.5 b
TOTAL,SAL,F,H51,THS,SI	: u	0.5 u	: u	: c	: u	: u	: u	: u	0.6 u	: bu
TOTAL,SAL,F,H51,THS,SK	: c	: u	: u	: u	: u	: c	: bu	: u	: bu	: bu
TOTAL,SAL,F,H51,THS,TR	13.8 	15.7 	11.9 	8.6 b	10.4 	6.3 	6.6 	7.0 	11.0 	: 
TOTAL,SAL,F,H51,THS,UK	27.2 	30.1 	28.0 	27.9 	21.3 	24.7 	25.8 	24.4 	26.5 	23.7 b
TOTAL,SAL,F,I,THS,AT	142.1 	138.6 	130.6 	125.0 	128.1 	134.5 	132.0 	133.0 	137.9 	132.8 b
TOTAL,SAL,F,I,THS,BE	55.9 b	53.4 	47.7 	52.4 	50.4 	46.9 	50.5 b	45.8 	45.1 	51.6 b
TOTAL,SAL,F,I,THS,BG	93.6 	88.1 	88.5 	86.5 	84.3 	88.7 	91.1 b	93.4 b	101.2 	100.0 b
TOTAL,SAL,F,I,THS,CH	87.7 	88.6 	92.5 	90.2 	92.3 	88.5 	91.3 	91.8 b	81.9 	74.6 b
TOTAL,SAL,F,I,THS,CY	15.7 	15.2 	13.0 	13.0 	13.7 	13.0 	12.4 	13.3 	12.5 b	11.4 b
TOTAL,SAL,F,I,THS,CZ	82.0 	86.1 	97.0 	102.4 	92.3 	89.4 	89.5 b	93.2 	91.7 	83.4 b
TOTAL,SAL,F,I,THS,DE	795.1 	793.3 	794.5 	776.7 	778.6 	777.0 	761.5 b	729.0 b	758.0 	721.5 b
TOTAL,SAL,F,I,THS,DK	57.9 b	59.4 b	61.2 	51.2 	49.1 	48.0 	47.6 	45.8 	44.3 	41.8 b
TOTAL,SAL,F,I,THS,EA17	3410.1 	3310.6 	3140.6 	3015.6 	2980.7 	3003.2 	3031.7 	2962.4 	2999.6 	2984.7 b
TOTAL,SAL,F,I,THS,EA18	3430.4 	3331.5 	3160.4 	3035.7 	2999.5 	3021.6 	3050.5 	2982.5 	3017.7 	3007.8 b
TOTAL,SAL,F,I,THS,EA19	3453.6 	3358.3 	3185.2 	3061.8 	3024.1 	3045.4 	3075.7 	3006.8 	3043.9 	3036.7 b
TOTAL,SAL,F,I,THS,EE	17.5 	19.9 	20.2 	18.2 	16.4 	13.4 	13.5 	13.4 	13.3 	17.5 b
TOTAL,SAL,F,I,THS,EL	110.2 	107.9 	100.4 	95.5 	72.6 	74.7 	85.0 	93.3 	99.5 b	93.6 b
TOTAL,SAL,F,I,THS,ES	739.1 	693.5 	627.2 	582.5 	565.5 	563.4 	622.1 	603.9 	630.7 b	657.9 b
TOTAL,SAL,F,I,THS,EU15	4287.8 	4154.2 	3943.3 	3793.3 	3718.2 	3757.7 	3765.4 	3665.3 	3686.2 	3614.4 b
TOTAL,SAL,F,I,THS,EU27	5083.9 	4935.2 	4704.7 	4559.1 	4441.2 	4480.5 	4481.9 	4377.2 	4408.6 	4336.8 b
TOTAL,SAL,F,I,THS,EU28	5145.6 	4998.7 	4758.1 	4608.2 	4486.2 	4519.7 	4521.6 	4425.7 	4455.8 	4382.7 b
TOTAL,SAL,F,I,THS,FI	54.6 	52.2 	55.2 	52.8 	55.3 	56.6 	53.3 	52.5 	57.1 	60.2 b
TOTAL,SAL,F,I,THS,FR	431.0 	433.4 	411.8 	395.5 b	399.0 	410.2 	415.0 	393.1 	367.6 	353.3 b
TOTAL,SAL,F,I,THS,HR	61.7 	63.5 	53.4 	49.0 b	45.0 	39.3 	39.7 	48.5 	47.2 	45.8 b
TOTAL,SAL,F,I,THS,HU	99.9 	95.7 	97.1 	92.0 	85.0 	87.2 	85.6 	77.4 	77.9 	82.6 b
TOTAL,SAL,F,I,THS,IE	82.1 b	74.9 	69.6 	65.3 	61.4 	55.7 	54.3 	61.7 	62.0 	66.8 b
TOTAL,SAL,F,I,THS,IS	5.2 	6.1 	6.0 	5.6 	5.6 	4.6 	5.0 	3.8 	3.7 	3.3 b
TOTAL,SAL,F,I,THS,IT	557.3 	538.5 	498.4 	475.4 	471.3 	484.2 	447.0 	439.8 	433.2 	421.0 b
TOTAL,SAL,F,I,THS,LT	23.1 	26.8 	24.8 	26.2 	24.6 	23.8 	25.2 	24.2 	26.2 	29.0 b
TOTAL,SAL,F,I,THS,LU	3.5 	4.0 	3.5 b	3.2 	3.2 	3.4 	3.3 	2.3 	2.9 b	3.2 b
TOTAL,SAL,F,I,THS,LV	20.3 	21.0 	19.8 	20.1 	18.9 	18.4 	18.7 	20.1 	18.1 	23.1 b
TOTAL,SAL,F,I,THS,ME	6.4 	6.6 	6.9 	7.8 	6.2 	5.0 	5.4 	: 	: 	: 
TOTAL,SAL,F,I,THS,MK	8.5 	7.6 	8.8 	7.7 	6.3 	8.3 	6.6 	: 	: 	: 
TOTAL,SAL,F,I,THS,MT	6.7 	6.2 	4.9 	5.5 	5.5 	5.1 	4.2 	3.9 	4.3 	5.0 b
TOTAL,SAL,F,I,THS,NL	161.3 	163.2 	155.5 	139.4 	140.0 b	155.3 	155.5 b	155.1 b	156.9 	159.5 b
TOTAL,SAL,F,I,THS,NO	39.2 	38.7 	42.1 	43.5 	39.2 	39.7 	39.1 	39.9 	41.9 	42.9 b
TOTAL,SAL,F,I,THS,PL	231.8 	217.5 	202.1 	203.3 	193.9 	204.0 	198.7 	200.1 b	197.4 	188.5 b
TOTAL,SAL,F,I,THS,PT	154.2 	132.0 	122.7 	127.7 	134.7 	131.3 	142.6 b	142.6 	141.3 	145.3 b
TOTAL,SAL,F,I,THS,RO	121.4 	120.1 	108.8 	111.0 	103.5 	101.2 	97.8 	93.2 b	102.5 	97.7 b
TOTAL,SAL,F,I,THS,SE	84.7 	81.6 	77.6 	76.1 	76.7 	75.3 	71.5 	72.0 	70.0 	75.9 b
TOTAL,SAL,F,I,THS,SI	26.6 	22.8 	23.5 	22.5 	21.7 	21.8 	24.2 	23.3 	20.6 	23.4 b
TOTAL,SAL,F,I,THS,SK	57.3 	61.6 	61.8 	65.1 	63.3 	56.7 	55.5 b	56.4 	56.8 b	60.8 b
TOTAL,SAL,F,I,THS,TR	306.8 	276.0 	262.2 	218.9 b	232.2 	189.0 	155.7 	125.3 	125.6 	: 
TOTAL,SAL,F,I,THS,UK	859.0 	828.3 	787.4 	774.7 	732.3 	741.2 	724.4 	695.3 	679.7 	630.0 b
TOTAL,SAL,F,I55,THS,AT	54.1 	53.2 	49.6 	45.0 	45.0 	50.8 	49.8 	50.5 	54.7 	52.3 b
TOTAL,SAL,F,I55,THS,BE	14.7 b	14.6 	12.2 	12.6 	14.6 	11.5 	11.8 b	11.3 	11.6 	11.7 b
TOTAL,SAL,F,I55,THS,BG	26.7 	24.7 	23.9 	24.1 	23.0 	24.2 	24.5 b	25.0 b	26.5 	25.1 b
TOTAL,SAL,F,I55,THS,CH	28.5 	25.9 	23.3 	28.3 	31.2 	29.9 	30.5 	33.4 b	30.4 	25.0 b
TOTAL,SAL,F,I55,THS,CY	7.3 	7.4 	6.0 	5.9 	6.4 	6.0 	5.3 	6.4 	6.2 b	6.1 b
TOTAL,SAL,F,I55,THS,CZ	28.2 	25.8 	27.5 	27.1 	25.3 	25.4 	25.7 b	24.9 	26.1 	23.1 b
TOTAL,SAL,F,I55,THS,DE	308.1 	304.7 	291.5 	293.6 	301.7 	272.9 	272.6 b	264.7 b	265.8 	240.7 b
TOTAL,SAL,F,I55,THS,DK	13.2 b	14.1 b	14.9 	11.6 	10.3 	13.8 	11.7 	11.1 	11.8 	12.0 b
TOTAL,SAL,F,I55,THS,EA17	1044.9 	1012.3 	927.6 	899.6 	908.0 	899.3 	930.7 	885.7 	884.5 	863.8 b
TOTAL,SAL,F,I55,THS,EA18	1047.4 	1015.8 	932.1 	903.7 	910.9 	901.4 	934.0 	889.1 	888.2 	867.9 b
TOTAL,SAL,F,I55,THS,EA19	1050.9 	1021.3 	936.3 	909.3 	915.6 	904.4 	936.7 	892.0 	891.3 	872.4 b
TOTAL,SAL,F,I55,THS,EE	5.3 	6.9 	5.8 	5.0 	4.9 	4.0 	4.0 	4.2 	4.2 	6.0 b
TOTAL,SAL,F,I55,THS,EL	37.6 	31.4 	31.0 	32.3 	25.2 	26.0 	28.3 	29.4 	30.3 b	31.8 b
TOTAL,SAL,F,I55,THS,ES	222.6 	207.7 	179.3 	177.6 	171.2 	167.2 	198.5 	175.5 	173.2 b	170.0 b
TOTAL,SAL,F,I55,THS,EU15	1246.0 	1198.3 	1106.8 	1074.0 	1073.4 	1070.3 	1102.0 	1043.2 	1051.4 	1014.3 b
TOTAL,SAL,F,I55,THS,EU27	1476.5 	1424.1 	1321.7 	1297.8 	1288.7 	1281.8 	1299.8 	1232.9 	1248.8 	1217.0 b
TOTAL,SAL,F,I55,THS,EU28	1499.5 	1447.0 	1343.3 	1320.0 	1304.8 	1298.8 	1315.9 	1246.7 	1264.0 	1234.5 b
TOTAL,SAL,F,I55,THS,FI	8.8 	9.2 	9.3 	8.0 	8.8 	8.8 	10.0 	10.2 	10.3 	10.3 b
TOTAL,SAL,F,I55,THS,FR	139.6 	133.8 	114.5 	107.7 b	120.3 	133.5 	132.6 	126.3 	112.5 	105.9 b
TOTAL,SAL,F,I55,THS,HR	23.0 	22.9 	21.6 	22.2 b	16.1 	17.0 	16.1 	13.8 	15.2 	17.4 b
TOTAL,SAL,F,I55,THS,HU	24.5 	24.1 	23.0 	23.8 	24.4 	25.2 	23.7 	16.1 	17.8 	19.3 b
TOTAL,SAL,F,I55,THS,IE	28.8 b	30.0 	27.8 	25.4 	23.7 	22.9 	20.8 	23.5 	23.0 	24.6 b
TOTAL,SAL,F,I55,THS,IS	1.9 	1.9 	2.0 	1.9 	1.6 	1.5 	1.6 	0.9 	1.1 	1.0 b
TOTAL,SAL,F,I55,THS,IT	116.0 	119.8 	106.8 	93.5 	95.9 	99.3 	95.1 	88.0 	97.4 	100.5 b
TOTAL,SAL,F,I55,THS,LT	: u	5.5 u	: u	5.7 u	4.8 u	: u	: u	: u	: u	: bu
TOTAL,SAL,F,I55,THS,LU	0.6 u	0.9 u	0.8 bu	0.9 u	0.9 u	0.9 u	0.9 u	0.9 u	0.8 bu	0.9 bu
TOTAL,SAL,F,I55,THS,LV	2.5 	3.5 	4.5 	4.1 	2.9 	2.1 u	3.3 	3.4 u	3.8 	4.1 b
TOTAL,SAL,F,I55,THS,ME	3.5 	4.0 	4.1 	4.5 	3.5 	1.9 u	2.4 	: 	: 	: 
TOTAL,SAL,F,I55,THS,MK	1.8 	1.8 	2.3 	2.5 	2.1 	2.1 	2.5 	: 	: 	: 
TOTAL,SAL,F,I55,THS,MT	4.1 	3.4 	2.8 	3.4 	3.4 	3.0 	3.0 	2.5 	2.8 	3.7 b
TOTAL,SAL,F,I55,THS,NL	35.3 	35.6 	31.5 	28.9 	26.5 b	36.7 	37.7 b	38.5 b	39.2 	40.6 b
TOTAL,SAL,F,I55,THS,NO	9.9 	10.6 	12.8 	13.4 	11.4 	14.1 	14.3 	15.9 	15.8 	16.5 b
TOTAL,SAL,F,I55,THS,PL	75.1 	72.8 	63.7 	63.3 	62.3 	66.8 	57.0 	55.1 b	54.7 	57.7 b
TOTAL,SAL,F,I55,THS,PT	39.9 	32.4 	31.3 	32.3 	33.1 	30.8 	37.1 b	29.0 	29.5 	35.0 b
TOTAL,SAL,F,I55,THS,RO	31.1 	30.3 	26.3 	33.9 	31.5 	27.0 	25.4 	24.4 b	29.1 	29.4 b
TOTAL,SAL,F,I55,THS,SE	28.2 	26.6 	25.7 	22.3 	22.2 	23.3 	23.6 	25.0 	23.8 	24.1 b
