unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,PERS,N1-3,WORLD,TOTAL,SE	: 	9858441.41 	9057556.56 	6084418.66 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TOTAL,SI	84140.11 	74526 	73399.31 	64061.94 	61023.57 	52475.78 
THS_NAC,PERS,N1-3,WORLD,TOTAL,SK	204708.07 	140193.28 	104179.44 	97274.6 	74234.14 b	75198.86 
THS_NAC,PERS,N1-3,WORLD,TOTAL,UK	: 	: 	: 	: 	4197992.61 	: u
THS_NAC,PERS,N1-3,WORLD,TOT_NR,AT	0 	0 	198.81 	0 	0 	10253.05 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,BE	19433.76 b	0 	0 	0 	6988.53 	10037.86 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,BG	0 	0 	0 	0 	0 	0 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,CH	: 	12317.5 	8021.97 	10961.25 	59036.11 	10837.85 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,CY	0 	122.82 	5.12 	45.11 	17.25 b	16.37 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,CZ	262671.59 	138051.82 	85969.19 	25310.01 	37995.1 	46073.01 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,DE	250813.38 	236283.17 	171940.6 	157119.84 	176395.09 	162355.28 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,DK	: 	5842138.75 	5874398.65 	6477478.15 b	6464224.67 b	3243966.5 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,EE	831.24 	407.46 	609.63 	129.12 	315.53 	8376.13 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,EL	: 	0 	0 	0 	31.68 	947.37 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,ES	5229.15 	8963.28 	9839.2 b	604970.89 	726183.79 	714750.2 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,EU28	: 	: 	: 	: 	: 	5398461.21 e
THS_NAC,PERS,N1-3,WORLD,TOT_NR,FI	1240.5 	3194.83 	2310.05 	2410.84 	1903.17 	2858.24 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,FR	45188.43 	35388.38 	34414.1 	42936.93 	35852.98 	36398.1 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,HR	5074.68 	: 	2134.3 	157.56 	15622.97 	10286 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,HU	466940.94 	274988.75 	105739.39 	381743.7 	119290.68 	172745 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,IE	830.4 	448.75 	184.3 	199.16 	0 	4149.76 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,IT	0 	0 	0 	0 b	459.22 	0 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,LT	0 	0 	0 	30.58 	5151.65 	2440.35 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,LU	: 	0 	0 	0 	0 	57.32 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,LV	: 	51.46 	190.7 	903.88 	1602.56 	1804.84 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,MT	3.99 	31.95 	0 	0 b	132.7 	3.32 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,NL	: 	4087.85 	5367.04 	4615.87 	6234.56 	11104.44 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,NO	990682.91 	981157.83 	474943.19 	594460.91 	342695.11 	: 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,PL	502786.3 	451761.74 	442759.63 	245789.08 b	116707 	646301.94 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,PT	2260.6 	1643.1 	5167.75 	3691.02 	1689.18 	4157.52 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,RO	104713.93 	91262.92 	75363.03 	88831.65 	74428.51 	92363.16 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,SE	: 	0 	0 	0 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,SI	0 	0 	0 	0 	0 	514.33 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,SK	2213.84 	0 	2217.48 	1013.33 	221.41 b	689.83 
THS_NAC,PERS,N1-3,WORLD,TOT_NR,UK	: 	: 	: 	: 	172535.14 	: u
THS_NAC,PERS,N1-3,WORLD,TOT_R,AT	1197057.76 	1161260.76 	1044703.67 	1028282.6 	1024306.75 	1173147.47 
THS_NAC,PERS,N1-3,WORLD,TOT_R,BE	510529.86 b	499940.69 	427292.86 	394863.34 	406500.84 	334797.4 
THS_NAC,PERS,N1-3,WORLD,TOT_R,BG	82142.53 	54410.12 	52296.07 	69501.31 	54694.96 	45498.79 
THS_NAC,PERS,N1-3,WORLD,TOT_R,CH	: 	962750.45 	948250.11 	932967.29 	1125397 	760707.18 
THS_NAC,PERS,N1-3,WORLD,TOT_R,CY	53479.93 	44994.51 	46675.29 	44636.29 	35551.94 b	57922.24 
THS_NAC,PERS,N1-3,WORLD,TOT_R,CZ	4678669.52 	4433369.22 	3337129.63 	3104975.14 	2843933.89 	2669836.57 
THS_NAC,PERS,N1-3,WORLD,TOT_R,DE	5986788.85 	6078399.32 	5924964.11 	5377408.61 	6467995.57 	5664389.81 
THS_NAC,PERS,N1-3,WORLD,TOT_R,DK	: 	4232237.83 	3326887.2 	3222100.96 b	2595650.28 b	1246790.76 
THS_NAC,PERS,N1-3,WORLD,TOT_R,EE	64917.66 	61001.1 	47823.33 	46810.23 	36244.76 	32501.44 
THS_NAC,PERS,N1-3,WORLD,TOT_R,EL	: 	42338.63 	44177.38 	42296.24 	34758.9 	53671.51 
THS_NAC,PERS,N1-3,WORLD,TOT_R,ES	2308958.28 	2034624.23 	1947029.44 b	1081610.54 	945242.16 	828967.42 
THS_NAC,PERS,N1-3,WORLD,TOT_R,EU28	: 	: 	: 	: 	: 	75824065.82 e
THS_NAC,PERS,N1-3,WORLD,TOT_R,FI	801003.9 	716367.9 	703540.9 	688515.73 	758113.83 	772879.66 
THS_NAC,PERS,N1-3,WORLD,TOT_R,FR	3130341.18 	2431588.97 	2331975.44 	2484715.94 	2319075.06 	2309163.86 
THS_NAC,PERS,N1-3,WORLD,TOT_R,HR	595669.68 	: 	491873.28 	544306.81 	589660.91 	636559.26 
THS_NAC,PERS,N1-3,WORLD,TOT_R,HU	99321962.74 	79888369.52 	70837198.36 	63431946.57 	49550112.06 	50519832.09 
THS_NAC,PERS,N1-3,WORLD,TOT_R,IE	620985.78 	505957.18 	496644.38 	413619.13 	384380.07 	375743.76 
THS_NAC,PERS,N1-3,WORLD,TOT_R,IT	1524141.69 	1596164.85 	1243503.24 	1022449.23 b	1100925.74 	1378839.44 
THS_NAC,PERS,N1-3,WORLD,TOT_R,LT	65434.39 	60371.53 	55149.49 	39778.13 	100850.68 	117149.86 
THS_NAC,PERS,N1-3,WORLD,TOT_R,LU	: 	47093.38 	60530.18 	56101.44 	41622.15 	41421.6 
THS_NAC,PERS,N1-3,WORLD,TOT_R,LV	: 	27542.42 	29606.66 	23750.28 	22149.74 	11104.52 
THS_NAC,PERS,N1-3,WORLD,TOT_R,MT	25076.26 	21177.74 	17699.52 	16678.37 b	12161.92 	15090.31 
THS_NAC,PERS,N1-3,WORLD,TOT_R,NL	: 	781880.49 	696555.27 	620437.61 	705595.91 	758952.28 
THS_NAC,PERS,N1-3,WORLD,TOT_R,NO	6608901.06 	5741013.79 	5338195.38 	5834342.53 	4385355.37 	: 
THS_NAC,PERS,N1-3,WORLD,TOT_R,PL	1898907.32 	1460791.75 	1180518.45 	903565.86 b	3122796.23 	2405733.54 
THS_NAC,PERS,N1-3,WORLD,TOT_R,PT	117951.15 	100219.66 	98245.1 	78478.06 	50456.07 	68399.07 
THS_NAC,PERS,N1-3,WORLD,TOT_R,RO	453434.4 	441757.25 	372949.77 	290942.96 	285591.06 	242079.96 
THS_NAC,PERS,N1-3,WORLD,TOT_R,SE	: 	9858441.41 	9057556.56 	6084418.66 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TOT_R,SI	84140.11 	74526 	73399.31 	64061.94 	61023.57 	51961.44 
THS_NAC,PERS,N1-3,WORLD,TOT_R,SK	202494.23 	140193.28 	101961.96 	96261.26 	74012.74 b	74509.03 
THS_NAC,PERS,N1-3,WORLD,TOT_R,UK	: 	: 	: 	: 	4025457.47 	: u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,AT	0 u	0 u	: u	0 u	0 u	4400.18 u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,BE	2442.16 bu	0 	0 	: u	: u	: u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,CH	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,CY	: c	: u	5.12 u	: u	0 bu	: u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,CZ	16040.69 u	10928.98 	17755.94 	54273.35 	172413.7 	72791.55 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,DE	147226.36 	135931.39 	80194.29 	88591.44 	85604.58 	97276.18 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,DK	: 	245482.83 	341719.41 	333988.24 b	115387.47 b	62813.35 u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,EE	557.29 	18.05 	135.81 	24.54 	46.19 	: u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,EL	: 	0 	0 	0 	15.84 	844.16 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,ES	2239.97 	2198.8 	2876.94 b	6477.16 	6328.3 	10796.65 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,EU28	: 	: 	: 	: 	: 	584806.43 e
THS_NAC,PERS,N_GE1,DOM,NR_OTH,FI	2152.98 	3523.44 	940.16 	427.29 	459.65 	754.63 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,FR	18508.59 	25088.96 	21075.44 	20163.87 	27359.08 	13934.08 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,HR	1125.65 u	: 	0 u	0 	12070.28 u	2326.67 u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,HU	0 	0 	0 	0 	0 	0 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,IE	39.91 	0 	0 	0 	0 	64.24 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,IT	0 u	0 u	0 	0 b	: u	0 u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,LT	0 u	0 	0 	0 	0 	0 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,LV	: 	0 	0 	642.28 	549.58 	127.48 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,MT	0 u	0 u	0 u	: u	: u	: 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,NL	: 	2291.12 u	2612.91 u	: u	5635.95 u	: u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,NO	161539.47 	133150.62 	170300.74 	71214.5 	124176.96 	: 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,PL	6444.78 	11536.64 	19250.84 	6878.54 b	113337.01 	157700.37 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,PT	9164.93 	3295.04 	: u	: u	2905.93 	232.99 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,RO	6827.66 	9622.08 	10035.76 	9310.23 	6813.43 	692.86 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,SE	: 	0 	0 	0 	: 	: 
THS_NAC,PERS,N_GE1,DOM,NR_OTH,SI	: c	: u	: u	17.59 u	: u	: u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,SK	: c	: u	: u	: u	: u	0 u
THS_NAC,PERS,N_GE1,DOM,NR_OTH,UK	: 	: 	: 	: 	124849.88 	: u
THS_NAC,PERS,N_GE1,DOM,NR_OWN,AT	0 	0 	0 	0 	0 	0 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,BE	8982.82 b	0 	0 	0 	0 	13220.08 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,BG	0 	0 	0 	0 	0 	0 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,CH	: 	2742.28 	0 	766.83 	5458.31 	1961.42 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,CY	0 	56.31 	60.56 	0 	0 b	78.16 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,CZ	82751.33 	36035.91 	20898.36 	6626.33 	9711.74 	27043.64 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,DE	596226.12 	693172.8 	398335.6 	301376.61 	425567.56 	509758.89 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,DK	: 	1922104.86 	2063937.41 	2313900.53 b	1608310.06 b	1207032.56 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,EE	13.59 u	39.18 u	46.06 	0 	0 u	279.5 u
THS_NAC,PERS,N_GE1,DOM,NR_OWN,EL	: 	0 	0 	0 	0 	10107.37 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,ES	28651.05 	23916.08 	16691.12 b	314129.7 	407100.63 	454925.71 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,EU28	: 	: 	: 	: 	: 	3090123.04 e
THS_NAC,PERS,N_GE1,DOM,NR_OWN,FI	2380.73 	2773.2 	2861.08 	2502.02 	1135.37 	1915.06 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,FR	77154.25 	48185.99 	68124.09 	54391.22 	44743.12 	49545.09 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,HR	0 	: 	6208.41 	0 	20806.7 	5932.51 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,HU	99667 	80657.44 	27130 	54344 	25347 	190076 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,IE	0 	0 	0 	0 	0 	609.33 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,IT	0 	0 	0 	0 b	0 	0 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,LT	0 	0 	0 	9.21 	0 	716.16 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE1,DOM,NR_OWN,LV	: 	0 	0 	45.31 	27.65 	116.27 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,MT	0 	0 	0 	0 b	0 u	0 u
THS_NAC,PERS,N_GE1,DOM,NR_OWN,NL	: 	0 	0 	0 	0 	0 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,NO	501265.62 	543974.93 	289163.24 	336071.58 	353595 	: 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,PL	65732.05 	67691.32 	65357.36 	33163.06 b	23947.21 	199922.98 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,PT	607.68 	297.8 	69721.13 	423.26 	3806.05 	821.83 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,RO	260138.29 	265849.6 	215920.49 	245695.2 	231944.55 	368044.07 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,SE	: 	0 	0 	0 	: 	: 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,SI	0 	0 	0 	0 	0 	0 
THS_NAC,PERS,N_GE1,DOM,NR_OWN,SK	1222.2 u	0 u	1228.74 u	565.6 u	648.34 bu	2198.26 u
THS_NAC,PERS,N_GE1,DOM,NR_OWN,UK	: 	: 	: 	: 	14518.24 	: u
THS_NAC,PERS,N_GE1,DOM,NR_RF,AT	0 	618.15 	0 	0 	0 	1054.34 
THS_NAC,PERS,N_GE1,DOM,NR_RF,BE	12713.75 b	0 	0 	0 	4138.37 	8443.15 
THS_NAC,PERS,N_GE1,DOM,NR_RF,BG	0 	0 	0 	0 	0 	0 
THS_NAC,PERS,N_GE1,DOM,NR_RF,CH	: 	5166.15 	14116.46 	25612.06 	12608.97 	30856.71 
THS_NAC,PERS,N_GE1,DOM,NR_RF,CY	0 	0 	0.85 	683.33 	17.25 b	24.76 
THS_NAC,PERS,N_GE1,DOM,NR_RF,CZ	403579.65 	161895.34 	128667.42 	64847.99 	99055.67 	62907.05 
THS_NAC,PERS,N_GE1,DOM,NR_RF,DE	168788.95 	154396.66 	120673.02 	256048.5 	242297.34 	141611.24 
THS_NAC,PERS,N_GE1,DOM,NR_RF,DK	: 	4782971.28 	5038480.73 	5771108.01 b	5564501.91 b	3331227.9 
THS_NAC,PERS,N_GE1,DOM,NR_RF,EE	540.71 	171.01 	405.99 	197.97 	57.48 	1953.82 
THS_NAC,PERS,N_GE1,DOM,NR_RF,EL	: 	0 	0 	0 	15.84 	1635.97 
THS_NAC,PERS,N_GE1,DOM,NR_RF,ES	92908.89 	81343.79 	77056.38 b	752316.6 	868363.86 	803998.58 
THS_NAC,PERS,N_GE1,DOM,NR_RF,EU28	: 	: 	: 	: 	: 	6716319.25 e
THS_NAC,PERS,N_GE1,DOM,NR_RF,FI	7665.36 	16282.46 	6259.26 	9755.6 	6069.61 	10877.99 
THS_NAC,PERS,N_GE1,DOM,NR_RF,FR	428780.84 	369065.78 	377478.81 	395645.2 	338235.88 	354131.88 
THS_NAC,PERS,N_GE1,DOM,NR_RF,HR	1010.83 	: 	1225.45 	0 	17520.49 	16469.88 
THS_NAC,PERS,N_GE1,DOM,NR_RF,HU	502630.94 	321916.42 	204511.73 	454461.77 	161287.34 	377742.36 
THS_NAC,PERS,N_GE1,DOM,NR_RF,IE	1018.75 	366.53 	0 	0 	109.91 	4850.94 
THS_NAC,PERS,N_GE1,DOM,NR_RF,IT	0 	0 	0 	3710.49 b	11493.37 	0 
THS_NAC,PERS,N_GE1,DOM,NR_RF,LT	0 	0 	0 	27.71 	0 	23.44 
THS_NAC,PERS,N_GE1,DOM,NR_RF,LU	: 	: u	: u	0 u	0 	3.24 
THS_NAC,PERS,N_GE1,DOM,NR_RF,LV	: 	51.46 	254.64 	194.92 	600.08 	407.55 
THS_NAC,PERS,N_GE1,DOM,NR_RF,MT	18.34 	31.95 	25.14 	0 b	0 u	0 
THS_NAC,PERS,N_GE1,DOM,NR_RF,NL	: 	5066.95 	4385.8 	3929.23 	4319.87 	10987.46 
THS_NAC,PERS,N_GE1,DOM,NR_RF,NO	1350663.85 	923375.86 	715192.2 	649316.8 	352073.89 	: 
THS_NAC,PERS,N_GE1,DOM,NR_RF,PL	879295.44 	811504.41 	1040471.92 	638545.44 b	169142.14 	1387538.04 
THS_NAC,PERS,N_GE1,DOM,NR_RF,PT	2862.64 	2088.77 	3989.69 	73200.98 	14075.69 	12621.34 
THS_NAC,PERS,N_GE1,DOM,NR_RF,RO	63762.04 	53735.11 	36575.89 	34355.46 	19623.74 	44987.03 
THS_NAC,PERS,N_GE1,DOM,NR_RF,SE	: 	0 	0 	0 	: 	: 
THS_NAC,PERS,N_GE1,DOM,NR_RF,SI	0 	0 	0 	0 	0 	195.93 
THS_NAC,PERS,N_GE1,DOM,NR_RF,SK	1022.09 	54.91 	261.92 	223.16 	207.1 b	794.62 
THS_NAC,PERS,N_GE1,DOM,NR_RF,UK	: 	: 	: 	: 	99408.45 	: u
THS_NAC,PERS,N_GE1,DOM,R_CAMP,AT	14847.96 	16298.41 	16059.02 	12463.72 	25314.34 	23620.45 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,BE	14606.08 b	7586.78 	11671.15 	7863.87 	21541.87 	7329.52 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,BG	5118.06 	4110.07 u	2516.15 u	2221.49 u	24924.25 	40452.13 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,CH	: 	28018.73 	17650.22 	26585.11 	27453.73 u	34818.06 u
THS_NAC,PERS,N_GE1,DOM,R_CAMP,CY	: c	: u	19.25 u	: u	78.44 b	45 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,CZ	897769.25 	795694.55 	777678.51 	627668.21 	592366.71 	696855.27 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,DE	406191.86 	423522.61 	439157.31 	425024.63 	431444.78 	344507.16 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,DK	: 	725425.28 	548163.71 	684943.56 b	473409.03 b	295244.18 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,EE	: c	862.24 u	484.49 u	858.09 u	934.21 u	: u
THS_NAC,PERS,N_GE1,DOM,R_CAMP,EL	: 	7467.87 	5034.87 	8310.27 	5134.09 	5861.75 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,ES	242688.23 	229321.9 	174965.54 b	93466.16 	90958.18 	87676.75 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,EU28	: 	: 	: 	: 	: 	6505918.5 e
THS_NAC,PERS,N_GE1,DOM,R_CAMP,FI	16168.46 	26811.62 	12058.24 	15213.4 	16422.68 	13783.83 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,FR	1929937.01 	1762734.45 	1762928.62 	1836517.86 	1780185.37 	1797220.44 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,HR	20071.16 u	: 	40905.24 u	23250 u	53049.46 u	34294.76 u
THS_NAC,PERS,N_GE1,DOM,R_CAMP,HU	2011387.57 	1012880.22 	1337823.3 	1638831.64 	1038549.17 	1255178.21 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,IE	24856.31 	23717.3 	13527.46 	15554.52 	20144.27 	18861.88 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,IT	294550.6 	180455.26 	458869.7 	243195.73 b	309071.37 	322025.99 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,LT	958.77 	560.84 	646.47 	570.13 	1772.47 	1187.19 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE1,DOM,R_CAMP,LV	: 	2239.52 	3824.34 	4066.86 	2889.25 	1009.83 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,MT	: 	: c	: u	: 	: 	: 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,NL	: 	166877.36 	162521.24 	149426.83 	149509 	144113.42 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,NO	718143.81 	591824.54 	664740.09 	503177.6 	479976.43 	: 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,PL	171194.07 	142892.09 	99772.57 	100660.3 b	168038.24 	449657.3 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,PT	2792.73 	2354.61 u	20257.89 	17008.12 	19358.57 	52388.35 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,RO	51664.18 	35650.88 	36976.09 	34817.42 	18884.32 	16351.91 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,SE	: 	732833.93 	641013.04 	414438.53 	: 	: 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,SI	4961.19 	3380.06 	2374.79 u	1996.06 u	4367.25 	3815.61 
THS_NAC,PERS,N_GE1,DOM,R_CAMP,SK	: c	: u	: u	: u	: u	5011.57 u
THS_NAC,PERS,N_GE1,DOM,R_CAMP,UK	: 	: 	: 	: 	803353.62 	: u
THS_NAC,PERS,N_GE1,DOM,R_HOT,AT	1340353.6 	1310196.14 	1139982.23 	1045288.59 	1298459.1 	1571608.33 
THS_NAC,PERS,N_GE1,DOM,R_HOT,BE	147535.87 b	117103.05 	124254.09 	97837.7 	123725.84 	99009.31 
THS_NAC,PERS,N_GE1,DOM,R_HOT,BG	161189.3 	102536.43 	88775.44 	127398.56 	96300.61 	86194.32 
THS_NAC,PERS,N_GE1,DOM,R_HOT,CH	: 	722444.21 	664619.35 	708329.92 	895151.55 	677548.66 
THS_NAC,PERS,N_GE1,DOM,R_HOT,CY	43712.77 	41955.55 	44575.15 	45495.74 	36398.9 b	42977.66 
THS_NAC,PERS,N_GE1,DOM,R_HOT,CZ	9415573.54 	7597365.11 	5256587.17 	4431762.14 	4955976.57 	5112997.21 
THS_NAC,PERS,N_GE1,DOM,R_HOT,DE	9138958.41 	8932923.58 	8748701.59 	8267682.72 	8777631.93 	8377095.22 
THS_NAC,PERS,N_GE1,DOM,R_HOT,DK	: 	2642484.82 	1778744.73 	1547517.42 b	1389611.2 b	563831.31 
THS_NAC,PERS,N_GE1,DOM,R_HOT,EE	33410.43 	30548.11 	24007.46 	21323.11 	12804.21 	13694.73 
THS_NAC,PERS,N_GE1,DOM,R_HOT,EL	: 	118435.93 	125238.31 	136061.9 	117119.06 	120023.11 
THS_NAC,PERS,N_GE1,DOM,R_HOT,ES	3496584.46 	3297314.92 	2891697.59 b	1716539.19 	1664009.64 	1600905.84 
THS_NAC,PERS,N_GE1,DOM,R_HOT,EU28	: 	: 	: 	: 	: 	113156713.86 e
THS_NAC,PERS,N_GE1,DOM,R_HOT,FI	514616.31 	468099.16 	455278.79 	467580.27 	477876.01 	532218.99 
THS_NAC,PERS,N_GE1,DOM,R_HOT,FR	3122390.55 	2641152.84 	2472255.86 	2735306.26 	2603315.21 	2612507.39 
THS_NAC,PERS,N_GE1,DOM,R_HOT,HR	303490.24 	: 	323383.21 	333356.97 	533641.25 	579057.66 
THS_NAC,PERS,N_GE1,DOM,R_HOT,HU	123958182.09 	105274732.94 	100139002.21 	99393081.73 	81554328.83 	78872775.94 
THS_NAC,PERS,N_GE1,DOM,R_HOT,IE	414036.12 	389452.12 	361389.9 	310948.54 	306529.2 	290451.21 
THS_NAC,PERS,N_GE1,DOM,R_HOT,IT	2842833.23 	3331348.99 	2278000.07 	1800332.24 b	2621416.15 	2788168.67 
THS_NAC,PERS,N_GE1,DOM,R_HOT,LT	44759.17 	36167.86 	34500.68 	25038.48 	58118.36 	67430.43 
THS_NAC,PERS,N_GE1,DOM,R_HOT,LU	: 	3086.63 u	1860.61 u	2928.14 u	1438.24 u	1603.01 u
THS_NAC,PERS,N_GE1,DOM,R_HOT,LV	: 	5940.21 	7347.06 	10309.52 	6229.38 	4502.42 
THS_NAC,PERS,N_GE1,DOM,R_HOT,MT	6710.12 	5722.87 	4717.16 	5042.78 b	4004.62 u	7095.13 
THS_NAC,PERS,N_GE1,DOM,R_HOT,NL	: 	431302.55 	379431.77 	371142.34 	368287.54 	399200.59 
THS_NAC,PERS,N_GE1,DOM,R_HOT,NO	3897644.1 	3039808.09 	2957386.32 	3013695.15 	2417453.16 	: 
THS_NAC,PERS,N_GE1,DOM,R_HOT,PL	3098713.26 	2619195.32 	2000445.81 	1666903.74 b	4894090.65 	3917028.73 
THS_NAC,PERS,N_GE1,DOM,R_HOT,PT	212875.28 	167736.16 	227156.23 	144095.53 	86629.26 	150099.77 
THS_NAC,PERS,N_GE1,DOM,R_HOT,RO	1040276.75 	815542.63 	807925.96 	631196.98 	681752.93 	1062748.38 
THS_NAC,PERS,N_GE1,DOM,R_HOT,SE	: 	7054659.26 	6112793.44 	4445277.32 	: 	: 
THS_NAC,PERS,N_GE1,DOM,R_HOT,SI	64407.16 	56305.01 	48299.53 	49013.28 	45754.27 	53202.39 
THS_NAC,PERS,N_GE1,DOM,R_HOT,SK	218468.26 	144544.07 	103304.8 	98937.93 	84623.16 b	116258.62 
THS_NAC,PERS,N_GE1,DOM,R_HOT,UK	: 	: 	: 	: 	3407286.5 	: u
THS_NAC,PERS,N_GE1,DOM,R_OTH,AT	348644.6 	353057.42 	327127.67 	275586.87 	296419.72 	364455.06 
THS_NAC,PERS,N_GE1,DOM,R_OTH,BE	123946.4 b	147969.53 	125737.52 	111085.93 	113170.91 	130699.27 
THS_NAC,PERS,N_GE1,DOM,R_OTH,BG	90393.87 	64173.85 	52978.57 	57207.51 	44204.44 	14611.15 
THS_NAC,PERS,N_GE1,DOM,R_OTH,CH	: 	367952.84 	264886.05 	378851.56 	323547.8 	239364.65 
THS_NAC,PERS,N_GE1,DOM,R_OTH,CY	661.99 	623.67 	538.36 	195.82 	174.93 b	15505.07 
