unit,purpose,duration,partner,expend,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,PROF,N_GE4,WORLD,TRA,HR	742462.69 	390951.1 	1580786.78 	966574.59 	595700.16 	582645.42 
THS_NAC,PROF,N_GE4,WORLD,TRA,HU	13659262 	14902791 	14614506 	10274259 	4976687 	2537691.9 
THS_NAC,PROF,N_GE4,WORLD,TRA,IE	245349.39 	289780.15 	185385.77 	204733.62 	198274.14 	135995.62 
THS_NAC,PROF,N_GE4,WORLD,TRA,IT	464373.12 	290119.41 	360460.2 	470529.92 b	291882.4 	883142.17 
THS_NAC,PROF,N_GE4,WORLD,TRA,LT	38640.02 	38798.22 	44090.8 	38356.92 	119729.48 	99059.72 
THS_NAC,PROF,N_GE4,WORLD,TRA,LU	: 	46150.1 	49572.98 	55785.65 	60567.14 	48744.41 
THS_NAC,PROF,N_GE4,WORLD,TRA,LV	: 	17165.12 u	10444.03 u	9210.52 u	18933.68 	18095.81 
THS_NAC,PROF,N_GE4,WORLD,TRA,MT	12385.06 	8212.7 	16397.68 	12909.65 b	10983.64 	10427.17 
THS_NAC,PROF,N_GE4,WORLD,TRA,NL	558483.2 	337664.96 	298314.12 	256126.45 	349363.31 	249717.28 
THS_NAC,PROF,N_GE4,WORLD,TRA,NO	4161279.87 	4523357.7 	3401723.93 	3053189.82 	1268291.68 	: 
THS_NAC,PROF,N_GE4,WORLD,TRA,PL	894819.66 	699118.97 	727501.76 	828041.11 b	1076626.48 	2996919.45 
THS_NAC,PROF,N_GE4,WORLD,TRA,PT	37713.59 	50832.2 	40066.2 	53762.35 	53941.15 	33196.29 
THS_NAC,PROF,N_GE4,WORLD,TRA,RO	83410.03 	66848.02 	87112.53 	62883.79 	68144.64 	33268.52 
THS_NAC,PROF,N_GE4,WORLD,TRA,SE	: 	933488.23 	1867465.57 	2805919.59 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TRA,SI	45296.13 	55114.99 	43387.35 	44282.84 	40562.35 	42043.29 
THS_NAC,PROF,N_GE4,WORLD,TRA,SK	: c	: u	: u	: u	82357.1 bu	29546.46 u
THS_NAC,PROF,N_GE4,WORLD,TRA,UK	: 	: 	: 	: 	1423036.89 	: u
THS_NAC,TOTAL,N1-3,DOM,ACC,AT	955108.17 	991328.19 	850830.16 	817564.15 	898331.7 	1088068.91 
THS_NAC,TOTAL,N1-3,DOM,ACC,BE	178200.02 b	122584.56 	161297.09 	103579.27 	131056.68 	117998.66 
THS_NAC,TOTAL,N1-3,DOM,ACC,BG	72961.93 	47244.08 	44447.78 	62367.2 	47293.37 	39697.65 
THS_NAC,TOTAL,N1-3,DOM,ACC,CH	: 	435272.72 	457996.56 	431010.96 	590554.3 	419233.68 
THS_NAC,TOTAL,N1-3,DOM,ACC,CY	31227.79 	29485.33 	32823.6 	32325.3 	23502.59 	40654.08 
THS_NAC,TOTAL,N1-3,DOM,ACC,CZ	4343389.62 	4059273.38 	2896735 	2583456 	2688599.88 	2597732.89 
THS_NAC,TOTAL,N1-3,DOM,ACC,DE	7985784.19 	7758428.08 	7260925.31 	6969853.64 	8299002.45 	7917873.3 
THS_NAC,TOTAL,N1-3,DOM,ACC,DK	: 	9557760.27 	9067192.58 	9005487.57 b	8713897.43 b	4612207.48 
THS_NAC,TOTAL,N1-3,DOM,ACC,EE	55758.83 	53734.63 	40705.72 	30815.97 	20209.41 	19463.39 
THS_NAC,TOTAL,N1-3,DOM,ACC,EL	: 	42194.41 	44488.33 	42947.43 	39511.51 	56983.35 
THS_NAC,TOTAL,N1-3,DOM,ACC,ES	2433569.53 	2275791.66 	2048589.32 b	1666786.65 	1740920.78 	1525812.76 
THS_NAC,TOTAL,N1-3,DOM,ACC,EU28	: 	: 	: 	: 	: 	78167103.27 e
THS_NAC,TOTAL,N1-3,DOM,ACC,FI	901622.55 	872332.93 	808342.58 	829211.7 	899781.66 	952217.98 
THS_NAC,TOTAL,N1-3,DOM,ACC,FR	4180969.23 	2958638.29 	2775457.96 	3099457.55 	3099448.18 	3129609.43 
THS_NAC,TOTAL,N1-3,DOM,ACC,HR	376247.32 	394195.93 	331148.35 	500526.4 	587856.53 	555410.11 
THS_NAC,TOTAL,N1-3,DOM,ACC,HU	80205446.12 	63307476.88 	58585412.23 	51785952.54 	40089928.58 	43671009.61 
THS_NAC,TOTAL,N1-3,DOM,ACC,IE	449801.55 	399243.33 	364344.61 	304892.18 	288127.23 	278322.5 
THS_NAC,TOTAL,N1-3,DOM,ACC,IT	1472528.34 	1648722.98 	1393767.47 	1105658.25 b	1215504.33 	1772570.12 
THS_NAC,TOTAL,N1-3,DOM,ACC,LT	67162.45 	58738.85 	50565.13 	39220.84 	87889.58 	84472.79 
THS_NAC,TOTAL,N1-3,DOM,ACC,LU	: 	812.07 u	1474.45 u	2509.62 	1549.65 	1696.69 
THS_NAC,TOTAL,N1-3,DOM,ACC,LV	: 	9674.9 	9702.62 	13526.39 	13781.27 	6999.06 
THS_NAC,TOTAL,N1-3,DOM,ACC,MT	10645.61 	9804.56 	8203.19 	8671.35 b	6199.65 	9703.33 
THS_NAC,TOTAL,N1-3,DOM,ACC,NL	661411.01 	624036.08 	545051.75 	471642.94 	536826.64 	571811.09 
THS_NAC,TOTAL,N1-3,DOM,ACC,NO	9708667.35 	7612656.6 	6726120.46 	7104033.04 	4388851.38 	: 
THS_NAC,TOTAL,N1-3,DOM,ACC,PL	2041933.39 	1730689.57 	1410187.45 	1052568.06 b	3457572.44 	3239087.76 
THS_NAC,TOTAL,N1-3,DOM,ACC,PT	114231.09 	101455.95 	102751.85 	84124.1 	48789.75 	71275.98 
THS_NAC,TOTAL,N1-3,DOM,ACC,RO	527859.86 	496373.3 	424010.49 	360495.06 	321031.14 	305102.91 
THS_NAC,TOTAL,N1-3,DOM,ACC,SE	: 	16694852 	10965873.25 	10390937.14 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,ACC,SI	46637.77 	43875.93 	36757.37 	40444.96 	35546.65 	33503.28 
THS_NAC,TOTAL,N1-3,DOM,ACC,SK	196820.57 	138400.58 	108355.77 	100148.77 	83348.06 b	88606.86 
THS_NAC,TOTAL,N1-3,DOM,ACC,UK	: 	: 	: 	: 	4587496.39 	: u
THS_NAC,TOTAL,N1-3,DOM,DUR,AT	57040.03 	38892.16 	23556.09 	36355.97 	33875.57 	21583.71 
THS_NAC,TOTAL,N1-3,DOM,DUR,BE	6744.04 b	4033.51 	13948.13 	8184.38 	15032.19 	16852.99 
THS_NAC,TOTAL,N1-3,DOM,DUR,BG	0 	0 	0 	0 	0 	0 
THS_NAC,TOTAL,N1-3,DOM,DUR,CH	: 	10073.98 	242.63 	12257.86 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,DUR,CY	466.08 	0 	0 	0 	0 	947.88 
THS_NAC,TOTAL,N1-3,DOM,DUR,CZ	68135.93 	19038.42 	95832.53 	0 	13749.58 	0 
THS_NAC,TOTAL,N1-3,DOM,DUR,DE	1121404.78 	1162623.47 	1147151.32 	1521033.49 	1184931.92 	1847089.22 
THS_NAC,TOTAL,N1-3,DOM,DUR,DK	: 	3139449.15 	3017715.27 	3242739.53 b	3203200.5 b	1559738.92 
THS_NAC,TOTAL,N1-3,DOM,DUR,EE	0 	839.06 	269.78 	9740.95 	7941.24 	3008.33 
THS_NAC,TOTAL,N1-3,DOM,DUR,EL	: 	340.44 	646.61 	647.08 	208.67 	71594.37 
THS_NAC,TOTAL,N1-3,DOM,DUR,ES	222244.21 	186226.91 	333974.11 b	9253.82 	26160.89 	172839.58 
THS_NAC,TOTAL,N1-3,DOM,DUR,EU28	: 	: 	: 	: 	: 	6952516.53 e
THS_NAC,TOTAL,N1-3,DOM,DUR,FI	68997.51 	155840.66 	38613.96 	200237.15 	117323.29 	116932.32 
THS_NAC,TOTAL,N1-3,DOM,DUR,FR	144415.41 	167978.36 	153402.63 	159811.97 	169392.37 	176605.44 
THS_NAC,TOTAL,N1-3,DOM,DUR,HR	0 	21080.5 	0 	0 	16286.57 	50956.48 
THS_NAC,TOTAL,N1-3,DOM,DUR,HU	873157.5 	200530 	503807.5 	1990924 	219300 	456507.49 
THS_NAC,TOTAL,N1-3,DOM,DUR,IE	30370.5 	29976.6 	19360.46 	20344.65 	17188.63 	19820.44 
THS_NAC,TOTAL,N1-3,DOM,DUR,IT	0 	35300.79 	91148.51 	274615.79 b	0 	18138.22 
THS_NAC,TOTAL,N1-3,DOM,DUR,LT	869.83 	826.11 	1182.07 	465.65 	3125.01 	1458.58 
THS_NAC,TOTAL,N1-3,DOM,DUR,LU	: 	149.22 u	0 u	0 	119.05 	60.11 
THS_NAC,TOTAL,N1-3,DOM,DUR,LV	: 	0 	889.94 	482.29 	2417.43 	653.55 
THS_NAC,TOTAL,N1-3,DOM,DUR,MT	33.47 	49.83 	29.71 	778.2 b	0 	0 
THS_NAC,TOTAL,N1-3,DOM,DUR,NL	3177.81 	4978.74 	348.08 	1040.94 	120602.28 	136316.22 
THS_NAC,TOTAL,N1-3,DOM,DUR,NO	11189.65 	59774.49 	0 	9544.47 	185623.3 	: 
THS_NAC,TOTAL,N1-3,DOM,DUR,PL	13182.63 	37442.22 	71637.52 	59767.9 b	421914.01 	562270.34 
THS_NAC,TOTAL,N1-3,DOM,DUR,PT	7905.82 	7507.87 	32875.22 	12825.11 	226.43 	322.82 
THS_NAC,TOTAL,N1-3,DOM,DUR,RO	13805.99 	4437.54 	4306.08 	3266.82 	3675.5 	758.1 
THS_NAC,TOTAL,N1-3,DOM,DUR,SE	: 	2066793.53 	1065393.72 	996025.28 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,DUR,SI	0 	15.3 	10.01 	0 	34.54 	144.43 
THS_NAC,TOTAL,N1-3,DOM,DUR,SK	2458.66 	2614.95 	6045.86 	5933.97 	5955.62 b	13940.1 
THS_NAC,TOTAL,N1-3,DOM,DUR,UK	: 	: 	: 	: 	1745734.97 	: u
THS_NAC,TOTAL,N1-3,DOM,OTH,AT	776349.65 	831606.61 	788952.13 	785467.46 	636323.82 	423819.54 
THS_NAC,TOTAL,N1-3,DOM,OTH,BE	37832.92 b	34979.57 	161895.91 	91889.79 	121721.13 	107668.28 
THS_NAC,TOTAL,N1-3,DOM,OTH,BG	54887.99 	34733.38 	29077.96 	35967.99 	28288.88 	30753.3 
THS_NAC,TOTAL,N1-3,DOM,OTH,CH	: 	171472.71 	153980.01 	144080.78 	211409.38 	129384.83 
THS_NAC,TOTAL,N1-3,DOM,OTH,CY	35424.84 	26246.95 	12732.28 	8217.3 	3114.97 	2253.04 
THS_NAC,TOTAL,N1-3,DOM,OTH,CZ	9715443.16 	8557717.14 	6942120.9 	6647760.06 	6108960.65 	6272499.63 
THS_NAC,TOTAL,N1-3,DOM,OTH,DE	5316577.83 	5510576.27 	5533762.86 	5182937.48 	5749832.3 	5572010.64 
THS_NAC,TOTAL,N1-3,DOM,OTH,DK	: 	9562521.69 	9327989.19 	9912653.92 b	10062096.65 b	4949176.05 
THS_NAC,TOTAL,N1-3,DOM,OTH,EE	52448.29 	43821.21 	36751.61 	23397.67 	14949.43 	9321.15 
THS_NAC,TOTAL,N1-3,DOM,OTH,EL	: 	35463.16 	38989.37 	46414.26 	36830.25 	36659.14 
THS_NAC,TOTAL,N1-3,DOM,OTH,ES	2794676.66 	2604391.99 	1580412.59 b	2580882.78 	2809298.71 	3098807.06 
THS_NAC,TOTAL,N1-3,DOM,OTH,EU28	: 	: 	: 	: 	: 	71689098.09 e
THS_NAC,TOTAL,N1-3,DOM,OTH,FI	1069108.34 	1060592.5 	1047444.74 	1003483.15 	1079886.02 	1090868.61 
THS_NAC,TOTAL,N1-3,DOM,OTH,FR	5024770.43 	4256338.07 	4214716.38 	4677231.19 	4603748.51 	4631067.29 
THS_NAC,TOTAL,N1-3,DOM,OTH,HR	188177.54 	163484.21 	266207.2 	609565.72 	864826.01 	458409.89 
THS_NAC,TOTAL,N1-3,DOM,OTH,HU	41245659.89 	39246086.08 	41580057.54 	36372574.35 	31882228.18 	36173452.58 
THS_NAC,TOTAL,N1-3,DOM,OTH,IE	485577.35 	451612.59 	431919.18 	376297.51 	343690.36 	332697.68 
THS_NAC,TOTAL,N1-3,DOM,OTH,IT	1581101.71 	1717040.76 	1438421.85 	1063927.73 b	1258304.94 	1791740.21 
THS_NAC,TOTAL,N1-3,DOM,OTH,LT	15328.47 	13743.61 	12736.89 	17539.88 	60767.53 	72759.97 
THS_NAC,TOTAL,N1-3,DOM,OTH,LU	: 	434.77 u	333.55 u	976.11 	2127.06 	410.73 
THS_NAC,TOTAL,N1-3,DOM,OTH,LV	: 	35079.57 	33520.59 	32931.55 	36490.66 	32596.49 
THS_NAC,TOTAL,N1-3,DOM,OTH,MT	18251.78 	18854.95 	13721.45 	13067.34 b	10231.03 	9656.68 
THS_NAC,TOTAL,N1-3,DOM,OTH,NL	270341.86 	284687.5 	243439.04 	246766.23 	171396.05 	164049.94 
THS_NAC,TOTAL,N1-3,DOM,OTH,NO	5549090.23 	4662248.23 	5100426.32 	5416431.62 	4811480.43 	: 
THS_NAC,TOTAL,N1-3,DOM,OTH,PL	1767595.91 	1580736.98 	1412457.49 	1321032.51 b	1418474.28 	2430652.6 
THS_NAC,TOTAL,N1-3,DOM,OTH,PT	126417.86 	118122.16 	118676.72 	116583.16 	106191.6 	99070.16 
THS_NAC,TOTAL,N1-3,DOM,OTH,RO	866153.21 	858322.41 	716482.11 	719003.2 	704899.63 	825905.54 
THS_NAC,TOTAL,N1-3,DOM,OTH,SE	: 	13840624.93 	12432293.53 	9842915.39 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,OTH,SI	17889.32 	19750.82 	16478.4 	26656.29 	26497.63 	26755.45 
THS_NAC,TOTAL,N1-3,DOM,OTH,SK	171769.93 	145444.78 	112932.96 	86448.47 	91164.85 b	157766.8 
THS_NAC,TOTAL,N1-3,DOM,OTH,UK	: 	: 	: 	: 	1080408.25 	: u
THS_NAC,TOTAL,N1-3,DOM,REST,BE	97153.1 b	94699.27 	0 	0 	0 	: 
THS_NAC,TOTAL,N1-3,DOM,REST,BG	140064.04 	84066.55 	81556.04 	128096.67 	101532.41 	83115.73 
THS_NAC,TOTAL,N1-3,DOM,REST,CH	: 	348713.54 	292265.49 	310807.73 	360742.25 	326795.34 
THS_NAC,TOTAL,N1-3,DOM,REST,CY	39040.47 	38159.29 	36159.47 	46783.55 	44868.37 	: 
THS_NAC,TOTAL,N1-3,DOM,REST,CZ	4575018.93 	4535476.52 	4616088.51 	3573032.27 	3714130.7 	3609957.92 
THS_NAC,TOTAL,N1-3,DOM,REST,DK	: 	: 	: 	: b	: b	: 
THS_NAC,TOTAL,N1-3,DOM,REST,EE	61787.01 	48765.54 	42609.51 	35980.82 	21915.82 	17763.69 
THS_NAC,TOTAL,N1-3,DOM,REST,EL	: 	75784.99 	81300.21 	77213 	58130.78 	99282.09 
THS_NAC,TOTAL,N1-3,DOM,REST,ES	3400756.71 	3018927.75 	2962177.63 b	1056318.96 	880891.68 	978214.03 
THS_NAC,TOTAL,N1-3,DOM,REST,EU28	: 	: 	: 	: 	: 	29219436.06 e
THS_NAC,TOTAL,N1-3,DOM,REST,FI	831018.86 	811847.14 	788222.41 	743386.85 	831898.3 	850926.08 
THS_NAC,TOTAL,N1-3,DOM,REST,FR	2780543.11 	2839141.57 	2757818.53 	3111745.83 	3015653.81 	3079518.88 
THS_NAC,TOTAL,N1-3,DOM,REST,HR	336372.61 	311631.99 	395905.35 	519480.22 	508387.03 	462732.43 
THS_NAC,TOTAL,N1-3,DOM,REST,HU	17178520.07 	15325101.24 	14732035.04 	13118497.32 	10956613.58 	12911021.59 
THS_NAC,TOTAL,N1-3,DOM,REST,IT	: 	: 	: 	: b	: 	: 
THS_NAC,TOTAL,N1-3,DOM,REST,LT	24710.52 	22133.57 	23956.47 	21454.56 	82384.57 	75722.25 
THS_NAC,TOTAL,N1-3,DOM,REST,LU	: 	957.49 u	1194.07 u	1353.58 	1819.84 	1364.93 
THS_NAC,TOTAL,N1-3,DOM,REST,LV	: 	11605.58 	14615.63 	11808.17 	14152.35 	5417.36 
THS_NAC,TOTAL,N1-3,DOM,REST,MT	: 	: 	: 	: b	: 	: 
THS_NAC,TOTAL,N1-3,DOM,REST,NL	394823.86 	367053.28 	310445.96 	299762.03 	343979.39 	350574.63 
THS_NAC,TOTAL,N1-3,DOM,REST,NO	7997759.12 	6950250.2 	8162422.34 	8757481.29 	6817750.45 	: 
THS_NAC,TOTAL,N1-3,DOM,REST,PL	2623262.61 	2305345.72 	1852522.42 	1475889.34 b	3486929.65 	3198936.22 
THS_NAC,TOTAL,N1-3,DOM,REST,PT	266547.04 	217025.19 	236599.99 	165276.39 	86045.07 	101166.04 
THS_NAC,TOTAL,N1-3,DOM,REST,RO	972002.3 	885342.02 	755833.8 	700574.14 	651937.96 	460346.27 
THS_NAC,TOTAL,N1-3,DOM,REST,SI	23211.68 	19749.33 	17329.19 	23899.16 	23531.74 	22218.55 
THS_NAC,TOTAL,N1-3,DOM,REST,SK	144530.21 	89997.62 	78201.48 	63487.11 	54576.73 b	: 
THS_NAC,TOTAL,N1-3,DOM,REST,UK	: 	: 	: 	: 	2909579.56 	: u
THS_NAC,TOTAL,N1-3,DOM,TOTAL,AT	2215628.89 	2323867.31 	2133531.25 	2110066.23 	2046061.95 	1886761.81 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,BE	364603.93 b	290736.52 	367559.34 	232005.11 	294427.09 	272934.18 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,BG	362174.13 	231118.68 	220572.13 	346808.2 	273920.07 	242613.16 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,CH	: 	1109206.99 	1064439.94 	1058567.63 	1366084.37 	1057597.08 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,CY	122397.01 	109333.7 	104823.27 	109140.37 	91027.01 	68805.21 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,CZ	23917544.73 	22015644.13 	18909586.96 	18013790.85 	17259357.54 	17119148.62 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,DE	20909199.23 	21156041.82 	20784768.29 	20074654.77 	23088544.1 	23010474.47 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,DK	: 	28148585.04 	27345953.88 	30501120.89 b	28475879.27 b	14326943.37 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,EE	230696.95 	208528.52 	181603.69 	142807.96 	94146.76 	78827.79 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,EL	: 	223738.29 	239128.69 	248544.1 	211885.05 	302052.6 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,ES	11779526.21 	10904798.18 	9494334.76 b	7044025.74 	7204242.54 	7222526.65 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,EU28	: 	: 	: 	: 	: 	256393643.17 e
THS_NAC,TOTAL,N1-3,DOM,TOTAL,FI	3981209.64 	3894261.38 	3849903.56 	3814219.87 	4160034.12 	4350246.62 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,FR	18074585.05 	14590896.25 	14474029.52 	16358275.58 	16194529.5 	16402498 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,HR	1419205.83 	1401269.99 	1628308.6 	2563109.43 	2933696.2 	2542200.3 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,HU	175584695.5 	151704341.07 	149647991.89 	136622224.38 	114604286.71 	129307590.91 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,IE	1104179.99 	1021404.66 	964095.5 	836256.85 	784040.11 	761283.43 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,IT	4735272.4 	5073026.58 	4295842.1 	3403902.59 b	3901075.73 	5575212.64 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,LT	139717.3 	128140.06 	121210.65 	102840.23 	307485.22 	308794.72 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,LU	: 	3485.89 u	4725.26 u	8844.58 	8762.23 	5008.39 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,LV	: 	91215.49 	94506.42 	94633.52 	105685.47 	74739.45 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,MT	31230.83 	30846.87 	23607.86 	23574.91 b	17967.74 	20889.79 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,NL	1733518.88 	1629695.21 	1422009.13 	1377921.3 	1394810.74 	1458195.14 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,NO	37277251.97 	31384139.5 	31168971.56 	32202979.33 	22747731.36 	: 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,PL	8652179.14 	7577094.23 	6329851.15 	5331037.08 b	12093462.07 	12975116.66 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,PT	794471.53 	688799.38 	665140.06 	580700.48 	414862.42 	444683.98 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,RO	3793668.65 	3460231.17 	3008303.58 	2839110.47 	2634311.25 	2125499.65 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,SE	: 	39583661.42 	33598591.07 	27768293.05 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,SI	113239.11 	104267.69 	89832.58 	115939.47 	114785.25 	112613.05 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,SK	622584.96 	466294.04 	377349.82 	346822.62 	296050.15 b	340486.31 
THS_NAC,TOTAL,N1-3,DOM,TOTAL,UK	: 	: 	: 	: 	11945203.63 	: u
THS_NAC,TOTAL,N1-3,DOM,TRA,AT	484171.08 	500932.52 	493748.96 	507034.62 	511406.43 	374873.36 
THS_NAC,TOTAL,N1-3,DOM,TRA,BE	51417.89 b	38473.13 	44366.34 	36536.05 	41649.27 	47267.24 
THS_NAC,TOTAL,N1-3,DOM,TRA,BG	94260.17 	65074.67 	65490.34 	120376.34 	96805.4 	89046.47 
THS_NAC,TOTAL,N1-3,DOM,TRA,CH	: 	153748.03 	160197.88 	172668.16 	203378.43 	182183.23 
THS_NAC,TOTAL,N1-3,DOM,TRA,CY	16703.91 	15442.14 	23107.91 	21814.21 	19541.09 	25898.09 
THS_NAC,TOTAL,N1-3,DOM,TRA,CZ	5283693.02 	4863177.1 	4454642.55 	5209542.52 	4747666.31 	4638958.19 
THS_NAC,TOTAL,N1-3,DOM,TRA,DE	7606837.21 	7887037.47 	7990080.12 	7921863.65 	9039709.35 	9520590.52 
THS_NAC,TOTAL,N1-3,DOM,TRA,DK	: 	9028303.09 	8950772.11 	11582979.4 b	9699885.19 b	4765559.84 
THS_NAC,TOTAL,N1-3,DOM,TRA,EE	60702.82 	62207.14 	61536.85 	52613.49 	37072.1 	32279.56 
THS_NAC,TOTAL,N1-3,DOM,TRA,EL	: 	70295.73 	74350.78 	81969.41 	77412.51 	109128.01 
THS_NAC,TOTAL,N1-3,DOM,TRA,ES	3150523.31 	3005686.78 	2903155.22 b	1740037.34 	1773131.37 	1619692.81 
THS_NAC,TOTAL,N1-3,DOM,TRA,EU28	: 	: 	: 	: 	: 	77318005.75 e
THS_NAC,TOTAL,N1-3,DOM,TRA,FI	1179459.89 	1149488.81 	1205893.81 	1238138.17 	1348468.15 	1456233.95 
THS_NAC,TOTAL,N1-3,DOM,TRA,FR	6088302.28 	4536778.32 	4726036.66 	5469841.01 	5475679 	5562302.39 
THS_NAC,TOTAL,N1-3,DOM,TRA,HR	518408.36 	531957.86 	635047.71 	933537.1 	973047.54 	1065725.09 
THS_NAC,TOTAL,N1-3,DOM,TRA,HU	36955069.42 	33825676.87 	34750487.08 	35345200.17 	31675516.36 	36552107.14 
THS_NAC,TOTAL,N1-3,DOM,TRA,IE	168801.09 	170548.74 	167831.72 	155067.15 	152222.53 	150263.25 
THS_NAC,TOTAL,N1-3,DOM,TRA,IT	1681642.35 	1707262.84 	1463652.79 	1234316.62 b	1427266.46 	2010902.31 
THS_NAC,TOTAL,N1-3,DOM,TRA,LT	32515.86 	33524.04 	33952.16 	24624.95 	76443.54 	75839.71 
THS_NAC,TOTAL,N1-3,DOM,TRA,LU	: 	1281.56 u	1723.2 u	4005.27 	3265.67 	1536.04 
THS_NAC,TOTAL,N1-3,DOM,TRA,LV	: 	34855.44 	36667.57 	36367.4 	41261.19 	29726.55 
THS_NAC,TOTAL,N1-3,DOM,TRA,MT	2333.44 	2187.36 	1683.22 	1836.23 b	1537.06 	1529.79 
THS_NAC,TOTAL,N1-3,DOM,TRA,NL	406942.16 	353918.35 	323072.37 	359750.1 	342608.66 	371759.49 
THS_NAC,TOTAL,N1-3,DOM,TRA,NO	14021735.28 	12158984.48 	11180002.44 	10925033.38 	6729649.1 	: 
THS_NAC,TOTAL,N1-3,DOM,TRA,PL	2219387.22 	1960321.96 	1654683.79 	1481547.16 b	3730485.7 	4106440.09 
THS_NAC,TOTAL,N1-3,DOM,TRA,PT	287275.54 	252196.08 	207111.51 	214716.82 	173835.99 	173171.81 
THS_NAC,TOTAL,N1-3,DOM,TRA,RO	1427653.29 	1220193.44 	1111977.18 	1059038.06 	956442.51 	534144.93 
THS_NAC,TOTAL,N1-3,DOM,TRA,SE	: 	9046699.38 	10198959.62 	7530595.23 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,TRA,SI	25500.34 	20891.6 	19267.61 	24939.06 	29209.23 	30135.78 
THS_NAC,TOTAL,N1-3,DOM,TRA,SK	109464.25 	92451.06 	77859.61 	96738.26 	66960.51 b	94112.65 
THS_NAC,TOTAL,N1-3,DOM,TRA,UK	: 	: 	: 	: 	3367719.43 	: u
THS_NAC,TOTAL,N1-3,OUT,ACC,AT	741779.31 	664561.49 	679429.46 	723110.48 	702166.53 	754196.95 
THS_NAC,TOTAL,N1-3,OUT,ACC,BE	534431.47 b	554269 	371688.44 	386339.79 	414863.37 	362951.87 
THS_NAC,TOTAL,N1-3,OUT,ACC,BG	25041.28 	20000.24 	18608.59 	19056.59 	19992.23 	13986.96 
THS_NAC,TOTAL,N1-3,OUT,ACC,CH	: 	717087.5 	689651.02 	726311.56 	875505.91 	745367.29 
THS_NAC,TOTAL,N1-3,OUT,ACC,CY	50517.93 	42057.15 	34671.82 	31233.34 	35822.59 	46228.35 
THS_NAC,TOTAL,N1-3,OUT,ACC,CZ	2078953.32 	2360316.9 	1657508.46 	1654846.06 	1749125.56 	1593982.11 
THS_NAC,TOTAL,N1-3,OUT,ACC,DE	3131447.46 	2948467.22 	3172736.39 	2500536.05 	3180687.41 	3205598.97 
THS_NAC,TOTAL,N1-3,OUT,ACC,DK	: 	3779485.21 	4169860.54 	3166731.68 b	2866613.36 b	3750142.29 
THS_NAC,TOTAL,N1-3,OUT,ACC,EE	64059.49 	58462.91 	38809.95 	66531.66 	51520.68 	49584.84 
THS_NAC,TOTAL,N1-3,OUT,ACC,EL	: 	11421.74 	13559.18 	13664.04 	12559.75 	8567.58 
THS_NAC,TOTAL,N1-3,OUT,ACC,ES	585419.32 	519663.48 	413042.84 b	261455.98 	230230.31 	168184.32 
THS_NAC,TOTAL,N1-3,OUT,ACC,EU28	: 	: 	: 	: 	: 	34114686.92 e
THS_NAC,TOTAL,N1-3,OUT,ACC,FI	554509.96 	490271.71 	477570.22 	480150.33 	499722.96 	555443.46 
THS_NAC,TOTAL,N1-3,OUT,ACC,FR	967398.12 	751295 	764357.39 	830885.5 	715131.2 	693399.85 
THS_NAC,TOTAL,N1-3,OUT,ACC,HR	665479.69 	601920.3 	737738.51 	765222.84 	571113.87 	573794.64 
THS_NAC,TOTAL,N1-3,OUT,ACC,HU	32695288 	29027606.6 	25178710 	22278451 	22548871 	18299628 
THS_NAC,TOTAL,N1-3,OUT,ACC,IE	323298.85 	265367.7 	296862.71 	231472.74 	206101.54 	195241.71 
