unit,purpose,duration,partner,tra_mode,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PERS,N1-3,DOM,WW,ES	37353.6 	30534.39 	28860.73 b	19649.85 	14243.47 	11616.57 
THS_EUR,PERS,N1-3,DOM,WW,EU27	: 	: 	100973.17 e	102966.91 e	79739.81 e	109318.7 e
THS_EUR,PERS,N1-3,DOM,WW,EU28	: 	: 	101438.4 e	104507.84 e	81829.66 e	111011.62 e
THS_EUR,PERS,N1-3,DOM,WW,FI	7937.06 u	8121.09 u	4926.87 u	6231.1 u	11630.61 	5664.13 u
THS_EUR,PERS,N1-3,DOM,WW,FR	11070.6 u	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,DOM,WW,HR	421.21 u	812.19 u	: u	1456.66 	2063.11 	1678.45 u
THS_EUR,PERS,N1-3,DOM,WW,HU	: 	: 	: 	: u	: u	: u
THS_EUR,PERS,N1-3,DOM,WW,IE	: c	: u	: u	576.64 u	: u	: u
THS_EUR,PERS,N1-3,DOM,WW,IT	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,DOM,WW,LU	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N1-3,DOM,WW,LV	: 	: c	: u	: 	: 	: u
THS_EUR,PERS,N1-3,DOM,WW,MT	2270.61 	2119.35 	1664.1 	1786.78 b	1486.95 	1490.04 
THS_EUR,PERS,N1-3,DOM,WW,NL	3140.01 u	1982.06 u	1204.04 u	898.97 u	: u	: u
THS_EUR,PERS,N1-3,DOM,WW,NO	16691.87 u	18466.09 u	10664.48 u	12213.37 u	14889.71 	: 
THS_EUR,PERS,N1-3,DOM,WW,PL	: c	: u	: u	400.41 bu	: 	: u
THS_EUR,PERS,N1-3,DOM,WW,PT	1123.98 	402.7 	423.11 	426.69 	254.97 	321.92 
THS_EUR,PERS,N1-3,DOM,WW,RO	1315.18 	2931.54 	2556.12 	3078.51 	: u	: u
THS_EUR,PERS,N1-3,DOM,WW,SE	: 	13423.58 	12945.52 	16519.7 	: 	: 
THS_EUR,PERS,N1-3,DOM,WW,SI	: 	: u	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,WW,UK	: 	: 	: 	: 	7973.95 u	: u
THS_EUR,PERS,N1-3,OUT,AIR,AT	147451.21 	143761.37 	137242.59 	148206.84 	145685.32 	117676.02 
THS_EUR,PERS,N1-3,OUT,AIR,BE	125368.41 b	107662.92 	61403.15 	78344.32 	69639.68 	64296.81 
THS_EUR,PERS,N1-3,OUT,AIR,BG	3686.51 u	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,AIR,CH	: 	232235.03 	254316.98 	139738.48 	184804.56 	121305.19 
THS_EUR,PERS,N1-3,OUT,AIR,CY	45662.6 	34009 	26866.21 	29122.19 	37168.62 	32393.66 
THS_EUR,PERS,N1-3,OUT,AIR,CZ	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,AIR,DE	1011361.89 	766017.09 	794210.81 	683836.91 	780228.01 	1361904.17 
THS_EUR,PERS,N1-3,OUT,AIR,DK	: 	114785.72 	124739.38 	93147.74 b	93424.88 b	61725.42 
THS_EUR,PERS,N1-3,OUT,AIR,EA	: 	: 	: 	2138115.5 e	2184932.02 e	2798065.16 e
THS_EUR,PERS,N1-3,OUT,AIR,EE	9727.49 	8402.98 u	7484.72 u	5866.28 	6588.21 u	: u
THS_EUR,PERS,N1-3,OUT,AIR,EL	: 	6777.27 	8361.47 	8415.43 	5794.41 u	5455.09 u
THS_EUR,PERS,N1-3,OUT,AIR,ES	313171.15 	298538.92 	274023.07 b	148261.25 	108493.52 	112018.3 
THS_EUR,PERS,N1-3,OUT,AIR,EU27	: 	: 	3424720.66 e	2960229.52 e	3098311.56 e	3215961.38 e
THS_EUR,PERS,N1-3,OUT,AIR,EU28	: 	: 	3428984.95 e	2971092.52 e	3111941.83 e	3224218.83 e
THS_EUR,PERS,N1-3,OUT,AIR,FI	216366.79 	160326.53 	182709.65 	155925.78 	162332.84 	139958.1 
THS_EUR,PERS,N1-3,OUT,AIR,FR	396526.45 	278801.75 	340234.33 	369492.97 	318787.36 	354212.36 
THS_EUR,PERS,N1-3,OUT,AIR,HR	4024.58 u	6086.22 u	7372.57 u	12646.82 u	: u	8614.5 u
THS_EUR,PERS,N1-3,OUT,AIR,HU	24465.42 	14283.21 	12380.29 	10117.31 	7533.87 	7755.88 
THS_EUR,PERS,N1-3,OUT,AIR,IE	224960.38 	161459.49 	177897.71 	156792.2 	148971.81 	148263.97 
THS_EUR,PERS,N1-3,OUT,AIR,IT	388932.85 	205044.09 	183352.82 u	173484.78 b	221149.14 	269151.34 
THS_EUR,PERS,N1-3,OUT,AIR,LT	6381.29 	6228.26 	6104.64 	5541.83 	4313.14 	8419 
THS_EUR,PERS,N1-3,OUT,AIR,LU	: 	19407.07 	22829.61 	23456.28 	16967.35 	21874.25 
THS_EUR,PERS,N1-3,OUT,AIR,LV	: 	7213.94 u	6999.26 u	6434.74 u	6800.71 u	7674.47 u
THS_EUR,PERS,N1-3,OUT,AIR,MT	10250.36 	8815.26 	6700.35 	7095.49 b	7504.15 	7080.95 
THS_EUR,PERS,N1-3,OUT,AIR,NL	407795.88 	141577.94 	138007.82 	123021.6 	139550.97 	135220.14 
THS_EUR,PERS,N1-3,OUT,AIR,NO	381836.75 	333245.17 	327430.81 	319496.24 	250395.97 	: 
THS_EUR,PERS,N1-3,OUT,AIR,PL	65984.15 	49100.32 	51303.42 	35481.93 b	55204.26 	62194.42 
THS_EUR,PERS,N1-3,OUT,AIR,PT	28844.2 	28026.96 	23480.05 	18230 	11414.98 	14360.56 
THS_EUR,PERS,N1-3,OUT,AIR,RO	7687.89 u	5322.84 u	3949.32 u	3368.41 u	: u	: u
THS_EUR,PERS,N1-3,OUT,AIR,SE	: 	176328.66 	381222.56 	287641.42 	: 	: 
THS_EUR,PERS,N1-3,OUT,AIR,SI	6323.56 u	5260.91 u	5795.29 u	4603.41 u	4387.56 u	5489.48 u
THS_EUR,PERS,N1-3,OUT,AIR,SK	: c	: u	: u	: u	: 	: u
THS_EUR,PERS,N1-3,OUT,AIR,UK	: 	: 	: 	: 	671712.07 	: u
THS_EUR,PERS,N1-3,OUT,BUS,AT	35072.86 	30026.62 	31624.14 	36722.03 	31398.96 	37590.85 
THS_EUR,PERS,N1-3,OUT,BUS,BE	7777.95 b	21918.53 	11977.31 	10884.15 	14310.67 	14152.84 
THS_EUR,PERS,N1-3,OUT,BUS,BG	3719.93 u	3895.6 u	3538.5 u	6503.84 	2130.57 u	2510.66 
THS_EUR,PERS,N1-3,OUT,BUS,CH	: 	12920.39 u	19240.94 u	11042.27 u	15561.68 u	15844.34 u
THS_EUR,PERS,N1-3,OUT,BUS,CZ	11618.9 	9525.74 u	10248.02 	6138.97 u	9419.88 	8813.08 
THS_EUR,PERS,N1-3,OUT,BUS,DE	84699.51 u	194078.51 	90415.18 u	92115.99 u	100259.37 u	106636.19 u
THS_EUR,PERS,N1-3,OUT,BUS,DK	: 	12526.87 u	11542.41 u	10097.72 bu	6435.47 bu	5448.09 u
THS_EUR,PERS,N1-3,OUT,BUS,EA	: 	: 	: 	244929.29 e	253977.17 e	255758.82 e
THS_EUR,PERS,N1-3,OUT,BUS,EE	2275.27 u	2903.85 	2174.7 	1944.95 	2579.35 	: u
THS_EUR,PERS,N1-3,OUT,BUS,EL	: 	1085.24 u	1118.18 u	1097.09 u	1211.2 u	2381.79 u
THS_EUR,PERS,N1-3,OUT,BUS,ES	10941.39 	10342.86 	13382.87 b	4894.56 	7373.7 	7236.12 
THS_EUR,PERS,N1-3,OUT,BUS,EU27	: 	: 	342263.83 e	347374.73 e	314215.13 e	315627.76 e
THS_EUR,PERS,N1-3,OUT,BUS,EU28	: 	: 	359843.75 e	362956.8 e	329791.69 e	331389.01 e
THS_EUR,PERS,N1-3,OUT,BUS,FI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,BUS,FR	30250.94 	20569.95 	28460.14 	27906.15 	22769.66 	27370.97 
THS_EUR,PERS,N1-3,OUT,BUS,HR	12169.75 	11133.09 	15732.59 	13991.51 	15332.27 	15514.67 
THS_EUR,PERS,N1-3,OUT,BUS,HU	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,BUS,IE	2230.62 u	: u	2212.82 u	2936.2 u	2974.24 u	2068.68 u
THS_EUR,PERS,N1-3,OUT,BUS,IT	: u	: u	: u	24414.22 bu	37013.57 u	15434.7 u
THS_EUR,PERS,N1-3,OUT,BUS,LT	2918.03 	2121.22 	4112.64 	1837.43 	1108.81 	832.73 
THS_EUR,PERS,N1-3,OUT,BUS,LU	: 	1763.54 	2275.53 	4631.63 	3346.62 	2968.5 
THS_EUR,PERS,N1-3,OUT,BUS,LV	: 	2751.49 u	3021.41 u	2544.64 u	4680.2 	4766.09 
THS_EUR,PERS,N1-3,OUT,BUS,NL	14134.12 	9526.47 	6751.09 	12776.36 	11785.86 	13845.77 
THS_EUR,PERS,N1-3,OUT,BUS,NO	: u	: u	: u	: u	7082.02 u	: 
THS_EUR,PERS,N1-3,OUT,BUS,PL	16840.53 	15114.67 	25438.92 	12182.92 b	27802.61 	30451.99 
THS_EUR,PERS,N1-3,OUT,BUS,PT	1105.88 u	1825.08 u	1962.24 u	2480.04 u	1607.43 u	1471.31 
THS_EUR,PERS,N1-3,OUT,BUS,RO	1356.32 u	2128.76 u	3323.08 u	2179.57 u	: u	: u
THS_EUR,PERS,N1-3,OUT,BUS,SE	: 	16686.86 	21726.18 	16721.73 	: 	: 
THS_EUR,PERS,N1-3,OUT,BUS,SI	9335.05 	7859.91 	7526.46 	8863.54 	8696.63 	7951.98 
THS_EUR,PERS,N1-3,OUT,BUS,SK	5954.57 u	: u	: u	: u	: u	8258.6 u
THS_EUR,PERS,N1-3,OUT,CAR,AT	178491.31 	174525.17 	158353.24 	178344.26 	140734.19 	128806.51 
THS_EUR,PERS,N1-3,OUT,CAR,BE	105499.06 b	114216.96 	91345.06 	82573.02 	74607.9 	63793.7 
THS_EUR,PERS,N1-3,OUT,CAR,BG	4834.27 	3685.65 u	3986.24 u	4653.38 	4035.15 	3363.92 u
THS_EUR,PERS,N1-3,OUT,CAR,CH	: 	111054.87 	126049.16 	118418.31 	164006.59 	75516.95 
THS_EUR,PERS,N1-3,OUT,CAR,CZ	31388.08 	34522.41 	26990.32 	33736.52 	31134.29 	24292.64 
THS_EUR,PERS,N1-3,OUT,CAR,DE	673201.39 	706556.26 	773990.77 	690264.53 	630787.31 	658984.4 
THS_EUR,PERS,N1-3,OUT,CAR,DK	: 	136551.17 	144619.58 	149086.5 b	133212.34 b	61338.91 
THS_EUR,PERS,N1-3,OUT,CAR,EA	: 	: 	: 	1413882.24 e	1282539.95 e	1356179.61 e
THS_EUR,PERS,N1-3,OUT,CAR,EE	9111.95 	8685.92 	6266.35 	6522.66 	7106.05 	4310.63 
THS_EUR,PERS,N1-3,OUT,CAR,EL	: 	2270.26 u	2273.42 u	1496.94 u	1306.81 u	2822.7 u
THS_EUR,PERS,N1-3,OUT,CAR,ES	90911.1 	72949.53 	72302.39 b	54169.22 	44335.9 	46224.11 
THS_EUR,PERS,N1-3,OUT,CAR,EU27	: 	: 	2167994.02 e	2007790.76 e	1602127.53 e	1661414.02 e
THS_EUR,PERS,N1-3,OUT,CAR,EU28	: 	: 	2216136.86 e	2046308.5 e	1637185.44 e	1699117.21 e
THS_EUR,PERS,N1-3,OUT,CAR,FI	18857.42 	14760.54 	14107.97 	16876.66 	20432.8 	20013.49 
THS_EUR,PERS,N1-3,OUT,CAR,FR	259250.73 	125479.01 	153323.92 	159687.37 	154718.77 	155221.15 
THS_EUR,PERS,N1-3,OUT,CAR,HR	33436.9 	25850.94 	44393.67 	35808.92 	34651.67 	37257.81 
THS_EUR,PERS,N1-3,OUT,CAR,HU	30464.48 	28193.07 	19771.32 	18314.56 	0 	0 
THS_EUR,PERS,N1-3,OUT,CAR,IE	16569.79 	12542.43 	15589.19 	12287.76 	11321.73 	12918.54 
THS_EUR,PERS,N1-3,OUT,CAR,IT	63731.87 u	81217.16 u	121235.91 	60507.97 bu	59544.75 	121711.59 
THS_EUR,PERS,N1-3,OUT,CAR,LT	11045.86 	10798.09 	12223.83 	12058.4 	9055.7 	7759.31 
THS_EUR,PERS,N1-3,OUT,CAR,LU	: 	19231.59 	24551.27 	30223.95 	17558.74 	16916.37 
THS_EUR,PERS,N1-3,OUT,CAR,LV	: 	8691.66 	12209.59 	7836.67 	7358.31 	13073.37 
THS_EUR,PERS,N1-3,OUT,CAR,NL	98310.33 	69133.26 	65506.58 	66295.12 	76452.85 	73621.47 
THS_EUR,PERS,N1-3,OUT,CAR,NO	76865.27 	87004.91 	91716.37 	96654.38 	81028.5 	: 
THS_EUR,PERS,N1-3,OUT,CAR,PL	85111.79 	56789.01 	71203.29 	50387.21 b	101792.71 	162405.18 
THS_EUR,PERS,N1-3,OUT,CAR,PT	9160.98 	8228.52 	4339.13 	4872.17 	3498.45 	6313.38 
THS_EUR,PERS,N1-3,OUT,CAR,RO	3877.09 	5134.08 	3666.08 u	1331.02 u	2587.88 u	1607.99 u
THS_EUR,PERS,N1-3,OUT,CAR,SE	: 	39735.87 	54709.21 	62570.78 	: 	: 
THS_EUR,PERS,N1-3,OUT,CAR,SI	34614.26 	25902.35 	28062.99 	29373.96 	31310.08 	28778.81 
THS_EUR,PERS,N1-3,OUT,CAR,SK	32807.02 	17353.56 	12322.09 u	16398.89 	8666.26 bu	15575.94 
THS_EUR,PERS,N1-3,OUT,LAND,AT	251094.54 	240010.37 	222711.79 	258412.36 	209314.82 	207822.21 
THS_EUR,PERS,N1-3,OUT,LAND,BE	147639.93 b	168337.41 	138869.94 	125016.93 	126488.52 	111014.47 
THS_EUR,PERS,N1-3,OUT,LAND,BG	8554.2 	7581.25 	7596.53 	11342.59 	6225.19 	5874.59 
THS_EUR,PERS,N1-3,OUT,LAND,CH	: 	197033.56 	220145.17 	198750.52 	259845.09 	165002.97 
THS_EUR,PERS,N1-3,OUT,LAND,CZ	45643.36 	46531.25 	39164.95 	41652.04 	41921.85 	35882.98 
THS_EUR,PERS,N1-3,OUT,LAND,DE	943764.45 	1040695.71 	963436.52 	973156.06 	978161.51 	914561.63 
THS_EUR,PERS,N1-3,OUT,LAND,DK	: 	170273.04 	174331.17 	171620.69 b	154418 b	74609.05 
THS_EUR,PERS,N1-3,OUT,LAND,EA	: 	: 	: 	2087074.73 e	2030724.47 e	1983081.65 e
THS_EUR,PERS,N1-3,OUT,LAND,EE	11521.83 	11827.44 	8441.05 	8487.92 	9901.35 	7610.03 
THS_EUR,PERS,N1-3,OUT,LAND,EL	: 	3595.91 	3391.61 	2695.4 	2566.34 	5204.49 
THS_EUR,PERS,N1-3,OUT,LAND,ES	105780.64 	85211.44 	89762.37 b	63990.58 	55075.86 	59055.41 
THS_EUR,PERS,N1-3,OUT,LAND,EU27	: 	: 	2941108.48 e	2910479.48 e	2607705.8 e	2469167.26 e
THS_EUR,PERS,N1-3,OUT,LAND,EU28	: 	: 	3007151.84 e	2964889.25 e	2660197.96 e	2526081.84 e
THS_EUR,PERS,N1-3,OUT,LAND,FI	24911.26 	23812.84 	23734.2 	23976.38 	32782.99 	29437.02 
THS_EUR,PERS,N1-3,OUT,LAND,FR	395621.85 	235027.06 	283493.01 	294570.68 	293865.46 	274321.43 
THS_EUR,PERS,N1-3,OUT,LAND,HR	46776.07 	37307.58 	60865.06 	50662.39 	51917.39 	56236.07 
THS_EUR,PERS,N1-3,OUT,LAND,HU	30476.67 	28208.14 	19785.07 	18514.65 	549.13 	13.07 
THS_EUR,PERS,N1-3,OUT,LAND,IE	22216.72 	14189.12 	19295.37 	18529.3 	16465.08 	18032.9 
THS_EUR,PERS,N1-3,OUT,LAND,IT	100520.49 	99154.04 	146618.29 	100427.3 b	108287.66 	148697.12 
THS_EUR,PERS,N1-3,OUT,LAND,LT	15687.33 	14168.19 	17024.07 	16458.92 	11292.23 	11048.39 
THS_EUR,PERS,N1-3,OUT,LAND,LU	: 	25544.12 	33666.57 	44912.74 	28856.59 	25652.52 
THS_EUR,PERS,N1-3,OUT,LAND,LV	: 	12262.95 	17144.44 	10622.07 	12589.58 	17941.71 
THS_EUR,PERS,N1-3,OUT,LAND,NL	148209.96 	94405.79 	90491.11 	94786.73 	108366.83 	112062.6 
THS_EUR,PERS,N1-3,OUT,LAND,NO	90247.61 	103035.27 	107820.38 	109488.91 	92452.73 	: 
THS_EUR,PERS,N1-3,OUT,LAND,PL	103515.97 	75074.7 	98448.15 	64898.87 b	133936.88 	197607.91 
THS_EUR,PERS,N1-3,OUT,LAND,PT	10784.34 	10362.61 	6344.98 	7574.73 	5248.19 	7799.39 
THS_EUR,PERS,N1-3,OUT,LAND,RO	5233.41 	7292.29 	7340.21 	3510.59 	5781.71 	2897.1 
THS_EUR,PERS,N1-3,OUT,LAND,SE	: 	70861.44 	103275.15 	116650.17 	: 	: 
THS_EUR,PERS,N1-3,OUT,LAND,SI	44826.38 	34175.92 	35987.89 	38875.43 	40925.99 	37324.93 
THS_EUR,PERS,N1-3,OUT,LAND,SK	45474.65 	29411.37 	17627.97 	22342.76 	14168.11 b	24241.54 
THS_EUR,PERS,N1-3,OUT,LAND,UK	: 	: 	: 	: 	160760.95 	: u
THS_EUR,PERS,N1-3,OUT,OTH,AT	5069.3 u	3797.97 u	4314.4 u	11529.76 u	6764.74 u	: u
THS_EUR,PERS,N1-3,OUT,OTH,BE	: u	1291.03 	: u	: u	6222.35 	: 
THS_EUR,PERS,N1-3,OUT,OTH,BG	: 	: 	: 	: 	: u	: 
THS_EUR,PERS,N1-3,OUT,OTH,CH	: 	: u	: u	: 	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,CZ	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,OTH,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,DK	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,EA	: 	: 	: 	25712.07 e	30656.48 e	37838.18 e
THS_EUR,PERS,N1-3,OUT,OTH,EE	: c	: u	: 	: 	: u	: 
THS_EUR,PERS,N1-3,OUT,OTH,EL	: 	: u	: 	: 	: u	: 
THS_EUR,PERS,N1-3,OUT,OTH,ES	: c	: u	: u	808.3 	1486.33 u	800.1 u
THS_EUR,PERS,N1-3,OUT,OTH,EU27	: 	: 	30048.3 e	44795.59 e	33679.62 e	40630.34 e
THS_EUR,PERS,N1-3,OUT,OTH,EU28	: 	: 	30389.14 e	44826.73 e	34457.22 e	42554.83 e
THS_EUR,PERS,N1-3,OUT,OTH,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,HU	0 	9.75 	0 	0 	0 	0 
THS_EUR,PERS,N1-3,OUT,OTH,IE	: c	: 	: 	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,IT	: u	: u	: u	: u	: 	: u
THS_EUR,PERS,N1-3,OUT,OTH,LT	: c	: u	5.43 	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,LU	: 	: u	636.06 u	1246.13 u	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,LV	: 	: c	: u	: 	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,NL	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,NO	: u	: u	: u	: u	: u	: 
THS_EUR,PERS,N1-3,OUT,OTH,PL	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,OTH,PT	: c	: u	: 	: u	: u	: 
THS_EUR,PERS,N1-3,OUT,OTH,RO	: 	: 	: u	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,OTH,SE	: 	: u	: u	9111.31 u	: 	: 
THS_EUR,PERS,N1-3,OUT,OTH,SI	: c	: u	: u	: 	: u	: 
THS_EUR,PERS,N1-3,OUT,OTH,SK	: 	: 	: 	: u	: 	: 
THS_EUR,PERS,N1-3,OUT,RAIL,AT	32461.06 	31660.6 	28420.01 	31816.31 	30416.94 	39338.34 
THS_EUR,PERS,N1-3,OUT,RAIL,BE	34333.73 b	30910.89 	34668.23 	30852.65 	31347.61 	33067.93 
THS_EUR,PERS,N1-3,OUT,RAIL,BG	: 	: 	: u	: u	: 	: 
THS_EUR,PERS,N1-3,OUT,RAIL,CH	: 	71969.67 	74334.39 	69289.94 	79165.73 	73641.68 
THS_EUR,PERS,N1-3,OUT,RAIL,CZ	2636.38 u	2483.1 u	: u	: u	1367.68 u	2777.27 u
THS_EUR,PERS,N1-3,OUT,RAIL,DE	180429.63 u	124677.96 	92597.74 u	182277.37 	232881.39 	125237.86 u
THS_EUR,PERS,N1-3,OUT,RAIL,DK	: 	20708.58 	16998.18 u	8108.17 bu	14727.45 bu	7424.67 u
THS_EUR,PERS,N1-3,OUT,RAIL,EA	: 	: 	: 	402551.13 e	463550.87 e	333305.03 e
THS_EUR,PERS,N1-3,OUT,RAIL,EE	: c	: u	: 	: u	: u	: 
THS_EUR,PERS,N1-3,OUT,RAIL,EL	: 	: u	: 	: u	: 	: 
THS_EUR,PERS,N1-3,OUT,RAIL,ES	3771.35 u	: u	: u	4118.49 u	: u	4795.08 u
THS_EUR,PERS,N1-3,OUT,RAIL,EU27	: 	: 	400802.33 e	510518.4 e	657683.52 e	451495.14 e
THS_EUR,PERS,N1-3,OUT,RAIL,EU28	: 	: 	400782.1 e	510797.23 e	658763.61 e	453020.8 e
THS_EUR,PERS,N1-3,OUT,RAIL,FI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,RAIL,FR	103679.48 	86254.39 	101223.75 	105689.48 	115449.86 	90839.35 
THS_EUR,PERS,N1-3,OUT,RAIL,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,RAIL,IE	2783.41 u	1285.8 u	: u	3077.82 u	: u	2951.1 u
THS_EUR,PERS,N1-3,OUT,RAIL,IT	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,RAIL,LT	1718.56 	1244.8 u	: u	2561.58 u	1127.72 u	2456.35 
THS_EUR,PERS,N1-3,OUT,RAIL,LU	: 	3845.47 	6203.7 	8811.03 	7626.43 	5602.09 
THS_EUR,PERS,N1-3,OUT,RAIL,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,RAIL,NL	35765.51 	15564.85 	17947.39 	15706.65 	20080.17 	24595.37 
THS_EUR,PERS,N1-3,OUT,RAIL,NO	: u	: u	: u	: u	: u	: 
THS_EUR,PERS,N1-3,OUT,RAIL,PL	1414.11 	3169.08 	1623.76 	2247.44 b	: u	: u
THS_EUR,PERS,N1-3,OUT,RAIL,PT	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,RAIL,RO	: 	: u	: u	: 	: u	: u
THS_EUR,PERS,N1-3,OUT,RAIL,SE	: 	12962.46 	24994.76 	28246.36 	: 	: 
THS_EUR,PERS,N1-3,OUT,RAIL,SI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,RAIL,SK	6713.06 u	4739.36 u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,RAIL,UK	: 	: 	: 	: 	160760.95 	: u
THS_EUR,PERS,N1-3,OUT,TOTAL,AT	399503.21 	384315.06 	360409.86 	407416.63 	355152.16 	325498.23 
THS_EUR,PERS,N1-3,OUT,TOTAL,BE	277346.97 b	281410.63 	200541.64 	204488.37 	196300.09 	175882.43 
THS_EUR,PERS,N1-3,OUT,TOTAL,BG	12240.7 	13542.26 	10560.62 	14355.85 	10532.19 	7890.78 
THS_EUR,PERS,N1-3,OUT,TOTAL,CH	: 	430979.1 	478475.02 	338489 	444649.66 	286308.16 
THS_EUR,PERS,N1-3,OUT,TOTAL,CY	45816.1 	34490.14 	28135.06 	30664.15 	38837.84 	34960.4 
THS_EUR,PERS,N1-3,OUT,TOTAL,CZ	50627.57 	52313.89 	45384.28 	51846.83 	48402.64 	43564.44 
THS_EUR,PERS,N1-3,OUT,TOTAL,DE	1987483.35 	1811503.3 	1786563.61 	1680730.97 	1799720.49 	2339182.45 
THS_EUR,PERS,N1-3,OUT,TOTAL,DK	: 	292749.71 	305294.97 	270820.46 b	250245.08 b	136849.43 
THS_EUR,PERS,N1-3,OUT,TOTAL,EA	: 	: 	: 	4471391.99 e	4465865.28 e	5079012.18 e
THS_EUR,PERS,N1-3,OUT,TOTAL,EE	28827.61 	27098.87 	23869.6 	22396.56 	22783.55 	20680.69 
THS_EUR,PERS,N1-3,OUT,TOTAL,EL	: 	10399.71 	11813.82 	11233.53 	8451.26 	10873.04 
THS_EUR,PERS,N1-3,OUT,TOTAL,ES	422681.68 	384974.21 	364934.69 b	213318.86 	164935.76 	172094.2 
THS_EUR,PERS,N1-3,OUT,TOTAL,EU27	: 	: 	6764865.29 e	6235700.4 e	6063858.06 e	6067921.51 e
THS_EUR,PERS,N1-3,OUT,TOTAL,EU28	: 	: 	6834687.16 e	6300528.82 e	6130030.22 e	6134815.42 e
THS_EUR,PERS,N1-3,OUT,TOTAL,FI	416975.75 	349187.3 	376142.36 	344674.35 	370609.39 	362724.72 
THS_EUR,PERS,N1-3,OUT,TOTAL,FR	797422.26 	519042.79 	627937.4 	668297.89 	616705.41 	633606.1 
THS_EUR,PERS,N1-3,OUT,TOTAL,HR	51058.44 	43393.8 	68237.63 	63309.21 	65893.07 	66601.02 
THS_EUR,PERS,N1-3,OUT,TOTAL,HU	54942.08 	42491.34 	32165.36 	28631.97 	8083 	7768.95 
THS_EUR,PERS,N1-3,OUT,TOTAL,IE	257099.57 	182961.29 	207439.57 	187366.84 	173442.37 	177183.69 
THS_EUR,PERS,N1-3,OUT,TOTAL,IT	489453.34 	319912.05 	356912.27 	297461.44 b	335551.96 	427318.36 
THS_EUR,PERS,N1-3,OUT,TOTAL,LT	22243.23 	20792.63 	23267.24 	22440.49 	15743.33 	19772.55 
THS_EUR,PERS,N1-3,OUT,TOTAL,LU	: 	44951.19 	56575.58 	68372.83 	45823.93 	47803.96 
THS_EUR,PERS,N1-3,OUT,TOTAL,LV	: 	22230.42 	28009.46 	19946.72 	22570.77 	32029.08 
THS_EUR,PERS,N1-3,OUT,TOTAL,MT	12030.39 	11152.07 	8399.9 	8626.34 b	8522.86 	7603.98 
THS_EUR,PERS,N1-3,OUT,TOTAL,NL	558750.11 	241481.56 	231659.47 	221412.18 	252335.41 	250444.87 
THS_EUR,PERS,N1-3,OUT,TOTAL,NO	516061.89 	485461.6 	481539.65 	501580.86 	405940.76 	: 
THS_EUR,PERS,N1-3,OUT,TOTAL,PL	172864.4 	126846.86 	151983.23 	103022.2 b	191774.84 	261866.75 
THS_EUR,PERS,N1-3,OUT,TOTAL,PT	39628.53 	38389.57 	29825.03 	25804.73 	16663.17 	22159.94 
THS_EUR,PERS,N1-3,OUT,TOTAL,RO	12921.29 	12615.13 	11289.53 	6878.99 	10536.9 	8168.83 
THS_EUR,PERS,N1-3,OUT,TOTAL,SE	: 	311935.19 	564264.46 	468931.95 	: 	: 
THS_EUR,PERS,N1-3,OUT,TOTAL,SI	51149.94 	39446.13 	41909.64 	43556.53 	45313.56 	42818.83 
THS_EUR,PERS,N1-3,OUT,TOTAL,SK	47992.52 	32775.66 	21104.69 	26637.35 	14168.11 b	27551.46 
THS_EUR,PERS,N1-3,OUT,TOTAL,UK	: 	: 	: 	: 	924953.67 	: u
THS_EUR,PERS,N1-3,OUT,WW,AT	: c	: u	: u	: u	: u	: 
