unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
THS_NAC,PROF,N_GE4,DOM,Y55-64,DE	306094.83 u	664926.04 u	680257.24 	242094.01 u	267955.79 u	235076.98 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,DK	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,EE	: c	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,EL	: 	7791.82 u	: u	6400.01 u	11577.3 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,ES	61278.89 	128550.26 	48805.69 b	56599.24 	132929.9 	118970.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,EU28	: 	: 	: 	: 	: 	1717584.82 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,FR	378403.39 	380256.34 	386631.81 	407836.25 	313815.9 	231749.24 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,HR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,HU	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,IE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,LT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,LV	: 	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,MT	: c	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,NL	: c	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,NO	: u	753902.67 u	: u	934650.22 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,PL	54618.75 u	41063.28 u	45166.42 u	59700.58 b	: u	272112.1 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,PT	10603.17 	2065.69 u	6954.05 	7608.87 	3833.81 	4364.44 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,RO	123125.95 	91516.92 	118208.23 	101994.62 	97397.53 	94861.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,SI	: c	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,SK	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y55-64,UK	: 	: 	: 	: 	101015.36 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,AT	202239.02 	215689.45 	167128.14 	140802.81 	94959.85 	111739.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,BE	: u	3840.52 	12054.97 u	: u	: u	21673.04 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,BG	: c	16418.2 u	: u	: u	12195.04 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,CY	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,CZ	880950.23 u	688513.97 u	539335.33 u	564483.41 u	755643.42 	523433.23 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,DE	2921333.92 	3711055.09 	5395002.86 	3970867.94 	3820238.66 	3290193.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,DK	: 	698214.99 	1029958.47 	: u	278431.99 bu	329932.6 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,EE	9494.8 u	14393.53 u	7941.99 u	6441.28 u	2142.61 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,EL	: 	52568.9 	38162.86 	50184.56 	45122.24 	29954.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,ES	765208.46 	946880.8 	513118.43 b	625026.33 	843349.91 	1124766.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,EU28	: 	: 	: 	: 	: 	19789235.22 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,FI	204748.33 	248009.43 	182639.17 	156362.26 	158781.17 	213175.68 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,FR	2401532.51 	1839505.89 	1933292.01 	2534624.11 	2576666.26 	2465000.37 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,HR	717543.45 	344909.09 	490303.59 u	322795.46 	422060.59 	348427.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,HU	584037.76 u	1547153.31 u	733977.08 u	929491.81 u	889206.04 u	5336520.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,IE	24860.13 u	19203.18 u	11469.05 u	22956.02 	7093.14 u	22103.25 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,IT	562454.75 u	386399.29 	454020.62 	300419.37 b	359020.54 	593709.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,LT	3816.02 	2885.72 	3757.71 	2332.91 	6420.82 	4076.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,LU	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,LV	: 	: c	: u	: u	4035.05 u	2100.08 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,MT	: c	: c	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,NL	109245.48 u	77512.42 u	32456.19 u	40035.33 u	28594.62 u	67780.96 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,NO	4422214.77 	3509568.68 	2879041.92 	3727741.18 	1882303.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,PL	544462.09 	482723.9 	489710.97 	426174.06 b	980872.17 	2149797.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,PT	43040.33 	53579.51 	53583.28 	43582.53 	32210.94 	25393.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,RO	406759.29 	286068.72 	379943 	297922.52 	325840.81 	284413.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,SE	: 	2260281.13 	1960112.62 	2489488.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,SK	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE15,UK	: 	: 	: 	: 	1155767.51 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,AT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,BE	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,BG	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,CH	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,CY	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,CZ	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,DE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,DK	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,EE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,EL	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,ES	: c	: u	: u	: u	: u	33745.33 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,EU28	: 	: 	: 	: 	: 	631033.59 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,FR	47504.49 u	83249.16 u	82075.61 	86712.2 	81482.42 	76733.26 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,HR	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,HU	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,IE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,LT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,LV	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,NL	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,NO	: u	310955.96 u	: u	: u	152086.03 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,PL	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,PT	4770.57 u	10936.5 	7020.32 u	2804.71 u	2464.76 u	2925.46 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,RO	160280.3 	124172.57 	164852.52 	132017.54 	133485.5 	134592.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,SE	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,SI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_GE65,UK	: 	: 	: 	: 	52744.66 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,DOM,Y_LT15,ES	: 	: 	: 	: u	16158.74 u	27338.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,AT	88854.68 u	60398.23 u	289079.07 u	93616.71 u	104047.91 u	155694.08 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,BE	: u	61028.05 	59593.32 u	43942.87 	: u	118891.52 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,BG	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,CH	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,CY	: c	: u	: u	: u	: u	36035.43 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,CZ	: c	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,DE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,DK	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,EL	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,ES	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,EU28	: 	: 	: 	: 	: 	4181891.16 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,FR	: u	88905.5 u	: u	249195.58 u	390034.9 u	216323.89 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,HR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,HU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,IE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,LT	16530.3 	14139.95 	10700.52 	8062.82 	33755.7 	15415.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,LV	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,MT	: c	: c	: c	: u	2211.1 u	1919.98 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,NL	151461.9 u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,NO	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,PL	67755.96 u	112142.46 	132596.12 	124401.53 bu	842876.97 	1086097.23 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,PT	15782.65 u	12140.35 u	22745.44 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,RO	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,SI	: c	: u	: u	: u	15510.05 u	19296.33 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,SK	: c	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y15-24,UK	: 	: 	: 	: 	95784.07 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,AT	248826.13 u	190462.08 u	252226.53 	404199.69 	285043.92 u	211759.06 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,BE	171853.52 bu	114195.83 	108402.8 	92760.31 	185806.12 	157874.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,CY	: c	: u	26833.92 u	27217.37 u	44009.34 u	26026.36 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,CZ	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,DE	3100968.38 u	2035188.48 u	1154350.31 u	2086485.98 u	3411588.21 u	2067604.16 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,DK	: 	: u	: u	: u	: u	968669.17 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,EE	54510.75 u	59736.28 u	63414.22 	51735.36 	21581.08 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,EL	: 	: u	: u	10858.53 u	24053.16 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,ES	360043.37 u	374513.38 u	163508.19 bu	117629.55 	140657.05 	100679.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,EU28	: 	: 	: 	: 	: 	18313929.06 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,FI	292169.74 u	256913.94 u	288893.6 u	245800.22 u	211010.53 u	324209.86 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,FR	362689.35 	377530.6 	466255.12 	290447.32 u	387839.12 	618784.33 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
