unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,FI	598767.86 	: 	: 	502075.84 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,FR	38525.95 u	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,HR	: 	: 	: 	47110.83 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,HU	245469.04 	: 	: 	160703.22 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,IE	133201.21 	: 	: 	57200.2 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,IT	228094.3 u	: 	: 	139498.42 u
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,LT	12924.03 	: 	: 	3172.25 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,LU	: 	: 	: 	12303.85 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,LV	: 	: 	: 	8718.13 u
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,MT	35813.62 	: 	: 	9689.65 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,NL	680132.06 	: 	: 	424584.46 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,PL	18276.16 	: 	: 	33221.44 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,PT	14840.16 u	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,RO	13000.68 u	: 	: 	7196.02 u
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,SE	: 	: 	: 	402140.86 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,SI	34813.67 	: 	: 	31858.84 
THS_EUR,PERS,N1-3,OUT,ACC_TO_TA,SK	25052.2 u	: 	: 	31820.52 u
THS_EUR,PERS,N1-3,OUT,ACC_WEB,AT	799504.53 	: 	: 	654694.66 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,BE	601294.75 b	: 	: 	424511.51 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,BG	: c	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,CH	: 	: 	997887.44 	758271.64 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,CY	94517.7 	: 	: 	38812.08 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,CZ	113462.82 	: 	: 	73465.15 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,DE	3561645.82 	: 	: 	2473816.93 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,DK	: 	: 	: 	268119.32 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,EA	: 	: 	: 	7393239.39 e
THS_EUR,PERS,N1-3,OUT,ACC_WEB,EE	60682.27 	: 	: 	40206.44 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,EL	: 	: 	: 	13768.64 u
THS_EUR,PERS,N1-3,OUT,ACC_WEB,ES	862201.52 	: 	: 	95026.19 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,EU27	: 	: 	: 	9413414.18 e
THS_EUR,PERS,N1-3,OUT,ACC_WEB,EU28	: 	: 	: 	9473991.28 e
THS_EUR,PERS,N1-3,OUT,ACC_WEB,FI	1135695.62 	: 	: 	886427.65 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,FR	1356773.88 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,HR	: 	: 	: 	62974.56 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,HU	77481.29 	: 	: 	34694.58 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,IE	486251.43 	: 	: 	309722.66 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,IT	714490.65 	: 	: 	396085.55 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,LT	26352.26 	: 	: 	21865.47 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,LU	: 	: 	: 	109984.41 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,LV	: 	: 	: 	24084.93 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,MT	47700.36 	: 	: 	16547.77 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,NL	1020264.13 	: 	: 	555957.04 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,PL	220922.81 	: 	: 	86513.05 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,PT	59477.03 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,RO	10184.03 u	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,ACC_WEB,SE	: 	: 	: 	316555.64 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,SI	63617.76 	: 	: 	33141.32 
THS_EUR,PERS,N1-3,OUT,ACC_WEB,SK	55108.62 u	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,DIRECT,AT	593810.4 	: 	: 	575808.38 
THS_EUR,PERS,N1-3,OUT,DIRECT,BE	766639.72 b	: 	: 	535942.59 
THS_EUR,PERS,N1-3,OUT,DIRECT,BG	15991.67 u	: 	: 	15411.52 
THS_EUR,PERS,N1-3,OUT,DIRECT,CH	: 	: 	441945.61 	344804.08 
THS_EUR,PERS,N1-3,OUT,DIRECT,CY	23195.88 u	: 	: 	18955.66 
THS_EUR,PERS,N1-3,OUT,DIRECT,CZ	122105.91 	: 	: 	72858.83 
THS_EUR,PERS,N1-3,OUT,DIRECT,DE	4096199.77 	: 	: 	2976855.37 
THS_EUR,PERS,N1-3,OUT,DIRECT,DK	: 	: 	: 	312135.51 
THS_EUR,PERS,N1-3,OUT,DIRECT,EA	: 	: 	: 	6921255.32 e
THS_EUR,PERS,N1-3,OUT,DIRECT,EE	42342.84 	: 	: 	20755.92 
THS_EUR,PERS,N1-3,OUT,DIRECT,EL	: 	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,DIRECT,ES	455694.49 	: 	: 	575947.33 
THS_EUR,PERS,N1-3,OUT,DIRECT,EU27	: 	: 	: 	8794764.07 e
THS_EUR,PERS,N1-3,OUT,DIRECT,EU28	: 	: 	: 	8821722.82 e
THS_EUR,PERS,N1-3,OUT,DIRECT,FI	751724.54 	: 	: 	639520.79 
THS_EUR,PERS,N1-3,OUT,DIRECT,HR	: 	: 	: 	32927.06 
THS_EUR,PERS,N1-3,OUT,DIRECT,HU	87818.77 	: 	: 	40389.81 
THS_EUR,PERS,N1-3,OUT,DIRECT,IE	619291.7 	: 	: 	453783.77 
THS_EUR,PERS,N1-3,OUT,DIRECT,IT	908397.62 	: 	: 	479073.06 
THS_EUR,PERS,N1-3,OUT,DIRECT,LT	20273.66 	: 	: 	40788.07 
THS_EUR,PERS,N1-3,OUT,DIRECT,LU	: 	: 	: 	166938.97 
THS_EUR,PERS,N1-3,OUT,DIRECT,LV	: 	: 	: 	10212.04 u
THS_EUR,PERS,N1-3,OUT,DIRECT,MT	20502.16 	: 	: 	12432.83 
THS_EUR,PERS,N1-3,OUT,DIRECT,NL	432074.02 	: 	: 	223406.91 
THS_EUR,PERS,N1-3,OUT,DIRECT,PL	282028.94 	: 	: 	123983.98 
THS_EUR,PERS,N1-3,OUT,DIRECT,PT	82376.62 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,DIRECT,RO	: c	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,DIRECT,SE	: 	: 	: 	144210.83 
THS_EUR,PERS,N1-3,OUT,DIRECT,SI	88963.46 	: 	: 	58100.73 
THS_EUR,PERS,N1-3,OUT,DIRECT,SK	85586.92 	: 	: 	27317.74 u
THS_EUR,PERS,N1-3,OUT,NBOOK,AT	117469.14 	: 	: 	105210.96 
THS_EUR,PERS,N1-3,OUT,NBOOK,BE	66238 b	: 	: 	79958.54 
THS_EUR,PERS,N1-3,OUT,NBOOK,BG	: c	: 	: 	5749 u
THS_EUR,PERS,N1-3,OUT,NBOOK,CH	: 	: 	890757.31 	685095.73 
THS_EUR,PERS,N1-3,OUT,NBOOK,CY	31584.57 	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,NBOOK,CZ	42645.1 	: 	: 	52032.71 
THS_EUR,PERS,N1-3,OUT,NBOOK,DE	405492.05 u	: 	: 	514558.94 
THS_EUR,PERS,N1-3,OUT,NBOOK,DK	: 	: 	: 	418221.31 
THS_EUR,PERS,N1-3,OUT,NBOOK,EA	: 	: 	: 	1329448.15 e
THS_EUR,PERS,N1-3,OUT,NBOOK,EE	7637.88 	: 	: 	53886.01 
THS_EUR,PERS,N1-3,OUT,NBOOK,EL	: 	: 	: 	1338.47 u
THS_EUR,PERS,N1-3,OUT,NBOOK,ES	60816.09 	: 	: 	80204.5 
THS_EUR,PERS,N1-3,OUT,NBOOK,EU27	: 	: 	: 	2619870.8 e
THS_EUR,PERS,N1-3,OUT,NBOOK,EU28	: 	: 	: 	2726757.44 e
THS_EUR,PERS,N1-3,OUT,NBOOK,FI	167515.51 	: 	: 	190291.72 
THS_EUR,PERS,N1-3,OUT,NBOOK,FR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,NBOOK,HR	: 	: 	: 	96228.31 
THS_EUR,PERS,N1-3,OUT,NBOOK,HU	109719.98 	: 	: 	82501.89 
THS_EUR,PERS,N1-3,OUT,NBOOK,IE	13654.06 	: 	: 	17645.13 
THS_EUR,PERS,N1-3,OUT,NBOOK,IT	: u	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,NBOOK,LT	29677.77 	: 	: 	28824.29 
THS_EUR,PERS,N1-3,OUT,NBOOK,LU	: 	: 	: 	28113.05 
THS_EUR,PERS,N1-3,OUT,NBOOK,LV	: 	: 	: 	29884.35 
THS_EUR,PERS,N1-3,OUT,NBOOK,MT	: 	: 	: 	7450.14 u
THS_EUR,PERS,N1-3,OUT,NBOOK,NL	50552.77 	: 	: 	28734.1 
THS_EUR,PERS,N1-3,OUT,NBOOK,PL	154100.76 	: 	: 	176380.5 
THS_EUR,PERS,N1-3,OUT,NBOOK,PT	8048.9 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,NBOOK,RO	10704.5 	: 	: 	6190.09 u
THS_EUR,PERS,N1-3,OUT,NBOOK,SE	: 	: 	: 	161071.8 
THS_EUR,PERS,N1-3,OUT,NBOOK,SI	40821.22 	: 	: 	33378.78 
THS_EUR,PERS,N1-3,OUT,NBOOK,SK	68991.95 	: 	: 	54787.16 
THS_EUR,PERS,N1-3,OUT,NPACK,AT	1013600.66 	: 	: 	835504.95 
THS_EUR,PERS,N1-3,OUT,NPACK,BE	878014.63 b	: 	: 	693848.41 
THS_EUR,PERS,N1-3,OUT,NPACK,BG	22372.76 	: 	: 	21160.52 
THS_EUR,PERS,N1-3,OUT,NPACK,CH	: 	: 	1480293.05 	1125521.68 
THS_EUR,PERS,N1-3,OUT,NPACK,CY	128972.35 	: 	: 	68864.35 
THS_EUR,PERS,N1-3,OUT,NPACK,CZ	169649.36 	: 	: 	136914.17 
THS_EUR,PERS,N1-3,OUT,NPACK,DE	4638684.87 	: 	: 	3631117.99 
THS_EUR,PERS,N1-3,OUT,NPACK,DK	: 	: 	: 	747627.48 
THS_EUR,PERS,N1-3,OUT,NPACK,EA	: 	: 	: 	10839928.15 e
THS_EUR,PERS,N1-3,OUT,NPACK,EE	71202.14 	: 	: 	78328.25 
THS_EUR,PERS,N1-3,OUT,NPACK,EL	: 	: 	: 	24074.56 
THS_EUR,PERS,N1-3,OUT,NPACK,ES	1157029.75 	: 	: 	731981.72 
THS_EUR,PERS,N1-3,OUT,NPACK,EU27	: 	: 	: 	14925306.34 e
THS_EUR,PERS,N1-3,OUT,NPACK,EU28	: 	: 	: 	15080052.46 e
THS_EUR,PERS,N1-3,OUT,NPACK,FI	1276677.02 	: 	: 	1048724.01 
THS_EUR,PERS,N1-3,OUT,NPACK,FR	1884217.49 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,NPACK,HR	: 	: 	: 	151162.95 
THS_EUR,PERS,N1-3,OUT,NPACK,HU	204849.59 	: 	: 	122891.69 
THS_EUR,PERS,N1-3,OUT,NPACK,IE	725615.55 	: 	: 	497769.65 
THS_EUR,PERS,N1-3,OUT,NPACK,IT	1042736.71 	: 	: 	581448.57 
THS_EUR,PERS,N1-3,OUT,NPACK,LT	64673.38 	: 	: 	69612.36 
THS_EUR,PERS,N1-3,OUT,NPACK,LU	: 	: 	: 	195408.46 
THS_EUR,PERS,N1-3,OUT,NPACK,LV	: 	: 	: 	44755.99 
THS_EUR,PERS,N1-3,OUT,NPACK,MT	57963.45 	: 	: 	27893.42 
THS_EUR,PERS,N1-3,OUT,NPACK,NL	1174736.35 	: 	: 	669174.49 
THS_EUR,PERS,N1-3,OUT,NPACK,NO	1279636.1 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,NPACK,PL	596750.31 	: 	: 	307111.07 
THS_EUR,PERS,N1-3,OUT,NPACK,PT	97472.5 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,NPACK,RO	24374.57 	: 	: 	8391.92 u
THS_EUR,PERS,N1-3,OUT,NPACK,SE	: 	: 	: 	747883.88 
THS_EUR,PERS,N1-3,OUT,NPACK,SI	143338.13 	: 	: 	100505.2 
THS_EUR,PERS,N1-3,OUT,NPACK,SK	160385.07 	: 	: 	86626.91 
THS_EUR,PERS,N1-3,OUT,PACK,AT	296539.07 	: 	: 	389466.81 
THS_EUR,PERS,N1-3,OUT,PACK,BE	75964.56 b	: 	: 	87174.35 
THS_EUR,PERS,N1-3,OUT,PACK,BG	14200.06 u	: 	: 	13271.62 u
THS_EUR,PERS,N1-3,OUT,PACK,CH	: 	: 	248578.66 u	166847.48 u
THS_EUR,PERS,N1-3,OUT,PACK,CY	: c	: 	: 	7984.86 u
THS_EUR,PERS,N1-3,OUT,PACK,CZ	40287.67 	: 	: 	46034.9 u
THS_EUR,PERS,N1-3,OUT,PACK,DE	644667.51 	: 	: 	715118.27 
THS_EUR,PERS,N1-3,OUT,PACK,DK	: 	: 	: 	40661.56 u
THS_EUR,PERS,N1-3,OUT,PACK,EA	: 	: 	: 	2428269.57 e
THS_EUR,PERS,N1-3,OUT,PACK,EE	23453.63 	: 	: 	5367.67 u
THS_EUR,PERS,N1-3,OUT,PACK,EL	: 	: 	: 	7965.21 u
THS_EUR,PERS,N1-3,OUT,PACK,ES	236383.51 	: 	: 	98177.62 
THS_EUR,PERS,N1-3,OUT,PACK,EU27	: 	: 	: 	3369849.88 e
THS_EUR,PERS,N1-3,OUT,PACK,EU28	: 	: 	: 	3413962 e
THS_EUR,PERS,N1-3,OUT,PACK,FI	287711.01 	: 	: 	298514.87 
THS_EUR,PERS,N1-3,OUT,PACK,FR	388185.58 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,PACK,HR	: 	: 	: 	42149.09 
THS_EUR,PERS,N1-3,OUT,PACK,HU	248683.7 	: 	: 	162471.34 
THS_EUR,PERS,N1-3,OUT,PACK,IE	69569.81 	: 	: 	52800.28 
THS_EUR,PERS,N1-3,OUT,PACK,IT	: u	: 	: 	109650.64 u
THS_EUR,PERS,N1-3,OUT,PACK,LT	6185.2 	: 	: 	3172.25 
THS_EUR,PERS,N1-3,OUT,PACK,LU	: 	: 	: 	12303.85 
THS_EUR,PERS,N1-3,OUT,PACK,LV	: 	: 	: 	8014.91 u
THS_EUR,PERS,N1-3,OUT,PACK,MT	4115.21 u	: 	: 	4444.32 u
THS_EUR,PERS,N1-3,OUT,PACK,NL	197678.36 	: 	: 	89804.86 
THS_EUR,PERS,N1-3,OUT,PACK,NO	172423.06 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,PACK,PL	16309.51 	: 	: 	29023.72 
THS_EUR,PERS,N1-3,OUT,PACK,PT	9767.91 u	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,PACK,RO	7528.57 u	: 	: 	7883.11 u
THS_EUR,PERS,N1-3,OUT,PACK,SE	: 	: 	: 	203839.96 
THS_EUR,PERS,N1-3,OUT,PACK,SI	23218.88 	: 	: 	23929.16 
THS_EUR,PERS,N1-3,OUT,PACK,SK	: c	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,TOTAL,AT	1310139.73 	: 	: 	1224971.76 
THS_EUR,PERS,N1-3,OUT,TOTAL,BE	953979.2 b	: 	: 	781022.76 
THS_EUR,PERS,N1-3,OUT,TOTAL,BG	36572.82 	: 	: 	34432.14 
THS_EUR,PERS,N1-3,OUT,TOTAL,CH	: 	: 	1728871.71 	1292369.16 
THS_EUR,PERS,N1-3,OUT,TOTAL,CY	140968.45 	: 	: 	76849.22 
THS_EUR,PERS,N1-3,OUT,TOTAL,CZ	209937.03 	: 	: 	182949.07 
THS_EUR,PERS,N1-3,OUT,TOTAL,DE	5283352.38 	: 	: 	4346236.26 
THS_EUR,PERS,N1-3,OUT,TOTAL,DK	: 	: 	: 	788289.04 
THS_EUR,PERS,N1-3,OUT,TOTAL,EA	: 	: 	: 	13268197.73 e
THS_EUR,PERS,N1-3,OUT,TOTAL,EE	94655.77 	: 	: 	83695.92 
THS_EUR,PERS,N1-3,OUT,TOTAL,EL	: 	: 	: 	32039.77 
THS_EUR,PERS,N1-3,OUT,TOTAL,ES	1393413.26 	: 	: 	830159.34 
THS_EUR,PERS,N1-3,OUT,TOTAL,EU27	: 	: 	: 	18295156.22 e
THS_EUR,PERS,N1-3,OUT,TOTAL,EU28	: 	: 	: 	18494014.46 e
THS_EUR,PERS,N1-3,OUT,TOTAL,FI	1564388.03 	: 	: 	1347238.87 
THS_EUR,PERS,N1-3,OUT,TOTAL,FR	2272403.07 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,TOTAL,HR	: 	: 	: 	193312.04 
THS_EUR,PERS,N1-3,OUT,TOTAL,HU	453533.29 	: 	: 	285363.03 
THS_EUR,PERS,N1-3,OUT,TOTAL,IE	795185.36 	: 	: 	550569.94 
THS_EUR,PERS,N1-3,OUT,TOTAL,IT	1206750.64 	: 	: 	691099.21 
THS_EUR,PERS,N1-3,OUT,TOTAL,LT	70858.58 	: 	: 	72784.61 
THS_EUR,PERS,N1-3,OUT,TOTAL,LU	: 	: 	: 	207712.31 
THS_EUR,PERS,N1-3,OUT,TOTAL,LV	: 	68852.04 	: 	52770.9 
THS_EUR,PERS,N1-3,OUT,TOTAL,MT	62078.66 	49940.19 	38406.76 	32337.74 
THS_EUR,PERS,N1-3,OUT,TOTAL,NL	1372414.71 	: 	: 	758979.35 
THS_EUR,PERS,N1-3,OUT,TOTAL,NO	1452059.17 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,TOTAL,PL	613059.82 	: 	: 	336134.8 
THS_EUR,PERS,N1-3,OUT,TOTAL,PT	107240.4 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,TOTAL,RO	31903.13 	: 	: 	16275.03 
THS_EUR,PERS,N1-3,OUT,TOTAL,SE	: 	: 	: 	951723.83 
THS_EUR,PERS,N1-3,OUT,TOTAL,SI	166557.01 	: 	: 	124434.36 
THS_EUR,PERS,N1-3,OUT,TOTAL,SK	183921.59 	: 	: 	113925.42 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,AT	230439.18 	: 	: 	247759.57 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,BE	94864.39 b	: 	: 	105641.68 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,BG	17225.69 	: 	: 	11826 u
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,CH	: 	: 	265507.43 u	204525.61 u
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,CY	30596.68 	: 	: 	42883.97 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,CZ	40268.61 	: 	: 	41160.54 u
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,DE	567868.77 	: 	: 	609127.55 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,DK	: 	: 	: 	44342.96 u
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,EA	: 	: 	: 	3385875.1 e
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,EE	14105.92 u	: 	: 	7013.84 u
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,EL	: 	: 	: 	10572.67 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,ES	362380.97 	: 	: 	135739.56 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,EU27	: 	: 	: 	4538563.49 e
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,EU28	: 	: 	: 	4593795.68 e
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,FI	450788.07 	: 	: 	446198.76 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,FR	2003672.51 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,HR	: 	: 	: 	53114.02 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,HU	25567.81 	: 	: 	9344.08 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,IE	74516.94 	: 	: 	38225.66 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,IT	181951.88 u	: 	: 	133659.14 u
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,LT	20861.93 	: 	: 	3172.25 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,LU	: 	: 	: 	11664.15 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,LV	: 	: 	: 	9574.66 u
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,MT	14437.7 	: 	: 	10166.69 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,NL	318550.98 	: 	: 	175402.93 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,PL	20654.16 	: 	: 	34381.82 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,PT	12393.13 u	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,RO	11342.17 u	: 	: 	8144.39 u
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,SE	: 	: 	: 	415387.89 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,SI	27650.8 	: 	: 	26774.86 
THS_EUR,PERS,N1-3,OUT,TRA_TO_TA,SK	: c	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,TRA_WEB,AT	435921.69 	: 	: 	368549.56 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,BE	364536.9 b	: 	: 	272741.37 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,BG	: c	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,CH	: 	: 	707250.65 	489012.6 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,CY	121477.14 	: 	: 	50491.76 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,CZ	37158.07 u	: 	: 	17856.47 u
THS_EUR,PERS,N1-3,OUT,TRA_WEB,DE	2322412.92 	: 	: 	1811174.81 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,DK	: 	: 	: 	501198.82 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,EA	: 	: 	: 	5932971.56 e
THS_EUR,PERS,N1-3,OUT,TRA_WEB,EE	48993.65 	: 	: 	47622.06 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,EL	: 	: 	: 	13731.32 u
THS_EUR,PERS,N1-3,OUT,TRA_WEB,ES	723147.5 	: 	: 	76381.64 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,EU27	: 	: 	: 	8032282.88 e
THS_EUR,PERS,N1-3,OUT,TRA_WEB,EU28	: 	: 	: 	8054921.15 e
THS_EUR,PERS,N1-3,OUT,TRA_WEB,FI	1256443.29 	: 	: 	961963.7 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,FR	1198728.27 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,HR	: 	: 	: 	28338.64 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,HU	54101.47 	: 	: 	20572.7 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,IE	637631.82 	: 	: 	427796.6 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,IT	725898.33 	: 	: 	380343.32 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,LT	20916.01 	: 	: 	12729.09 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,LU	: 	: 	: 	63386.07 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,LV	: 	: 	: 	14006.41 u
THS_EUR,PERS,N1-3,OUT,TRA_WEB,MT	47687.69 	: 	: 	18781.88 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,NL	743109.7 	: 	: 	317993.44 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,PL	224999.89 	: 	: 	65724.82 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,PT	57845.9 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,RO	9560.56 u	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,TRA_WEB,SE	: 	: 	: 	448940.3 
THS_EUR,PERS,N1-3,OUT,TRA_WEB,SI	21114.25 	: 	: 	11206.97 u
THS_EUR,PERS,N1-3,OUT,TRA_WEB,SK	: c	: 	: 	: u
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,AT	840116.11 	: 	: 	637255.13 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,BE	138501.26 b	: 	: 	168167.45 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,BG	32215.39 	: 	: 	18844.68 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,CH	: 	: 	399731.68 	266864.3 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,CY	93073.68 	: 	: 	58967.32 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,CZ	62976.92 	: 	: 	70634.48 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,DE	1841130.36 	: 	: 	1896699.31 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,DK	: 	: 	: 	82314.72 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,EA	: 	: 	: 	11787942.22 e
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,EE	58019.21 	: 	: 	10124.89 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,EL	: 	: 	: 	32186.4 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,ES	2880533.34 	: 	: 	501212.03 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,EU27	: 	: 	: 	14786422.46 e
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,EU28	: 	: 	: 	14833676.04 e
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,FI	837421.6 	: 	: 	637647.46 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,FR	256137.85 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,HR	: 	: 	: 	57045.34 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,HU	254267.92 	: 	: 	167888.43 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,IE	204539.3 	: 	: 	100393.16 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,IT	674133.94 	: 	: 	368678.87 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,LT	13203.48 	: 	: 	22492.26 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,LU	: 	: 	: 	14233.09 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,LV	: 	: 	: 	9822.97 u
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,MT	40760.77 	: 	: 	11716.07 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,NL	1138281.8 	: 	: 	748874.43 
THS_EUR,PERS,N1-3,WORLD,ACC_TO_TA,PL	24668.07 	: 	: 	52717.31 
