unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_NAC,TOTAL,N1-3,DOM,SI	113239.11 	104267.69 	89832.58 	115939.47 	114785.25 	112613.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,SK	622584.96 	466294.04 	377349.82 	346822.62 	296050.15 b	340486.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,UK	: 	: 	: 	: 	11945203.63 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,AT	2082987.25 	1987672.9 	1974983.13 	2174509.65 	2014820.46 	1860543.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,BE	1385064.42 b	1548150.48 	1057580.18 	1032816.05 	1129184.25 	998784.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,BG	97611.64 	94042.96 	68106.7 	77193.57 	82238.76 	68466.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,CH	: 	2159960.94 	2305020.93 	2018556.4 	2563196.05 	2233738.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,CY	243986.01 	194913.84 	150538.17 	137831.73 	152384.69 	141947.76 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,CZ	7593737.84 	8682027.88 	6720863.79 	6580624.62 	7301919 	6605039.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,DE	9618780.97 	9367279.48 	9817030.89 	7852153 	9567550.5 	11222645.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,DK	: 	9998002.2 	12186389.06 	9682737.62 b	10084694.05 b	10958995.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,EE	196135 	213153.09 	145277.47 	161673.17 	139607.75 	120719.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,EL	: 	44231.79 	55884.79 	52750.23 	48555.61 	35509.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,ES	2041408.31 	1799376.72 	1489130.15 b	986729.5 	918104.79 	855808.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,EU28	: 	: 	: 	: 	: 	138731017.85 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,FI	2458088.03 	2278785 	2196577.76 	2199906.24 	2277979.91 	2586487.88 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,FR	3811527.61 	2832316.96 	3253337.02 	3344313.37 	2968597.33 	2939357.03 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,HR	2124050.97 	2191788.63 	2764441.23 	2895217.31 	2665558.49 	2081535.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,HU	178741508 	162060474.6 	127434560 	117530170 	101571712 	84219564 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,IE	1121505.59 	916749.68 	1001986.71 	825522.74 	761337.19 	717424.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,IT	1537469.44 	1411239.51 	1442832.53 	1032896.88 b	1311227.59 	1727688.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,LT	131437.38 	131078.71 	128025.75 	125184.02 	392284.21 	352488.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,LU	: 	271721.21 	330236.7 	364579.45 	282487.74 	258752.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,LV	: 	104806.79 	117509.06 	83991.7 	106103.67 	73240.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,MT	107970.82 	78554.5 	69084.21 	59899.98 b	56529.16 	49382.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,NL	2420176.78 	1322885.39 	1190964.96 	1260164.22 	1287740.68 	1329238.78 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,NO	19549355.71 	21205097.02 	19273931.71 	18826324.99 	14946529.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,PL	3505062.22 	2574087.53 	2256346.23 	1971424.89 b	3378530.73 	6107596.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,PT	166363.84 	168657.9 	144921.46 	145823.02 	64510.49 	80943.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,RO	152848.14 	158061.23 	127324.75 	77438.79 	119882.75 	114842.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,SE	: 	11579523.54 	15827390.91 	10978678.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,SI	321684 	233920.79 	260231.67 	242753.04 	225996.78 	240402.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,SK	442840.19 	265951.46 	170970.17 	249965.61 	87680.65 b	155610.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,UK	: 	: 	: 	: 	3302751.58 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,AT	4298616.14 	4311540.21 	4108514.38 	4284575.88 	4060882.41 	3747305.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,BE	1749668.35 b	1838887 	1425139.52 	1264821.16 	1423611.34 	1271718.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,BG	459785.77 	325161.64 	288678.82 	424001.77 	356158.83 	311079.95 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,CH	: 	3269167.94 	3369460.87 	3077124.03 	3929280.42 	3291335.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,CY	366383.02 	304247.53 	255361.44 	246972.1 	243411.7 	210752.97 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,CZ	31511282.57 	30697672.01 	25630450.75 	24594415.47 	24561276.54 	23724188.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,DE	30527980.2 	30523321.29 	30601799.18 	27926807.77 	32656094.59 	34233119.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,DK	: 	38146587.24 	39532342.94 	40183858.5 b	38560573.32 b	25285938.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,EE	426831.94 	421681.61 	326881.16 	304481.14 	233754.51 	199547.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,EL	: 	267970.08 	295013.48 	301294.33 	260440.65 	337562.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,ES	13820934.52 	12704174.89 	10983464.91 b	8030755.23 	8122347.33 	8078335.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,EU28	: 	: 	: 	: 	: 	395124661.02 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,FI	6439297.67 	6173046.38 	6046481.32 	6014126.11 	6438014.03 	6936734.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,FR	21886112.66 	17423213.21 	17727366.54 	19702588.96 	19163126.83 	19341855.03 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,HR	3543256.8 	3593058.62 	4392749.84 	5458326.74 	5599254.69 	4623735.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,HU	354326203.5 	313764815.67 	277082551.89 	254152394.38 	216175998.71 	213527154.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,IE	2225685.59 	1938154.34 	1966082.21 	1661779.59 	1545377.31 	1478708.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,IT	6272741.84 	6484266.1 	5738674.63 	4436799.48 b	5212303.32 	7302901.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,LT	271154.68 	259218.78 	249236.4 	228024.25 	699769.43 	661283.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,LU	: 	275207.1 	334961.96 	373424.03 	291249.97 	263760.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,LV	: 	196022.28 	212015.48 	178625.22 	211789.14 	147980.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,MT	139201.65 	109401.37 	92692.08 	83474.89 b	74496.9 	70271.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,NL	4153695.66 	2952580.6 	2612974.09 	2638085.53 	2682551.42 	2787433.93 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,NO	56826607.68 	52589236.51 	50442903.28 	51029304.33 	37694261.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,PL	12157241.36 	10151181.76 	8586197.38 	7302461.97 b	15471992.81 	19082712.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,PT	960835.36 	857457.27 	810061.52 	726523.5 	479372.91 	525627.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,RO	3946516.79 	3618292.39 	3135628.34 	2916549.26 	2754194 	2240342.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,SE	: 	51163184.96 	49425981.99 	38746971.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,SI	434923.1 	338188.48 	350064.25 	358692.51 	340782.03 	353015.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,SK	1065425.15 	732245.5 	548319.99 	596788.23 	383730.79 b	496096.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,UK	: 	: 	: 	: 	15247955.21 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,AT	145945.76 	190179.85 	144438.96 	129149.94 	157827.43 	108924.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,BE	29894.41 bu	23497.45 	27938.31 u	23614.89 u	43364.5 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,BG	10850.47 u	: u	11400.71 u	8388.47 u	22834.44 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,CH	: 	71976.38 u	: u	109247.83 u	147113.67 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,CY	3657.48 u	3886.45 u	3594.96 u	12386.93 u	: u	2018.1 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,CZ	3289663.73 	2602095.99 	2483573.23 	1975504.1 	2107423.26 	2799103.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,DE	1601849.87 	1199756.58 	1794762.44 	2169784.96 	1676625.88 	1568566.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,DK	: 	562611.63 u	318036.33 u	933502.91 b	362394.52 bu	288802.46 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,EL	: 	192506.15 	185966.63 	204337.65 	183347.13 	139117.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,ES	1825058.4 	1866309.08 	1729335.29 b	1632441.86 	1698300.01 	1615725.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,EU28	: 	: 	: 	: 	: 	24386570.02 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,FI	81186.08 u	95909.64 u	69681.01 u	76981.13 u	123390.99 	78721.74 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,FR	6719945.64 	6215369.98 	6183251.08 	6769154.56 	6611922.98 	6734512.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,HR	474334.7 	237192.36 	433069.7 	334453.37 	551011.51 	635382.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,HU	2142561.41 	3087868.28 	2794773 	5571682.54 	3740766 	5675782.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,IE	45323.22 u	41862.26 	41256.27 	28818.12 	29194.93 	51549.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,IT	1618935.05 	1789404.82 	1918298.93 	996561.2 b	1483057.14 	1809785.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,LT	3617.09 	5951.34 	2402.65 	1354.52 u	5620.39 	6217.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,LV	: 	: c	: u	: u	: u	2577.01 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,MT	: c	: 	: c	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,NL	204148.62 	215415.58 	197673.97 	166470.16 	153377.52 	169552.27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,NO	1867059.7 	1848001.6 	2031183.29 	2172784.68 	2343368.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,PL	2261818.78 	2144563.57 	1731842.43 	1457055.59 b	858897.8 	1555542.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,PT	127997.15 	105111.89 	125250.48 	111849.13 	94002.67 	98240.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,RO	175566.48 	84658.51 	117207.5 	142244.17 	169403.81 	178752.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,SE	: 	1005209.39 	786224.22 	649343 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,SK	26524.69 u	49849.19 u	36972.32 u	: u	: u	80598.9 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,DOM,UK	: 	: 	: 	: 	253393.07 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,AT	1291230.08 	1079596.81 	1121049.07 	1138966.72 	1308234.34 	1022106.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,BE	1248137.2 b	1488037.42 	1330285.62 	1166807.01 	1343174.67 	1297347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,BG	26934.48 u	: u	: u	20259.2 u	29960.58 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,CH	: 	3548300.98 	2852390.81 	2794704.18 	2722876.92 	2562502.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,CY	217719.74 	146431.92 	133575.66 	155566.04 	134920.2 	75049.06 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,CZ	4950888.99 u	4403459.61 u	3754958.04 	3822321.96 u	4425479.5 	4253423.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,DE	13263103.92 	12750014.46 	9579507.89 	10972711.91 	11810026.12 	7862822.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,DK	: 	7245572.82 	4166828.54 	6649583.67 b	5456044.61 b	4828216.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,EE	66130.8 	76202.9 	56722.82 	47066.77 	53866.58 	26808.71 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,EL	: 	58890.49 	51843.1 	45402.02 	49855.99 	34072.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,ES	1957774.95 	1979247.54 	1643016.63 b	1267476.33 	1144076.56 	1206400.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,EU28	: 	: 	: 	: 	: 	60194898.94 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
