unit,nace_r2,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
NR,I551,AME,TR	: 	1250298 	2479317 	2419239 	2216619 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME,UK	: 	17211580 	16131743 	: 	15028842 	13876135 b	13231955 	12770876 	11899464 	12369895 	14717391 	15373523 	13653653 	14935723 	14375000 	14204000 	13789303 	15886479 	16298785 	18072000 	17895703 	16621581 	16763937 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,AT	437434 	399526 	405666 	359599 	349258 	345675 	285053 	211158 	182854 	185340 	171635 	159615 	140558 	117228 	93599 	150921 	173545 	171309 	166186 	204050 	182600 	169035 	160149 	155884 	157832 	176173 	150430 	150424 
NR,I551,AME_C_S,BE	313591 	229101 	264339 	245900 	217490 	195201 	178543 	141228 	108344 	127804 	125286 	107019 	87432 	80559 	83488 	84732 	84081 	88852 	90484 	94110 	94340 	96323 	82446 	91709 	94247 	70411 	66917 	: 
NR,I551,AME_C_S,BG	24187 	21990 	10922 	15218 	12814 	15336 	11436 	45608 	50627 	113255 	: 	: 	: 	: 	: 	6512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,CH	: 	426146 	446392 	435496 	423293 	403096 	394831 	355160 	317949 	349352 	344555 	325032 	270280 	: 	: 	305395 	316231 	316929 	311405 	344117 	326821 	302487 	299518 	295243 	291560 	326028 	326654 	342309 
NR,I551,AME_C_S,CY	8747 	6719 	8358 	9332 	6425 	7626 	5210 	7593 	11076 	7226 	4112 	6046 	4429 	: 	: 	: 	5308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,CZ	361415 	311245 	296482 	298450 	317653 	307756 	224363 	191784 	163571 	163867 	132726 	111627 	128058 	90086 	94675 	89501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,DE	1594446 	1370848 	1400292 	1310286 	1272214 	1180645 	1009419 	861940 	648571 	768258 	745541 	1052610 	553307 	500432 	449782 	468606 	530567 	580868 	479347 	532452 	498108 	451549 	450646 	420207 	423175 	449767 	441185 	486466 
NR,I551,AME_C_S,DK	105758 	101873 	98030 	97057 	86794 	81394 	66577 	49427 	39678 	38626 	28824 	30740 	32148 	23461 	23004 	27111 	28676 	24556 	26308 	25562 	21193 	23365 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,EA	19225353 e	16551217 	15923941 	: 	: 	: 	: 	: 	: 	9567955 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,EE	12872 	13820 	10487 	9952 	9743 	8914 	8311 	7244 	3919 	4945 	3403 	2631 	2459 	2086 	1044 	5506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,EL	389978 	313716 	360680 	326814 	298863 	235124 	277554 	228110 	204763 	207475 	202270 	151049 	118842 	136897 	97698 	111918 	151386 	183155 	127108 	208997 	211566 	175718 	163500 	184333 	: 	: 	: 	: 
NR,I551,AME_C_S,ES	5604558 	4599715 	3791479 	3583262 	3499555 	3333020 	3476389 	2907763 	2508603 	2613258 	2421876 	2183106 	2031433 	2613396 	2496926 	2794934 	3193385 	3065003 	2572676 	3365724 	3384184 	3719889 	615686 	1271126 	510509 	676303 	423942 	460621 
NR,I551,AME_C_S,EU27	: u	19003017 	18874962 	17488321 e	17207913 	16396504 	15527213 e	: 	: 	11259049 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,EU28	: u	19149841 	19023237 	17618111 e	17344372 	16500813 	15609328 e	: 	: 	11297478 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,FI	60240 	45982 	42028 	37553 	34842 	37380 	34394 	28384 	26008 	25890 	26582 	21949 	20112 	16161 	17208 	16676 	16578 	16824 	14661 	17647 	24288 	18348 	15862 	14767 	10219 	: 	: 	: 
NR,I551,AME_C_S,FR	3085695 	2475212 	2729455 	2788348 	2950590 	2748673 	2618153 	2303122 	1798057 	1855707 	1719765 	1204346 	1144530 	1041533 	966933 	1295547 	1313897 	1358967 	1129918 	2042407 	1389046 	1113280 	1032303 	981980 	890623 	880972 	773213 	902754 
NR,I551,AME_C_S,HR	178061 	146824 	148275 	129790 	136459 	104309 b	82115 	55393 	43050 	39622 	38515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,HU	166948 	138254 	144757 	133896 	130500 	120941 	71779 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,IE	: 	101813 e	102505 e	96564 e	91351 e	72709 be	: u	: u	: u	106546 	: u	: u	: u	: u	: 	63238 	50000 	42000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,IS	: 	15638 	12989 	7967 	6334 	6040 	5520 	3800 	3949 	4202 	2980 	2639 	2116 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,IT	5034205 	4454213 	4489809 	3691677 	3709321 	3550408 	3404642 	2813400 	2393799 	2516191 	2452156 	2081463 	1976958 	1840041 	1813694 	2042653 	2479483 	2476611 	2571829 	2647188 	2421915 	2200558 	1928582 	1908706 	1692447 	1676251 	: 	1737936 
NR,I551,AME_C_S,LI	1521 	1385 	1287 	1401 	1317 	1881 	843 	624 	620 	1142 	1133 	1043 	852 	1249 	811 	887 	1138 	1378 	1061 	1335 	1168 	806 	1051 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,LT	10072 	10617 	10448 	9592 	12834 	16702 	5762 	4515 	3584 	4347 	3642 	4011 	2322 	1512 	1590 	937 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,LU	19991 	20112 	20122 	19109 	15313 	15385 b	19741 	12769 	9819 	14524 	12169 	11930 	10171 	7995 	8147 	7912 	7976 	8445 	8575 	7225 	7192 	7329 	: 	8943 	11197 	7367 	8467 	9053 
NR,I551,AME_C_S,LV	13394 	11477 	8899 	8533 	8853 	6263 b	6185 	6937 	3706 	5260 	4798 	2862 	1738 	1324 	743 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,ME	: 	8079 	7014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,MK	4435 	3114 	4218 	3326 	2227 	1665 	1149 	679 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,MT	86132 e	45541 e	39836 e	43656 e	25734 e	30693 	19386 	14662 	13012 	14992 	6934 	5867 	9444 	22617 	4929 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,NL	813031 	607418 	624828 	573265 	529649 	481155 	446700 	373100 	286300 	284000 	302900 	273600 	222600 	221800 	181300 	232400 	239000 	244355 	270000 	312626 	239000 	191000 	207000 	183000 	138400 	142400 	121300 	141400 
NR,I551,AME_C_S,NO	: 	61644 	68395 	61120 	62583 	59990 	47758 	37751 	28758 	32801 	30664 	25347 	19544 	15965 	13852 	15804 	17944 	15156 	15118 	20600 	22318 	18281 	14644 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,PL	83565 	84940 	75381 	71108 	74712 	66532 	59982 	45938 	37827 	35571 	28090 	25653 	25579 	17919 	13945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,PT	2409856 	1785571 	1559372 	1614627 	1409344 	1324558 	1199750 	984661 	744274 	814018 	688885 	592294 	528866 	445652 	399790 	433376 	456347 	538561 	414356 	488436 	369155 	329242 	315819 	282377 	228300 	254861 	287295 	288089 
NR,I551,AME_C_S,RO	41195 	33844 	32551 	30288 	24872 	26775 b	30109 	18886 	14467 	20207 	19261 	16944 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,RS	: 	13301 	15083 	8716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,SE	87812 	72474 	69316 	57889 	59357 	55842 	53112 	41942 	30120 	36244 	34041 	31101 	30338 	18742 	15190 	9312 	10642 	15128 	10786 	15487 	12936 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,SI	39472 	34323 	34922 	28015 	28711 	22522 	20182 	14573 	14718 	14746 	10538 	14735 	12108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,SK	29056 	25493 	20416 	12896 	15686 	16918 	17897 	16295 	9195 	11980 	12476 	10113 	12983 	11604 	10544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,TR	: 	273560 	632042 	452806 	586895 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S,UK	: 	1687180 	2223582 	: 	2015435 	2092357 b	1808110 	1434184 	1200035 	1040793 	1104758 	986454 	1072343 	1006936 	829000 	826000 	1009032 	908830 	1348103 	1578000 	1267077 	1456053 	1235640 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,AT	268067 	245828 	242050 	211811 	212613 	213801 	188673 	203234 	182854 	185340 	171635 	159615 	140558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,BE	194296 	149973 	144003 	131944 	126547 	109524 	98879 	84110 	68975 	80075 	84655 	75704 	59986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,BG	13806 	14030 	3746 	4146 	3856 	4307 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,CH	: 	224806 	221153 	213285 	216915 	201798 	200339 	186389 	172972 	190294 	201734 	197252 	167603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,CY	6402 	4744 e	4179 u	9332 	6425 	7626 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,CZ	215850 	187180 	156764 	148146 	163510 	158593 	109013 	93116 	88818 	96254 	80696 	70461 	98360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,DE	910371 	772274 	702201 	621648 	615950 	557727 	483963 	432814 	352469 	403396 	396043 	663487 	333119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,DK	67952 	72808 	64332 	61856 	52882 	49278 	41339 	29427 	22093 	26728 	18085 	20221 	20351 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,EA	11385516 e	10067701 	9355003 	: 	: 	: 	: 	: 	: 	6408381 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,EE	7405 	7950 	6304 	6290 	4529 	3937 	4514 	3248 	1771 	3115 	1973 	1834 	1500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,EL	241322 	205796 	221896 	181737 	172595 	133963 	145420 	129992 	123607 	114988 	121509 	86741 	74253 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,ES	4208460 	3470514 	2671394 	2407077 	2412766 	2263589 	2263050 	1916337 	1770099 	1858755 	1800966 	1702940 	1596158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,EU27	: u	11605416 	10814388 	10230364 e	10384077 	9853577 	: 	: 	: 	7470682 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,EU28	: u	11694028 	10886811 	10284574 e	10437514 	9903731 	: 	: 	: 	7494070 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,FI	36867 	26793 	22792 	17904 	18893 	17969 	18789 	15345 	14643 	14582 	15758 	13267 	11437 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,FR	1817393 	1525776 	2045126 	2783741 	2947292 	2739211 	2615991 	2296645 	1793104 	1855707 	1719765 	1204346 	1144530 	1041533 	966933 	1295547 	1313897 	1358967 	1129918 	2042407 	1389046 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,HR	99130 	88612 	72423 	54210 	53437 	50154 b	42278 	29933 	25237 	25673 	28370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,HU	104537 	88220 	89250 	70164 	66435 	58484 	40421 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,IE	: 	36131 e	25356 e	41781 e	42255 e	27065 be	: u	: u	: u	61106 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,IS	: 	10237 	6846 	4809 	4167 	6040 	: 	: 	: 	: 	2980 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,IT	3177810 	2926695 	2693357 	2094133 	2138039 	1951971 	1822032 	1566003 	1417312 	1456754 	1502243 	1360823 	1345505 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,LI	848 	840 	867 	796 	759 	1236 	483 	398 	407 	747 	740 	661 	532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,LT	7935 	7832 	8106 	7418 	9758 	13086 	2778 	2106 	1217 	1928 	1806 	1438 	1338 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,LU	11757 	11738 	11592 	10645 	9212 	8717 b	14646 	7242 	4986 	7015 	6475 	6765 	5523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,LV	8871 	7478 	5612 	5059 	3988 	3784 b	3184 	5350 	2228 	4147 	4094 	2531 	1400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,ME	: 	5450 	4831 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,MK	2730 	2028 	3291 	1900 	1252 	986 	677 	411 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,MT	25155 e	18950 e	12541 e	22345 e	9565 e	9745 	10384 	9566 	5591 	8753 	5149 	4393 	8191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,NL	497532 	364419 	311216 	287508 	278510 	261442 	241500 	203800 	165600 	162700 	185700 	198400 	171400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,NO	: 	28875 	32306 	27668 	26402 	23024 	19001 	16726 	13679 	15887 	18149 	15037 	14257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,PL	49984 	50528 	45651 	37189 	40783 	34247 	34593 	24886 	22396 	17295 	13343 	11854 	11480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,PT	321993 	248801 	196019 	200421 	183680 	185160 	184292 	156151 	148763 	141048 	130136 	130487 	117691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,RO	28831 	24909 	22513 	21193 	17006 	18167 b	23011 	12819 	10593 	14255 	14732 	13638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,RS	: 	8574 	10866 	5783 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,SE	45399 	36990 	32672 	23306 	21712 	21046 	26726 	19483 	16390 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,SI	22014 	20575 	19606 	13116 	12685 	11759 	12640 	8606 	8779 	9250 	6351 	11014 	10034 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,SK	16888 	15434 	11653 	6889 	9026 	10547 	10741 	12192 	5651 	7571 	8850 	8013 	10046 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,TR	: 	209356 	460783 	235809 	291924 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_C_S_OTH,UK	: 	1063050 	1044457 	: 	803565 	978832 b	909685 	808707 	874219 	525466 	766619 	746409 	807639 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,AT	1710723 	1618199 	1677641 	1506340 	1406106 	1334351 	1283178 	1313600 	1159958 	1262859 	1504960 	1540520 	1414131 	1440497 	1162710 	1348245 	1586454 	1887377 	1539156 	1585505 	1411887 	1416316 	1325416 	1379621 	: 	: 	: 	2153979 
NR,I551,AME_N,BE	816155 	676514 	891670 	867053 	775350 	780723 	776605 	698906 	618687 	663748 	724646 	691280 	675765 	683306 	646707 	697142 	729090 	772763 	746999 	667131 	692966 	663481 	599623 	: 	: 	: 	: 	586137 
NR,I551,AME_N,BG	176481 	175007 	161957 	127744 	113444 	121021 	99095 	96701 	95580 	112212 	91846 	96182 	103262 	92576 	93166 	85764 	90852 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,CH	: 	2061673 	1973056 	1875272 	1815656 	1756820 	1720268 	1731575 	1590209 	1731779 	1879993 	1864184 	1672412 	: 	: 	1752300 	2064419 	2345872 	2028390 	1904040 	1863259 	1762720 	1870083 	: 	: 	: 	: 	2745684 
NR,I551,AME_N,CY	72789 	68630 	63477 	63768 	68733 	78776 	99118 	92594 	87796 	66888 	70479 	63881 	45980 	: 	: 	: 	56255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,CZ	1492186 	1401306 	1411646 	1237936 	1180077 	1155674 	992152 	964078 	846664 	951647 	1042620 	1067265 	932790 	872549 	668992 	595580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,DE	6488006 	5960239 	5848956 	5409117 	5145047 	5080892 	4898226 	4986003 	4424760 	4649984 	4799550 	4774968 	4518424 	4428184 	3867971 	4116956 	4322995 	5167914 	4395022 	4146608 	3726983 	3387570 	3229456 	3210716 	: 	: 	: 	4823342 
NR,I551,AME_N,DK	678392 	609195 	578558 	520160 	490024 	456212 	438463 	405926 	382076 	364477 	369572 	427927 	388667 	360562 	329267 	327396 	361994 	344412 	304238 	302871 	288336 	279866 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,EA	49657498 e	46139336 	45757062 	: 	: 	: 	: 	: 	: 	37723866 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,EE	84067 	89750 	109368 	75738 	63570 	68670 	56528 	46752 	43039 	46640 	53191 	48785 	47626 	47082 	31949 	44834 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,EL	2286350 	1890428 	2000222 	1728903 	1375214 	1207869 	1617227 	1487159 	1460114 	1545520 	1822722 	1722020 	1488521 	1115362 	965565 	1009459 	1230679 	1510156 	1301642 	1486575 	1397628 	1257239 	1275419 	1246637 	: 	: 	: 	: 
NR,I551,AME_N,ES	8806292 	7705298 	7226468 	6421100 	6051432 	6170492 	6283470 	5591063 	4637579 	4464972 	4700045 	4606852 	4321363 	3547974 	3650538 	3730944 	4028310 	4250816 	3713795 	2791722 	2312825 	2050972 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,EU27	: u	66139279 	63951569 	60014670 e	57808871 	54986033 	55594605 e	53298660 e	49253341 e	52154499 	59564584 e	59440954 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,EU28	: u	66702811 	64516324 	60482876 e	58239770 	55365627 	55936737 e	53602707 e	49526055 e	52495102 	59951103 e	59775228 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,FI	304017 	272908 	239288 	231589 	213313 	227828 	229275 	202998 	194453 	231032 	243314 	232014 	234209 	235505 	219953 	226937 	243039 	245258 	244462 	220446 	222846 	206322 	211115 	: 	: 	: 	: 	229374 
NR,I551,AME_N,FR	9844081 	8545476 	9294104 	8912052 	8821252 	7887705 	7032589 	6838537 	6615119 	7135191 	8353156 	8043159 	8090511 	7182014 	6744433 	9106097 	10214106 	11020038 	9509131 	7949912 	6530004 	5758028 	5508991 	5927761 	: 	: 	: 	: 
NR,I551,AME_N,HR	734977 	563532 	564755 	468206 	430899 	379594 b	342132 	304047 	272714 	340603 	386519 	334274 	263828 	238697 	166065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,HU	796449 	720234 	716040 	640511 	576385 	515971 	511906 	469632 	412744 	527444 	584469 	584998 	549020 	500983 	449036 	436676 	455198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,IE	: 	3737269 e	3039100 e	2483527 e	2406201 e	2615626 be	: u	: u	: u	4171000 	: u	: u	: u	: u	: 	4578000 	4831000 	5876000 	3312000 	: 	3380000 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,IS	: 	1250499 	807574 	579395 	404778 	309896 	276576 	172377 	150168 	148174 	156700 	151709 	148073 	133451 	127489 	128203 	133993 	120822 	103982 	96730 	81070 	59284 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,IT	11476241 	10759813 	11172143 	11646286 	11433561 	11155350 	11370104 	10599019 	9865325 	10678803 	12314249 	11879307 	11060640 	10086063 	8087667 	8625176 	8865344 	9340508 	9416238 	8764063 	7881758 	7384034 	6828370 	: 	: 	: 	: 	5624600 
NR,I551,AME_N,LI	7639 	5532 	4836 	5065 	4824 	4900 	4620 	4055 	3832 	4356 	5757 	5342 	5314 	4616 	4446 	4838 	7297 	6728 	6915 	7000 	7764 	6584 	6757 	: 	: 	: 	: 	: 
NR,I551,AME_N,LT	105511 	87941 	69871 	89554 	65711 	56908 	55309 	54510 	36504 	53690 	49271 	53960 	59912 	53688 	35063 	38435 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,LU	77011 	83018 	83411 	69646 	64080 	65431 b	55069 	50624 	47670 	58498 	58097 	58867 	54973 	54296 	53167 	61266 	61707 	74636 	73559 	70677 	60134 	52089 	51796 	56634 	53493 	54989 	50164 	72840 
NR,I551,AME_N,LV	117991 	90730 	73187 	71330 	72027 	54321 b	50265 	52625 	41591 	50860 	45805 	63426 	50655 	55301 	41778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,ME	: 	42485 	39213 	: 	: 	: 	22764 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,MK	38492 	32958 	27474 	24136 	24625 	20782 	23799 	23185 	21647 	22109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,MT	153282 e	142154 e	136140 e	116533 e	97615 e	102466 	91911 	83068 	88979 	111699 	121353 	112501 	103420 	119406 	102920 	: 	176343 	184131 	185952 	204173 	197619 	192735 	191476 	218824 	243296 	266006 	167314 	202845 
NR,I551,AME_N,NL	2776235 	2344389 	2080734 	1976968 	1843196 	1802735 	1835800 	1812800 	1539600 	1626100 	1943700 	2068300 	1904000 	1860100 	1699700 	1895300 	2133000 	2156757 	2358000 	1902179 	1844000 	1408000 	1454000 	1301000 	: 	: 	: 	: 
NR,I551,AME_N,NO	: 	501921 	437002 	424415 	327814 	318391 	327916 	328883 	274233 	315065 	337946 	340074 	338157 	336770 	312656 	370951 	395623 	422182 	446336 	394568 	353090 	350678 	359525 	: 	: 	: 	: 	: 
NR,I551,AME_N,PL	695514 	716651 	590497 	559757 	518786 	463314 	403530 	404417 	350690 	395655 	471529 	485369 	476531 	451032 	346450 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,PT	2359466 	1802422 	1507556 	1288279 	1146347 	948880 	864745 	800925 	738068 	860174 	943486 	914541 	842638 	848071 	856431 	928581 	1047672 	1145742 	993223 	892583 	720133 	683012 	710092 	: 	: 	: 	: 	1048120 
NR,I551,AME_N,RO	319561 	283396 	279269 	230428 	187221 	182821 b	182246 	179684 	156106 	187714 	231365 	224879 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,RS	: 	80070 	75941 	58370 	57357 	52065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I551,AME_N,SE	804760 	569754 	548379 	520936 	478401 	474256 	449430 	432318 	371528 	411192 	451043 	437278 	434893 	396827 	379674 	435879 	463691 	430763 	411157 	374337 	369281 	336810 	336036 	: 	: 	: 	: 	352872 
