unit,purpose,duration,partner,expend,geo\time	2016 	2015 	2014 	2013 	2012 
NAC,TOTAL,N1-3,DOM,ACC,CH	104.05 	102.38 	103.7 	122.38 	96.96 
NAC,TOTAL,N1-3,DOM,ACC,CY	26.13 	29.75 	32.76 	25.83 	36.85 
NAC,TOTAL,N1-3,DOM,ACC,CZ	218.82 	172.31 	134.28 	147.53 	133.75 
NAC,TOTAL,N1-3,DOM,ACC,DE	69.15 	65.06 	67.3 	74.07 	69.59 
NAC,TOTAL,N1-3,DOM,ACC,DK	517.53 	436.1 	441.35 b	426.48 b	252.87 
NAC,TOTAL,N1-3,DOM,ACC,EE	18.1 	16.77 	13.2 	13.06 	12.96 
NAC,TOTAL,N1-3,DOM,ACC,EL	28.19 	26.87 	24.33 	25.3 	20.29 
NAC,TOTAL,N1-3,DOM,ACC,ES	23.23 	22.14 b	19.6 	19.84 	16.96 
NAC,TOTAL,N1-3,DOM,ACC,EU28	: 	: 	: 	: 	127.58 
NAC,TOTAL,N1-3,DOM,ACC,FI	36.22 	34.19 	35.43 	36.12 	37.71 
NAC,TOTAL,N1-3,DOM,ACC,FR	30.45 	28.13 	27.54 	27.51 	27.38 
NAC,TOTAL,N1-3,DOM,ACC,HR	248.3 	152.34 	143.15 	152.5 	146.98 
NAC,TOTAL,N1-3,DOM,ACC,HU	7058.12 	6176.1 	5566.49 	4683.48 	4082.81 
NAC,TOTAL,N1-3,DOM,ACC,IE	65.99 	62.91 	61.97 	60.87 	58.94 
NAC,TOTAL,N1-3,DOM,ACC,IT	60.51 	60.35 	44.26 b	56.67 	60.12 
NAC,TOTAL,N1-3,DOM,ACC,LT	27.67 	22.89 	18.11 	42.5 	40.56 
NAC,TOTAL,N1-3,DOM,ACC,LU	63.65 u	99.43 u	100.64 	30.79 	39.3 
NAC,TOTAL,N1-3,DOM,ACC,LV	3.5 	3.65 	4.86 	4.89 	2.07 
NAC,TOTAL,N1-3,DOM,ACC,MT	46.99 	45.55 	51.03 b	36.87 	57.55 
NAC,TOTAL,N1-3,DOM,ACC,NL	36.44 	31.93 	26.49 	29 	27.66 
NAC,TOTAL,N1-3,DOM,ACC,PL	65.24 	58.18 	45.05 b	135.63 	121.77 
NAC,TOTAL,N1-3,DOM,ACC,PT	9.41 	9.95 	8.52 	5.14 	7.67 
NAC,TOTAL,N1-3,DOM,ACC,RO	46.84 	41.64 	34.8 	30.95 	31.6 
NAC,TOTAL,N1-3,DOM,ACC,SE	640.19 	456.12 	450.28 	: 	: 
NAC,TOTAL,N1-3,DOM,ACC,SI	32.75 	30.74 	25.99 	21.4 	19.96 
NAC,TOTAL,N1-3,DOM,ACC,SK	28.18 	26.41 	28.27 	24.16 b	33.31 
NAC,TOTAL,N1-3,DOM,ACC,UK	: 	: 	: 	57.68 	56.34 
NAC,TOTAL,N1-3,DOM,DUR,AT	4.57 	2.98 	4.35 	4.16 	2.88 
NAC,TOTAL,N1-3,DOM,DUR,BE	2.24 	6 	5.56 	8.67 	9.93 
NAC,TOTAL,N1-3,DOM,DUR,BG	0 	0 	0 	0 	0 
NAC,TOTAL,N1-3,DOM,DUR,CH	2.41 	0.05 	2.95 	: 	: 
NAC,TOTAL,N1-3,DOM,DUR,CY	0 	0 	0 	0 	0.86 
NAC,TOTAL,N1-3,DOM,DUR,CZ	1.03 	5.7 	0 	0.75 	0 
NAC,TOTAL,N1-3,DOM,DUR,DE	10.36 	10.28 	14.69 	10.58 	16.23 
NAC,TOTAL,N1-3,DOM,DUR,DK	170 	145.14 	158.92 b	156.77 b	85.52 
NAC,TOTAL,N1-3,DOM,DUR,EE	0.28 	0.11 	4.17 	5.13 	2 
NAC,TOTAL,N1-3,DOM,DUR,EL	0.23 	0.39 	0.37 	0.13 	25.49 
NAC,TOTAL,N1-3,DOM,DUR,ES	1.9 	3.61 b	0.11 	0.3 	1.92 
NAC,TOTAL,N1-3,DOM,DUR,EU28	: 	: 	: 	: 	11.35 
NAC,TOTAL,N1-3,DOM,DUR,FI	6.47 	1.63 	8.56 	4.71 	4.63 
NAC,TOTAL,N1-3,DOM,DUR,FR	1.73 	1.55 	1.42 	1.5 	1.55 
NAC,TOTAL,N1-3,DOM,DUR,HR	13.28 	0 	0 	4.23 	13.49 
NAC,TOTAL,N1-3,DOM,DUR,HU	22.36 	53.11 	214.01 	25.62 	42.68 
NAC,TOTAL,N1-3,DOM,DUR,IE	4.96 	3.34 	4.14 	3.63 	4.2 
NAC,TOTAL,N1-3,DOM,DUR,IT	1.3 	3.95 	10.99 b	0 	0.62 
NAC,TOTAL,N1-3,DOM,DUR,LT	0.39 	0.54 	0.22 	1.51 	0.7 
NAC,TOTAL,N1-3,DOM,DUR,LU	11.7 u	0 u	0 	2.37 	1.39 
NAC,TOTAL,N1-3,DOM,DUR,LV	0 	0.33 	0.17 	0.86 	0.19 
NAC,TOTAL,N1-3,DOM,DUR,MT	0.24 	0.15 	4.58 b	0 	0 
NAC,TOTAL,N1-3,DOM,DUR,NL	0.29 	0.02 	0.06 	6.52 	6.59 
NAC,TOTAL,N1-3,DOM,DUR,PL	1.41 	2.96 	2.56 b	16.55 	21.14 
NAC,TOTAL,N1-3,DOM,DUR,PT	0.7 	3.18 	1.3 	0.02 	0.03 
NAC,TOTAL,N1-3,DOM,DUR,RO	0.42 	0.42 	0.32 	0.35 	0.08 
NAC,TOTAL,N1-3,DOM,DUR,SE	79.25 	44.31 	43.16 	: 	: 
NAC,TOTAL,N1-3,DOM,DUR,SI	0.01 	0.01 	0 	0.02 	0.09 
NAC,TOTAL,N1-3,DOM,DUR,SK	0.53 	1.47 	1.68 	1.73 b	5.24 
NAC,TOTAL,N1-3,DOM,DUR,UK	: 	: 	: 	21.95 	23.68 
NAC,TOTAL,N1-3,DOM,OTH,AT	97.72 	99.7 	94.01 	78.17 	56.55 
NAC,TOTAL,N1-3,DOM,OTH,BE	19.45 	69.61 	62.47 	70.24 	63.44 
NAC,TOTAL,N1-3,DOM,OTH,BG	20.67 	19.23 	18.1 	14.29 	15.28 
NAC,TOTAL,N1-3,DOM,OTH,CH	40.99 	34.42 	34.66 	43.81 	29.92 
NAC,TOTAL,N1-3,DOM,OTH,CY	23.26 	11.54 	8.33 	3.42 	2.04 
NAC,TOTAL,N1-3,DOM,OTH,CZ	461.32 	412.94 	345.53 	335.21 	322.95 
NAC,TOTAL,N1-3,DOM,OTH,DE	49.11 	49.59 	50.05 	51.32 	48.97 
NAC,TOTAL,N1-3,DOM,OTH,DK	517.79 	448.65 	485.81 b	492.47 b	271.35 
NAC,TOTAL,N1-3,DOM,OTH,EE	14.76 	15.14 	10.02 	9.66 	6.21 
NAC,TOTAL,N1-3,DOM,OTH,EL	23.69 	23.55 	26.3 	23.58 	13.05 
NAC,TOTAL,N1-3,DOM,OTH,ES	26.58 	17.08 b	30.34 	32.01 	34.44 
NAC,TOTAL,N1-3,DOM,OTH,EU28	: 	: 	: 	: 	117.01 
NAC,TOTAL,N1-3,DOM,OTH,FI	44.04 	44.31 	42.88 	43.36 	43.2 
NAC,TOTAL,N1-3,DOM,OTH,FR	43.81 	42.71 	41.56 	40.87 	40.52 
NAC,TOTAL,N1-3,DOM,OTH,HR	102.98 	122.46 	174.33 	224.35 	121.31 
NAC,TOTAL,N1-3,DOM,OTH,HU	4375.53 	4383.39 	3909.7 	3724.62 	3381.86 
NAC,TOTAL,N1-3,DOM,OTH,IE	74.65 	74.58 	76.49 	72.6 	70.45 
NAC,TOTAL,N1-3,DOM,OTH,IT	63.01 	62.29 	42.58 b	58.66 	60.77 
NAC,TOTAL,N1-3,DOM,OTH,LT	6.47 	5.76 	8.1 	29.39 	34.94 
NAC,TOTAL,N1-3,DOM,OTH,LU	34.08 u	22.49 u	39.14 	42.27 	9.51 
NAC,TOTAL,N1-3,DOM,OTH,LV	12.68 	12.61 	11.84 	12.96 	9.64 
NAC,TOTAL,N1-3,DOM,OTH,MT	90.36 	79.61 	76.9 b	60.84 	57.27 
NAC,TOTAL,N1-3,DOM,OTH,NL	16.63 	14.26 	13.86 	9.26 	7.94 
NAC,TOTAL,N1-3,DOM,OTH,PL	59.59 	58.28 	56.54 b	55.64 	91.38 
NAC,TOTAL,N1-3,DOM,OTH,PT	10.96 	11.49 	11.81 	11.19 	10.66 
NAC,TOTAL,N1-3,DOM,OTH,RO	81 	70.37 	69.41 	67.95 	85.54 
NAC,TOTAL,N1-3,DOM,OTH,SE	530.74 	517.11 	426.53 	: 	: 
NAC,TOTAL,N1-3,DOM,OTH,SI	14.74 	13.78 	17.13 	15.95 	15.94 
NAC,TOTAL,N1-3,DOM,OTH,SK	29.61 	27.52 	24.4 	26.43 b	59.31 
NAC,TOTAL,N1-3,DOM,OTH,UK	: 	: 	: 	13.58 	14.67 
NAC,TOTAL,N1-3,DOM,REST,BE	52.65 	0 	0 	0 	: 
NAC,TOTAL,N1-3,DOM,REST,BG	50.02 	53.95 	64.45 	51.27 	41.29 
NAC,TOTAL,N1-3,DOM,REST,CH	83.36 	65.33 	74.78 	74.76 	75.58 
NAC,TOTAL,N1-3,DOM,REST,CY	33.81 	32.78 	47.41 	49.31 	: 
NAC,TOTAL,N1-3,DOM,REST,CZ	244.5 	274.58 	185.71 	203.8 	185.86 
NAC,TOTAL,N1-3,DOM,REST,DK	: 	: 	: b	: b	: 
NAC,TOTAL,N1-3,DOM,REST,EE	16.43 	17.56 	15.41 	14.17 	11.83 
NAC,TOTAL,N1-3,DOM,REST,EL	50.63 	49.11 	43.75 	37.22 	35.34 
NAC,TOTAL,N1-3,DOM,REST,ES	30.81 	32.02 b	12.42 	10.04 	10.87 
NAC,TOTAL,N1-3,DOM,REST,EU28	: 	: 	: 	: 	68.06 
NAC,TOTAL,N1-3,DOM,REST,FI	33.71 	33.34 	31.76 	33.4 	33.7 
NAC,TOTAL,N1-3,DOM,REST,FR	29.22 	27.95 	27.65 	26.77 	26.95 
NAC,TOTAL,N1-3,DOM,REST,HR	196.3 	182.13 	148.57 	131.89 	122.46 
NAC,TOTAL,N1-3,DOM,REST,HU	1708.59 	1553.06 	1410.11 	1280 	1207.05 
NAC,TOTAL,N1-3,DOM,REST,IT	: 	: 	: b	: 	: 
NAC,TOTAL,N1-3,DOM,REST,LT	10.43 	10.84 	9.91 	39.84 	36.36 
NAC,TOTAL,N1-3,DOM,REST,LU	75.04 u	80.52 u	54.28 	36.16 	31.62 
NAC,TOTAL,N1-3,DOM,REST,LV	4.2 	5.5 	4.24 	5.02 	1.6 
NAC,TOTAL,N1-3,DOM,REST,MT	: 	: 	: b	: 	: 
NAC,TOTAL,N1-3,DOM,REST,NL	21.44 	18.18 	16.84 	18.58 	16.96 
NAC,TOTAL,N1-3,DOM,REST,PL	86.91 	76.43 	63.17 b	136.78 	120.26 
NAC,TOTAL,N1-3,DOM,REST,PT	20.14 	22.91 	16.74 	9.07 	10.89 
NAC,TOTAL,N1-3,DOM,REST,RO	83.55 	74.23 	67.63 	62.85 	47.68 
NAC,TOTAL,N1-3,DOM,REST,SI	14.74 	14.49 	15.36 	14.17 	13.24 
NAC,TOTAL,N1-3,DOM,REST,SK	18.32 	19.06 	17.92 	15.82 b	: 
NAC,TOTAL,N1-3,DOM,REST,UK	: 	: 	: 	36.58 	35.98 
NAC,TOTAL,N1-3,DOM,TOTAL,AT	273.07 	269.62 	252.54 	251.36 	251.76 
NAC,TOTAL,N1-3,DOM,TOTAL,BE	161.65 	158.03 	157.72 	169.9 	160.82 
NAC,TOTAL,N1-3,DOM,TOTAL,BG	137.51 	145.9 	174.5 	138.33 	120.53 
NAC,TOTAL,N1-3,DOM,TOTAL,CH	265.14 	237.93 	254.68 	283.09 	244.61 
NAC,TOTAL,N1-3,DOM,TOTAL,CY	96.88 	95.02 	110.6 	100.05 	62.37 
NAC,TOTAL,N1-3,DOM,TOTAL,CZ	1186.8 	1124.82 	936.29 	947.04 	881.4 
NAC,TOTAL,N1-3,DOM,TOTAL,DE	188.55 	186.24 	193.85 	206.07 	202.23 
NAC,TOTAL,N1-3,DOM,TOTAL,DK	1524.19 	1315.25 	1494.84 b	1393.69 b	785.5 
NAC,TOTAL,N1-3,DOM,TOTAL,EE	70.25 	74.83 	61.16 	60.86 	52.49 
NAC,TOTAL,N1-3,DOM,TOTAL,EL	149.46 	144.45 	140.83 	135.66 	107.53 
NAC,TOTAL,N1-3,DOM,TOTAL,ES	111.29 	102.63 b	82.81 	82.1 	80.28 
NAC,TOTAL,N1-3,DOM,TOTAL,EU28	: 	: 	: 	: 	418.49 
NAC,TOTAL,N1-3,DOM,TOTAL,FI	161.71 	162.84 	162.98 	167.02 	172.27 
NAC,TOTAL,N1-3,DOM,TOTAL,FR	150.17 	146.68 	145.35 	143.76 	143.52 
NAC,TOTAL,N1-3,DOM,TOTAL,HR	882.65 	749.06 	733.03 	761.06 	672.77 
NAC,TOTAL,N1-3,DOM,TOTAL,HU	16913.45 	15775.96 	14685.58 	13388.58 	12088.99 
NAC,TOTAL,N1-3,DOM,TOTAL,IE	168.83 	166.47 	169.98 	165.62 	161.21 
NAC,TOTAL,N1-3,DOM,TOTAL,IT	186.18 	186.02 	136.24 b	181.86 	189.09 
NAC,TOTAL,N1-3,DOM,TOTAL,LT	60.36 	54.86 	47.49 	148.7 	148.27 
NAC,TOTAL,N1-3,DOM,TOTAL,LU	273.21 u	318.65 u	354.67 	174.12 	116.02 
NAC,TOTAL,N1-3,DOM,TOTAL,LV	32.97 	35.55 	34.01 	37.52 	22.1 
NAC,TOTAL,N1-3,DOM,TOTAL,MT	147.84 	135.41 	138.74 b	106.85 	123.9 
NAC,TOTAL,N1-3,DOM,TOTAL,NL	95.18 	83.29 	77.4 	75.36 	70.53 
NAC,TOTAL,N1-3,DOM,TOTAL,PL	285.64 	261.16 	228.18 b	474.38 	487.79 
NAC,TOTAL,N1-3,DOM,TOTAL,PT	63.91 	64.42 	58.83 	43.71 	47.86 
NAC,TOTAL,N1-3,DOM,TOTAL,RO	326.53 	295.46 	274.09 	253.94 	220.13 
NAC,TOTAL,N1-3,DOM,TOTAL,SE	1517.91 	1397.51 	1203.3 	: 	: 
NAC,TOTAL,N1-3,DOM,TOTAL,SI	77.83 	75.14 	74.5 	69.1 	67.1 
NAC,TOTAL,N1-3,DOM,TOTAL,SK	94.94 	91.96 	97.91 	85.83 b	128.01 
NAC,TOTAL,N1-3,DOM,TOTAL,UK	: 	: 	: 	150.19 	149.81 
NAC,TOTAL,N1-3,DOM,TRA,AT	58.86 	62.4 	60.68 	62.83 	50.02 
NAC,TOTAL,N1-3,DOM,TRA,BE	21.39 	19.07 	24.84 	24.03 	27.85 
NAC,TOTAL,N1-3,DOM,TRA,BG	38.72 	43.32 	60.57 	48.89 	44.24 
NAC,TOTAL,N1-3,DOM,TRA,CH	36.75 	35.81 	41.54 	42.15 	42.14 
NAC,TOTAL,N1-3,DOM,TRA,CY	13.68 	20.95 	22.11 	21.48 	23.48 
NAC,TOTAL,N1-3,DOM,TRA,CZ	262.16 	264.98 	270.77 	260.51 	238.84 
NAC,TOTAL,N1-3,DOM,TRA,DE	70.29 	71.6 	76.5 	80.68 	83.67 
NAC,TOTAL,N1-3,DOM,TRA,DK	488.87 	430.5 	567.67 b	474.74 b	261.28 
NAC,TOTAL,N1-3,DOM,TRA,EE	20.96 	25.36 	22.53 	23.96 	21.49 
NAC,TOTAL,N1-3,DOM,TRA,EL	46.96 	44.91 	46.44 	49.56 	38.85 
NAC,TOTAL,N1-3,DOM,TRA,ES	30.67 	31.38 b	20.46 	20.21 	18 
NAC,TOTAL,N1-3,DOM,TRA,EU28	: 	: 	: 	: 	126.2 
NAC,TOTAL,N1-3,DOM,TRA,FI	47.73 	51.01 	52.9 	54.14 	57.67 
NAC,TOTAL,N1-3,DOM,TRA,FR	46.69 	47.89 	48.6 	48.61 	48.67 
NAC,TOTAL,N1-3,DOM,TRA,HR	335.08 	292.14 	266.98 	252.43 	282.04 
NAC,TOTAL,N1-3,DOM,TRA,HU	3771.21 	3663.41 	3799.27 	3700.48 	3417.26 
NAC,TOTAL,N1-3,DOM,TRA,IE	28.19 	28.98 	31.52 	32.16 	31.82 
NAC,TOTAL,N1-3,DOM,TRA,IT	62.66 	63.38 	49.4 b	66.54 	68.2 
NAC,TOTAL,N1-3,DOM,TRA,LT	15.79 	15.37 	11.37 	36.97 	36.41 
NAC,TOTAL,N1-3,DOM,TRA,LU	100.44 u	116.21 u	160.61 	64.89 	35.58 
NAC,TOTAL,N1-3,DOM,TRA,LV	12.6 	13.79 	13.07 	14.65 	8.79 
NAC,TOTAL,N1-3,DOM,TRA,MT	10.48 	10.25 	10.81 b	9.14 	9.07 
NAC,TOTAL,N1-3,DOM,TRA,NL	20.67 	18.92 	20.21 	18.51 	17.98 
NAC,TOTAL,N1-3,DOM,TRA,PL	73.9 	68.27 	63.41 b	146.33 	154.38 
NAC,TOTAL,N1-3,DOM,TRA,PT	23.4 	20.06 	21.75 	18.32 	18.64 
NAC,TOTAL,N1-3,DOM,TRA,RO	115.14 	109.21 	102.24 	92.2 	55.32 
NAC,TOTAL,N1-3,DOM,TRA,SE	346.91 	424.22 	326.33 	: 	: 
NAC,TOTAL,N1-3,DOM,TRA,SI	15.59 	16.12 	16.03 	17.58 	17.96 
NAC,TOTAL,N1-3,DOM,TRA,SK	18.82 	18.97 	27.31 	19.41 b	35.38 
NAC,TOTAL,N1-3,DOM,TRA,UK	: 	: 	: 	42.34 	42.82 
NAC,TOTAL,N1-3,OUT,ACC,AT	148.66 	164.87 	169.04 	166.21 	180.7 
NAC,TOTAL,N1-3,OUT,ACC,BE	121.33 	101.96 	112.79 	128.2 	120.46 
NAC,TOTAL,N1-3,OUT,ACC,BG	107.52 	124.99 	91.38 	100.73 	90.53 
NAC,TOTAL,N1-3,OUT,ACC,CH	159.17 	142.88 	166.94 	197.45 	173.93 
NAC,TOTAL,N1-3,OUT,ACC,CY	138.75 	138.81 	135.68 	138.97 	167.46 
NAC,TOTAL,N1-3,OUT,ACC,CZ	1436.74 	1129.32 	1152.95 	1202.66 	1129.16 
NAC,TOTAL,N1-3,OUT,ACC,DE	132.29 	150.91 	133.85 	153.9 	150.47 
NAC,TOTAL,N1-3,OUT,ACC,DK	1152.03 	1106.37 	953.15 b	930.81 b	1385.14 
NAC,TOTAL,N1-3,OUT,ACC,EE	87.89 	71.16 	92.08 	92.4 	79.94 
NAC,TOTAL,N1-3,OUT,ACC,EL	96.28 	90.75 	106.56 	112.23 	73.48 
NAC,TOTAL,N1-3,OUT,ACC,ES	120.71 	98.57 b	71.81 	68.13 	43.88 
NAC,TOTAL,N1-3,OUT,ACC,EU28	: 	: 	: 	: 	417.52 
NAC,TOTAL,N1-3,OUT,ACC,FI	102.16 	103.28 	104.21 	107.13 	114.33 
NAC,TOTAL,N1-3,OUT,ACC,FR	121.28 	114.51 	114.62 	105.71 	105.27 
NAC,TOTAL,N1-3,OUT,ACC,HR	649.55 	586.51 	518.13 	432.46 	422.84 
NAC,TOTAL,N1-3,OUT,ACC,HU	8972.97 	9390.92 	9583.38 	11267.48 	10426.63 
NAC,TOTAL,N1-3,OUT,ACC,IE	125.82 	140.56 	121.75 	111.31 	109.24 
NAC,TOTAL,N1-3,OUT,ACC,IT	136.83 	97.23 	76.68 b	119.86 	108.87 
NAC,TOTAL,N1-3,OUT,ACC,LT	57.73 	58.46 	43.47 	141.85 	124.06 
NAC,TOTAL,N1-3,OUT,ACC,LU	141.61 	136.15 	126.65 	127.59 	122.56 
NAC,TOTAL,N1-3,OUT,ACC,LV	56.25 	64.13 	50.71 	63.41 	21.34 
NAC,TOTAL,N1-3,OUT,ACC,MT	160.38 	185.95 	174.75 b	139.33 	140.22 
NAC,TOTAL,N1-3,OUT,ACC,NL	99.86 	89.49 	93.42 	105.43 	113.56 
NAC,TOTAL,N1-3,OUT,ACC,PL	307.05 	284.27 	255.25 b	385.84 	378.24 
NAC,TOTAL,N1-3,OUT,ACC,PT	72.44 	59.01 	75.18 	50.56 	52.45 
NAC,TOTAL,N1-3,OUT,ACC,RO	306.8 	265.45 	316.49 	342.16 	373.1 
NAC,TOTAL,N1-3,OUT,ACC,SE	1128.02 	1045.71 	694.57 	: 	: 
NAC,TOTAL,N1-3,OUT,ACC,SI	55.43 	59.11 	47.96 	46.46 	53.55 
NAC,TOTAL,N1-3,OUT,ACC,SK	59.77 	62.49 	69.53 	55.15 b	57.78 
NAC,TOTAL,N1-3,OUT,ACC,UK	: 	: 	: 	165.39 	134.72 
NAC,TOTAL,N1-3,OUT,DUR,AT	11.03 	13.85 	19.71 	17.8 	3.06 
NAC,TOTAL,N1-3,OUT,DUR,BE	5.83 	10.34 	12.25 	14.59 	15.3 
NAC,TOTAL,N1-3,OUT,DUR,BG	0 	0 	0 	0 	0 
NAC,TOTAL,N1-3,OUT,DUR,CH	7.33 	12.36 	11.62 	: 	: 
NAC,TOTAL,N1-3,OUT,DUR,CY	0 	0 	0.29 	6.2 	3.78 
NAC,TOTAL,N1-3,OUT,DUR,CZ	14.55 	0 	5.23 	0 	55.32 
NAC,TOTAL,N1-3,OUT,DUR,DE	23.19 	30.58 	27.65 	40.69 	15.55 
NAC,TOTAL,N1-3,OUT,DUR,DK	250.8 	238.38 	225.79 b	240.61 b	168.93 
NAC,TOTAL,N1-3,OUT,DUR,EE	2.01 	3.28 	14.18 	8.02 	10.71 
NAC,TOTAL,N1-3,OUT,DUR,EL	6.51 	3.43 	2.21 	0 	58.27 
NAC,TOTAL,N1-3,OUT,DUR,ES	0.73 	11.49 b	0.44 	2.07 	27.82 
NAC,TOTAL,N1-3,OUT,DUR,EU28	: 	: 	: 	: 	89.72 
NAC,TOTAL,N1-3,OUT,DUR,FI	5.8 	25.79 	7.51 	24.66 	5.89 
NAC,TOTAL,N1-3,OUT,DUR,FR	13.04 	9.16 	5.61 	6.47 	9.2 
NAC,TOTAL,N1-3,OUT,DUR,HR	8.44 	0 	0 	13.87 	28.64 
NAC,TOTAL,N1-3,OUT,DUR,HU	2792.92 	2912.06 	2048.57 	1257.8 	2629.28 
NAC,TOTAL,N1-3,OUT,DUR,IE	7.47 	9.44 	7.2 	6.16 	10.4 
NAC,TOTAL,N1-3,OUT,DUR,IT	0 	0 	1.9 b	0 	1.23 
NAC,TOTAL,N1-3,OUT,DUR,LT	12.17 	4.58 	0.88 	0.59 	64.44 
NAC,TOTAL,N1-3,OUT,DUR,LU	0.84 	0.9 	5.96 	11.3 	7.64 
NAC,TOTAL,N1-3,OUT,DUR,LV	3.13 	0 	1.31 	1.4 	7.68 
NAC,TOTAL,N1-3,OUT,DUR,MT	67.13 	56.23 	66.92 b	0 	0 
NAC,TOTAL,N1-3,OUT,DUR,NL	3.01 	0.12 	0.56 	17.5 	17.09 
NAC,TOTAL,N1-3,OUT,DUR,PL	42.45 	73.35 	34.96 b	327.55 	62.92 
NAC,TOTAL,N1-3,OUT,DUR,PT	0.78 	0.38 	0 	2.38 	0.22 
NAC,TOTAL,N1-3,OUT,DUR,RO	5.93 	10.3 	26.74 	0 	0 
NAC,TOTAL,N1-3,OUT,DUR,SE	0 	0 	0 	: 	: 
NAC,TOTAL,N1-3,OUT,DUR,SI	0.03 	2.03 	0.36 	0.44 	0.91 
NAC,TOTAL,N1-3,OUT,DUR,SK	0.81 	0.99 	0.49 	2.09 b	18.33 
NAC,TOTAL,N1-3,OUT,DUR,UK	: 	: 	: 	14.71 	115.03 
NAC,TOTAL,N1-3,OUT,OTH,AT	124.28 	127.74 	132.4 	109.79 	97.05 
NAC,TOTAL,N1-3,OUT,OTH,BE	33.32 	98.6 	97.14 	106.57 	87.06 
NAC,TOTAL,N1-3,OUT,OTH,BG	89.33 	39.42 	36.49 	56.9 	90.95 
NAC,TOTAL,N1-3,OUT,OTH,CH	71.02 	77.41 	62.73 	75.87 	63.06 
NAC,TOTAL,N1-3,OUT,OTH,CY	140.85 	98.54 	79.71 	59.03 	79.11 
NAC,TOTAL,N1-3,OUT,OTH,CZ	1280.89 	1349.18 	1194.2 	1288.35 	1239.84 
NAC,TOTAL,N1-3,OUT,OTH,DE	89.45 	110.47 	76.62 	96.55 	78.05 
NAC,TOTAL,N1-3,OUT,OTH,DK	839.04 	859.45 	805.62 b	877.83 b	769.52 
NAC,TOTAL,N1-3,OUT,OTH,EE	51.41 	44.04 	26.75 	31.94 	18.78 
NAC,TOTAL,N1-3,OUT,OTH,EL	51.3 	63 	41.66 	39.8 	20.16 
NAC,TOTAL,N1-3,OUT,OTH,ES	56.98 	52.42 b	86.64 	112.69 	101.14 
NAC,TOTAL,N1-3,OUT,OTH,EU28	: 	: 	: 	: 	741.19 
NAC,TOTAL,N1-3,OUT,OTH,FI	103.81 	101.71 	111.89 	119.09 	121.76 
NAC,TOTAL,N1-3,OUT,OTH,FR	82.31 	82.93 	76.27 	74.85 	78.74 
NAC,TOTAL,N1-3,OUT,OTH,HR	273.86 	387.06 	321.65 	679.61 	257.62 
NAC,TOTAL,N1-3,OUT,OTH,HU	24904.97 	22718.65 	26201.25 	29309.35 	27975.51 
NAC,TOTAL,N1-3,OUT,OTH,IE	157.64 	164.64 	150.97 	145.37 	139.31 
NAC,TOTAL,N1-3,OUT,OTH,IT	114.75 	113.76 	72.94 b	115.75 	111.25 
NAC,TOTAL,N1-3,OUT,OTH,LT	52.62 	48.48 	67.95 	239.83 	185.26 
NAC,TOTAL,N1-3,OUT,OTH,LU	50.59 	52.88 	61.87 	45.79 	33.23 
NAC,TOTAL,N1-3,OUT,OTH,LV	36.43 	47.43 	31.71 	33.73 	28.42 
NAC,TOTAL,N1-3,OUT,OTH,MT	289.84 	285.02 	274.5 b	306.84 	298.54 
NAC,TOTAL,N1-3,OUT,OTH,NL	38.34 	34.54 	40.14 	28.2 	30.08 
NAC,TOTAL,N1-3,OUT,OTH,PL	239.49 	194.91 	242.99 b	169.49 	272.74 
NAC,TOTAL,N1-3,OUT,OTH,PT	24.73 	43.18 	39.16 	19.9 	13.28 
NAC,TOTAL,N1-3,OUT,OTH,RO	219.82 	211 	159.55 	97.67 	338.75 
NAC,TOTAL,N1-3,OUT,OTH,SE	1289.02 	1284.76 	805.95 	: 	: 
NAC,TOTAL,N1-3,OUT,OTH,SI	24.54 	22.6 	24.1 	27.73 	27.59 
NAC,TOTAL,N1-3,OUT,OTH,SK	41.87 	48.21 	60.69 	57.9 b	119.76 
NAC,TOTAL,N1-3,OUT,OTH,UK	: 	: 	: 	29.24 	36.51 
NAC,TOTAL,N1-3,OUT,REST,BE	71.69 	0 	0 	0 	: 
NAC,TOTAL,N1-3,OUT,REST,BG	112.03 	116.41 	86.87 	115.7 	106.3 
NAC,TOTAL,N1-3,OUT,REST,CH	107.52 	105.26 	98.12 	110.18 	96.11 
NAC,TOTAL,N1-3,OUT,REST,CY	112.15 	133.66 	124.84 	131.88 	: 
NAC,TOTAL,N1-3,OUT,REST,CZ	978.25 	826.15 	833.76 	898.4 	826.64 
NAC,TOTAL,N1-3,OUT,REST,DK	: 	: 	: b	: b	: 
NAC,TOTAL,N1-3,OUT,REST,EE	48.44 	45.5 	41.82 	44.98 	31.28 
NAC,TOTAL,N1-3,OUT,REST,EL	90.93 	89.71 	95.56 	100.47 	59.3 
NAC,TOTAL,N1-3,OUT,REST,ES	85.63 	81.05 b	49.41 	39.12 	32.56 
NAC,TOTAL,N1-3,OUT,REST,EU28	: 	: 	: 	: 	420.6 
NAC,TOTAL,N1-3,OUT,REST,FI	103.81 	101.72 	94.55 	96.77 	109.92 
NAC,TOTAL,N1-3,OUT,REST,FR	75.21 	72.17 	71.53 	68.84 	70.47 
NAC,TOTAL,N1-3,OUT,REST,HR	486.96 	464.12 	378.39 	271.24 	262.06 
